  67.50	0.0090021300	0.0062489170
  68.50	0.0077629310	0.0050883340
  69.50	0.0060427310	0.0037354170
  70.50	0.0042577510	0.0026425000
  71.50	0.0026641280	0.0016389170
  72.50	0.0015359160	0.0008598333
  73.50	0.0007805273	0.0004119999
  74.50	0.0003629081	0.0001779166
  75.50	0.0001442309	0.0000795832
  76.50	0.0000562204	0.0000264166
  77.50	0.0000172887	0.0000075000
  78.50	0.0000049074	0.0000015000
  79.50	0.0000013385	0.0000008333
  80.50	0.0000002500	0.0000000000
