#batch avg_duration max_duration contacts_count
0 #TOTAL_CONTACTS 60611 for 10100 frames
1 #TOTAL_CONTACTS 55860 for 10100 frames
2 #TOTAL_CONTACTS 58160 for 10100 frames
3 #TOTAL_CONTACTS 57910 for 10100 frames
4 #TOTAL_CONTACTS 59138 for 10100 frames
5 #TOTAL_CONTACTS 52668 for 9600 frames
