           z         mean           se
  -71.500000     0.000003     0.000003
  -70.500000     0.000027     0.000012
  -69.500000     0.000093     0.000028
  -68.500000     0.000241     0.000046
  -67.500000     0.000701     0.000145
  -66.500000     0.001780     0.000271
  -65.500000     0.003427     0.000321
  -64.500000     0.005543     0.000357
  -63.500000     0.007368     0.000494
  -62.500000     0.008703     0.000515
  -61.500000     0.009562     0.000302
  -60.500000     0.010510     0.000460
  -59.500000     0.010719     0.000429
  -58.500000     0.010731     0.000407
  -57.500000     0.010922     0.000320
  -56.500000     0.010972     0.000370
  -55.500000     0.010822     0.000427
  -54.500000     0.011060     0.000321
  -53.500000     0.010871     0.000299
  -52.500000     0.010888     0.000315
  -51.500000     0.010620     0.000356
  -50.500000     0.011069     0.000342
  -49.500000     0.010945     0.000322
  -48.500000     0.010993     0.000369
  -47.500000     0.010610     0.000412
  -46.500000     0.010820     0.000332
  -45.500000     0.010439     0.000342
  -44.500000     0.010548     0.000403
  -43.500000     0.010477     0.000482
  -42.500000     0.010626     0.000386
  -41.500000     0.010892     0.000470
  -40.500000     0.010401     0.000347
  -39.500000     0.010396     0.000478
  -38.500000     0.010135     0.000500
  -37.500000     0.009688     0.000365
  -36.500000     0.009648     0.000546
  -35.500000     0.009019     0.000527
  -34.500000     0.008213     0.000444
  -33.500000     0.007280     0.000458
  -32.500000     0.006789     0.000399
  -31.500000     0.006202     0.000425
  -30.500000     0.005577     0.000469
  -29.500000     0.005079     0.000426
  -28.500000     0.004199     0.000392
  -27.500000     0.003464     0.000256
  -26.500000     0.002987     0.000220
  -25.500000     0.002475     0.000249
  -24.500000     0.002118     0.000213
  -23.500000     0.002224     0.000260
  -22.500000     0.002196     0.000267
  -21.500000     0.002149     0.000154
  -20.500000     0.002985     0.000337
  -19.500000     0.004066     0.000451
  -18.500000     0.006744     0.000425
  -17.500000     0.010270     0.000961
  -16.500000     0.015285     0.001511
  -15.500000     0.019889     0.001765
  -14.500000     0.022036     0.002119
  -13.500000     0.018759     0.002120
  -12.500000     0.012447     0.001831
  -11.500000     0.005945     0.001036
  -10.500000     0.002471     0.000546
   -9.500000     0.000859     0.000242
   -8.500000     0.000219     0.000166
   -7.500000     0.000028     0.000025
   -6.500000     0.000000     0.000000
   -5.500000     0.000000     0.000000
   -4.500000     0.000000     0.000000
   -3.500000     0.000000     0.000000
   -2.500000     0.000000     0.000000
   -1.500000     0.000000     0.000000
   -0.500000     0.000000     0.000000
    0.500000     0.000000     0.000000
    1.500000     0.000000     0.000000
    2.500000     0.000000     0.000000
    3.500000     0.000000     0.000000
    4.500000     0.000000     0.000000
    5.500000     0.000000     0.000000
    6.500000     0.000000     0.000000
    7.500000     0.000006     0.000004
    8.500000     0.000096     0.000031
    9.500000     0.000843     0.000154
   10.500000     0.002620     0.000449
   11.500000     0.006153     0.001046
   12.500000     0.010731     0.002179
   13.500000     0.015783     0.003106
   14.500000     0.019172     0.003807
   15.500000     0.018196     0.003426
   16.500000     0.014114     0.002510
   17.500000     0.009107     0.001262
   18.500000     0.005321     0.000756
   19.500000     0.003168     0.000449
   20.500000     0.001967     0.000291
   21.500000     0.001718     0.000253
   22.500000     0.001591     0.000192
   23.500000     0.001399     0.000176
   24.500000     0.001648     0.000166
   25.500000     0.001836     0.000120
   26.500000     0.002239     0.000160
   27.500000     0.002976     0.000142
   28.500000     0.003626     0.000190
   29.500000     0.004622     0.000207
   30.500000     0.005332     0.000179
   31.500000     0.006095     0.000223
   32.500000     0.006701     0.000320
   33.500000     0.007088     0.000175
   34.500000     0.007824     0.000297
   35.500000     0.008436     0.000297
   36.500000     0.008930     0.000296
   37.500000     0.009295     0.000304
   38.500000     0.009807     0.000256
   39.500000     0.010234     0.000376
   40.500000     0.010244     0.000238
   41.500000     0.010333     0.000338
   42.500000     0.010319     0.000402
   43.500000     0.010478     0.000334
   44.500000     0.010342     0.000357
   45.500000     0.010422     0.000414
   46.500000     0.009928     0.000448
   47.500000     0.009727     0.000509
   48.500000     0.010140     0.000520
   49.500000     0.009979     0.000414
   50.500000     0.010321     0.000455
   51.500000     0.010046     0.000416
   52.500000     0.010070     0.000546
   53.500000     0.010459     0.000327
   54.500000     0.009728     0.000550
   55.500000     0.010317     0.000487
   56.500000     0.010381     0.000436
   57.500000     0.010120     0.000416
   58.500000     0.010349     0.000403
   59.500000     0.010452     0.000388
   60.500000     0.010376     0.000512
   61.500000     0.010399     0.000330
   62.500000     0.010314     0.000324
   63.500000     0.010203     0.000398
   64.500000     0.010424     0.000525
   65.500000     0.010098     0.000489
   66.500000     0.009055     0.000605
   67.500000     0.007650     0.000589
   68.500000     0.005782     0.000388
   69.500000     0.003813     0.000415
   70.500000     0.002279     0.000353
   71.500000     0.001007     0.000173
   72.500000     0.000412     0.000110
   73.500000     0.000111     0.000035
   74.500000     0.000021     0.000007
   75.500000     0.000003     0.000003
