#batch avg_duration max_duration contacts_count
0 #TOTAL_CONTACTS 30652 for 10100 frames
1 #TOTAL_CONTACTS 29801 for 10100 frames
2 #TOTAL_CONTACTS 33170 for 10100 frames
3 #TOTAL_CONTACTS 29670 for 10100 frames
4 #TOTAL_CONTACTS 29633 for 10100 frames
5 #TOTAL_CONTACTS 26881 for 9600 frames
