#resid average_duration max_duration persistent_contacts
1 3.308093994778068 25 766
10 3.3419847328244274 27 655
11 3.3300852618757615 23 821
12 3.6765432098765434 36 810
13 3.3018617021276597 23 752
14 3.2566765578635013 15 674
15 3.2100238663484486 19 838
16 3.374087591240876 15 548
17 3.411697247706422 32 872
18 3.2872503840245777 16 651
19 3.4036939313984167 30 758
2 3.420827389443652 26 701
20 2.953488372093023 6 43
21 3.293877551020408 23 735
22 3.2400932400932403 30 429
23 3.326164874551971 13 279
24 3.2844036697247705 22 763
25 3.224264705882353 18 544
26 3.469767441860465 36 860
3 3.2756132756132756 20 693
4 3.4946996466431095 25 566
5 3.517543859649123 30 798
6 3.281400966183575 23 828
7 3.4378563283922463 27 877
8 3.4510800508259214 32 787
9 3.26271186440678 20 708
#TOTAL_CONTACTS 40699 for 10100 frames
