#resid average_duration max_duration persistent_contacts
1 3.3970588235294117 23 748
10 3.2296983758700697 20 862
11 3.3976531942633637 20 767
12 3.2254047322540473 23 803
13 3.2013422818791946 16 596
14 3.3347578347578346 17 702
15 3.3323353293413174 20 334
16 3.5697674418604652 26 774
17 3.358684480986639 26 973
18 3.347826086956522 20 253
19 3.4465493910690124 30 739
2 3.2263710618436408 23 857
20 3.520979020979021 39 572
21 3.4391353811149035 39 879
22 3.4454022988505746 35 696
23 3.3128038897893033 19 617
24 3.277445109780439 20 501
25 3.18796992481203 19 532
26 3.360839160839161 23 715
3 3.426328502415459 30 828
4 3.2818791946308723 26 447
5 3.3421052631578947 35 912
6 3.303157894736842 19 475
7 3.3470149253731343 19 804
8 3.570059880239521 23 835
9 3.45326278659612 27 567
#TOTAL_CONTACTS 40487 for 9600 frames
