#resid average_duration max_duration persistent_contacts
1 3.4341772151898735 29 790
10 3.2687704026115343 20 919
11 3.3945686900958467 32 626
12 3.320388349514563 24 412
13 3.2866379310344827 14 464
14 3.261038961038961 28 770
15 3.353448275862069 30 812
16 3.2515042117930206 24 831
17 3.145127118644068 24 944
18 3.2777777777777777 29 756
19 3.2614259597806217 14 547
2 3.241112828438949 30 647
20 3.477027027027027 27 740
21 3.1152941176470588 14 425
22 3.307392996108949 20 771
23 2.986842105263158 9 76
24 3.287878787878788 27 858
25 3.3596377749029753 32 773
26 3.3480333730631706 21 839
3 3.1987654320987655 25 810
4 3.355769230769231 28 936
5 3.2264397905759163 24 764
6 3.2149178255372948 27 791
7 3.2597765363128492 19 358
8 3.316195372750643 19 778
9 3.149054505005562 22 899
#TOTAL_CONTACTS 41788 for 9600 frames
