#batch avg_duration max_duration contacts_count
0 #TOTAL_CONTACTS 2092 for 1000 frames
1 #TOTAL_CONTACTS 1935 for 1000 frames
2 #TOTAL_CONTACTS 2074 for 1000 frames
3 #TOTAL_CONTACTS 1911 for 1000 frames
4 #TOTAL_CONTACTS 2146 for 1000 frames
5 #TOTAL_CONTACTS 1818 for 1000 frames
6 #TOTAL_CONTACTS 2256 for 1000 frames
7 #TOTAL_CONTACTS 2035 for 1000 frames
8 #TOTAL_CONTACTS 2322 for 1000 frames
9 #TOTAL_CONTACTS 1972 for 1000 frames
10 #TOTAL_CONTACTS 2313 for 1000 frames
11 #TOTAL_CONTACTS 2229 for 1000 frames
12 #TOTAL_CONTACTS 1956 for 1000 frames
13 #TOTAL_CONTACTS 1996 for 1000 frames
14 #TOTAL_CONTACTS 2019 for 1000 frames
15 #TOTAL_CONTACTS 2109 for 1000 frames
16 #TOTAL_CONTACTS 2269 for 1000 frames
17 #TOTAL_CONTACTS 2223 for 1000 frames
18 #TOTAL_CONTACTS 2096 for 1000 frames
19 #TOTAL_CONTACTS 1907 for 1000 frames
20 #TOTAL_CONTACTS 1899 for 1000 frames
21 #TOTAL_CONTACTS 2009 for 1000 frames
22 #TOTAL_CONTACTS 1726 for 1000 frames
23 #TOTAL_CONTACTS 2193 for 1000 frames
24 #TOTAL_CONTACTS 1831 for 1000 frames
25 #TOTAL_CONTACTS 1953 for 1000 frames
26 #TOTAL_CONTACTS 1977 for 1000 frames
27 #TOTAL_CONTACTS 1924 for 1000 frames
28 #TOTAL_CONTACTS 2210 for 1000 frames
29 #TOTAL_CONTACTS 2131 for 1000 frames
30 #TOTAL_CONTACTS 1905 for 1000 frames
31 #TOTAL_CONTACTS 2025 for 1000 frames
32 #TOTAL_CONTACTS 2111 for 1000 frames
33 #TOTAL_CONTACTS 2014 for 1000 frames
34 #TOTAL_CONTACTS 2061 for 1000 frames
35 #TOTAL_CONTACTS 1958 for 1000 frames
36 #TOTAL_CONTACTS 2116 for 1000 frames
37 #TOTAL_CONTACTS 2178 for 1000 frames
38 #TOTAL_CONTACTS 1985 for 1000 frames
39 #TOTAL_CONTACTS 2002 for 1000 frames
40 #TOTAL_CONTACTS 2110 for 1000 frames
41 #TOTAL_CONTACTS 2098 for 1000 frames
42 #TOTAL_CONTACTS 2127 for 1000 frames
43 #TOTAL_CONTACTS 1933 for 1000 frames
44 #TOTAL_CONTACTS 2043 for 1000 frames
45 #TOTAL_CONTACTS 2027 for 1000 frames
46 #TOTAL_CONTACTS 2180 for 1000 frames
47 #TOTAL_CONTACTS 2206 for 1000 frames
48 #TOTAL_CONTACTS 1966 for 1000 frames
49 #TOTAL_CONTACTS 2062 for 1000 frames
50 #TOTAL_CONTACTS 1991 for 1000 frames
51 #TOTAL_CONTACTS 2097 for 1000 frames
52 #TOTAL_CONTACTS 2171 for 1000 frames
53 #TOTAL_CONTACTS 1880 for 1000 frames
54 #TOTAL_CONTACTS 1885 for 1000 frames
55 #TOTAL_CONTACTS 2013 for 1000 frames
56 #TOTAL_CONTACTS 2093 for 1000 frames
57 #TOTAL_CONTACTS 2309 for 1000 frames
58 #TOTAL_CONTACTS 1888 for 1000 frames
59 #TOTAL_CONTACTS 1890 for 1000 frames
60 #TOTAL_CONTACTS 143 for 100 frames
