           z         mean           se
  -75.500000     0.000000     0.000000
  -74.500000     0.000001     0.000001
  -73.500000     0.000004     0.000003
  -72.500000     0.000014     0.000008
  -71.500000     0.000058     0.000015
  -70.500000     0.000224     0.000038
  -69.500000     0.000668     0.000095
  -68.500000     0.001579     0.000169
  -67.500000     0.003078     0.000224
  -66.500000     0.005107     0.000278
  -65.500000     0.007117     0.000216
  -64.500000     0.008732     0.000174
  -63.500000     0.009685     0.000134
  -62.500000     0.010314     0.000130
  -61.500000     0.010482     0.000129
  -60.500000     0.010503     0.000130
  -59.500000     0.010622     0.000115
  -58.500000     0.010543     0.000134
  -57.500000     0.010527     0.000095
  -56.500000     0.010525     0.000108
  -55.500000     0.010349     0.000111
  -54.500000     0.010492     0.000133
  -53.500000     0.010479     0.000127
  -52.500000     0.010460     0.000126
  -51.500000     0.010488     0.000148
  -50.500000     0.010335     0.000156
  -49.500000     0.010420     0.000157
  -48.500000     0.010343     0.000106
  -47.500000     0.010288     0.000144
  -46.500000     0.010341     0.000125
  -45.500000     0.010349     0.000161
  -44.500000     0.010147     0.000137
  -43.500000     0.010195     0.000137
  -42.500000     0.010184     0.000162
  -41.500000     0.010150     0.000179
  -40.500000     0.010180     0.000156
  -39.500000     0.010349     0.000141
  -38.500000     0.010229     0.000166
  -37.500000     0.010215     0.000186
  -36.500000     0.010181     0.000245
  -35.500000     0.010163     0.000190
  -34.500000     0.010099     0.000196
  -33.500000     0.010282     0.000245
  -32.500000     0.010241     0.000252
  -31.500000     0.010242     0.000255
  -30.500000     0.010217     0.000236
  -29.500000     0.009982     0.000233
  -28.500000     0.009753     0.000244
  -27.500000     0.009150     0.000283
  -26.500000     0.008382     0.000253
  -25.500000     0.007446     0.000265
  -24.500000     0.006054     0.000215
  -23.500000     0.004650     0.000162
  -22.500000     0.003501     0.000155
  -21.500000     0.002431     0.000118
  -20.500000     0.001865     0.000104
  -19.500000     0.001714     0.000144
  -18.500000     0.002072     0.000222
  -17.500000     0.002810     0.000327
  -16.500000     0.003471     0.000400
  -15.500000     0.003855     0.000445
  -14.500000     0.003667     0.000474
  -13.500000     0.002899     0.000423
  -12.500000     0.001869     0.000287
  -11.500000     0.001108     0.000193
  -10.500000     0.000529     0.000100
   -9.500000     0.000173     0.000036
   -8.500000     0.000045     0.000010
   -7.500000     0.000006     0.000002
   -6.500000     0.000001     0.000001
   -5.500000     0.000000     0.000000
   -4.500000     0.000000     0.000000
   -3.500000     0.000000     0.000000
   -2.500000     0.000000     0.000000
   -1.500000     0.000000     0.000000
   -0.500000     0.000000     0.000000
    0.500000     0.000000     0.000000
    1.500000     0.000000     0.000000
    2.500000     0.000000     0.000000
    3.500000     0.000001     0.000001
    4.500000     0.000001     0.000001
    5.500000     0.000004     0.000002
    6.500000     0.000008     0.000003
    7.500000     0.000022     0.000006
    8.500000     0.000069     0.000010
    9.500000     0.000200     0.000032
   10.500000     0.000543     0.000056
   11.500000     0.001170     0.000113
   12.500000     0.002064     0.000196
   13.500000     0.002930     0.000208
   14.500000     0.003601     0.000224
   15.500000     0.003886     0.000184
   16.500000     0.003625     0.000149
   17.500000     0.003068     0.000140
   18.500000     0.002510     0.000146
   19.500000     0.002125     0.000125
   20.500000     0.002118     0.000123
   21.500000     0.002710     0.000117
   22.500000     0.003772     0.000133
   23.500000     0.005060     0.000136
   24.500000     0.006515     0.000196
   25.500000     0.007844     0.000249
   26.500000     0.008878     0.000217
   27.500000     0.009769     0.000270
   28.500000     0.010392     0.000274
   29.500000     0.010753     0.000262
   30.500000     0.011000     0.000265
   31.500000     0.011152     0.000307
   32.500000     0.011254     0.000293
   33.500000     0.011195     0.000271
   34.500000     0.011096     0.000262
   35.500000     0.010993     0.000224
   36.500000     0.011044     0.000202
   37.500000     0.011116     0.000190
   38.500000     0.011071     0.000155
   39.500000     0.011031     0.000136
   40.500000     0.011132     0.000132
   41.500000     0.011064     0.000153
   42.500000     0.011038     0.000136
   43.500000     0.011075     0.000114
   44.500000     0.011030     0.000135
   45.500000     0.011172     0.000133
   46.500000     0.011152     0.000138
   47.500000     0.010982     0.000137
   48.500000     0.011016     0.000129
   49.500000     0.010922     0.000122
   50.500000     0.010863     0.000151
   51.500000     0.010796     0.000166
   52.500000     0.010819     0.000177
   53.500000     0.010825     0.000190
   54.500000     0.010930     0.000196
   55.500000     0.010958     0.000131
   56.500000     0.010992     0.000147
   57.500000     0.010975     0.000141
   58.500000     0.010914     0.000153
   59.500000     0.011026     0.000143
   60.500000     0.010998     0.000165
   61.500000     0.010975     0.000140
   62.500000     0.010981     0.000108
   63.500000     0.010980     0.000155
   64.500000     0.010862     0.000150
   65.500000     0.010769     0.000156
   66.500000     0.010449     0.000179
   67.500000     0.009860     0.000191
   68.500000     0.008668     0.000207
   69.500000     0.006862     0.000298
   70.500000     0.004755     0.000290
   71.500000     0.002810     0.000240
   72.500000     0.001368     0.000140
   73.500000     0.000533     0.000085
   74.500000     0.000165     0.000033
   75.500000     0.000047     0.000014
   76.500000     0.000009     0.000005
   77.500000     0.000004     0.000003
   78.500000     0.000000     0.000000
