           z         mean           se
    0.500000    -8.255139     0.318832
    1.500000    -8.211973     0.315710
    2.500000    -8.087014     0.312894
    3.500000    -7.886594     0.311151
    4.500000    -7.658970     0.306726
    5.500000    -7.447630     0.303655
    6.500000    -7.364306     0.303071
    7.500000    -7.434295     0.297685
    8.500000    -7.658607     0.293473
    9.500000    -7.980738     0.282518
   10.500000    -8.284295     0.283469
   11.500000    -8.440487     0.282516
   12.500000    -8.332138     0.276292
   13.500000    -7.942460     0.274857
   14.500000    -7.202409     0.271677
   15.500000    -6.156604     0.266880
   16.500000    -4.815724     0.254557
   17.500000    -3.237909     0.236453
   18.500000    -1.620125     0.255235
   19.500000    -0.156402     0.221011
   20.500000     0.905529     0.178074
   21.500000     1.305355     0.158451
   22.500000     1.174663     0.166207
   23.500000     0.743706     0.137331
   24.500000     0.351459     0.125527
   25.500000     0.055402     0.090401
   26.500000    -0.112668     0.105390
   27.500000    -0.136413     0.090228
   28.500000    -0.123552     0.109869
   29.500000    -0.034931     0.093124
   30.500000    -0.057364     0.094875
   31.500000    -0.002189     0.096029
   32.500000     0.081082     0.086550
   33.500000    -0.033371     0.086016
   34.500000     0.018607     0.088321
   35.500000    -0.025954     0.074024
   36.500000     0.030755     0.081223
   37.500000    -0.019409     0.060639
   38.500000    -0.025739     0.056647
   39.500000    -0.025302     0.044806
   40.500000     0.026461     0.058919
   41.500000    -0.012505     0.025947
   42.500000     0.031077     0.030979
   43.500000    -0.011458     0.026125
   44.500000    -0.005566     0.025794
   45.500000     0.009419     0.021863
   46.500000     0.004876     0.010453
   47.500000    -0.056807     0.038541
   48.500000     0.011893     0.042768
   49.500000     0.002608     0.043565
   50.500000     0.019100     0.026391
   51.500000     0.055930     0.062358
   52.500000    -0.022664     0.050000
   53.500000    -0.003909     0.052441
   54.500000    -0.007142     0.037893
   55.500000    -0.044733     0.029127
   56.500000    -0.051745     0.043149
   57.500000    -0.066175     0.038526
   58.500000    -0.081044     0.050454
   59.500000    -0.066068     0.056927
   60.500000    -0.046515     0.039548
   61.500000    -0.089537     0.056051
   62.500000    -0.025278     0.048835
   63.500000     0.083256     0.063723
   64.500000     0.229859     0.059447
   65.500000     0.640789     0.065747
   66.500000     1.251207     0.088906
   67.500000     2.140909     0.094513
   68.500000     3.312964     0.151109
   69.500000     4.953634     0.190668
   70.500000     7.036453     0.197511
   71.500000     9.408225     0.283766
   72.500000    11.721182     0.433939
   73.500000    12.425649     0.476229
   74.500000    13.346222     0.490140
