#batch avg_duration max_duration contacts_count
0 #TOTAL_CONTACTS 1701 for 1000 frames
1 #TOTAL_CONTACTS 1524 for 1000 frames
2 #TOTAL_CONTACTS 1479 for 1000 frames
3 #TOTAL_CONTACTS 1574 for 1000 frames
4 #TOTAL_CONTACTS 1558 for 1000 frames
5 #TOTAL_CONTACTS 1700 for 1000 frames
6 #TOTAL_CONTACTS 1708 for 1000 frames
7 #TOTAL_CONTACTS 2039 for 1000 frames
8 #TOTAL_CONTACTS 1660 for 1000 frames
9 #TOTAL_CONTACTS 1824 for 1000 frames
10 #TOTAL_CONTACTS 1693 for 1000 frames
11 #TOTAL_CONTACTS 1492 for 1000 frames
12 #TOTAL_CONTACTS 1742 for 1000 frames
13 #TOTAL_CONTACTS 1586 for 1000 frames
14 #TOTAL_CONTACTS 1670 for 1000 frames
15 #TOTAL_CONTACTS 1700 for 1000 frames
16 #TOTAL_CONTACTS 1258 for 1000 frames
17 #TOTAL_CONTACTS 1573 for 1000 frames
18 #TOTAL_CONTACTS 1624 for 1000 frames
19 #TOTAL_CONTACTS 1410 for 1000 frames
20 #TOTAL_CONTACTS 1680 for 1000 frames
21 #TOTAL_CONTACTS 1733 for 1000 frames
22 #TOTAL_CONTACTS 1629 for 1000 frames
23 #TOTAL_CONTACTS 1446 for 1000 frames
24 #TOTAL_CONTACTS 1587 for 1000 frames
25 #TOTAL_CONTACTS 1780 for 1000 frames
26 #TOTAL_CONTACTS 1765 for 1000 frames
27 #TOTAL_CONTACTS 1760 for 1000 frames
28 #TOTAL_CONTACTS 1674 for 1000 frames
29 #TOTAL_CONTACTS 1806 for 1000 frames
30 #TOTAL_CONTACTS 1904 for 1000 frames
31 #TOTAL_CONTACTS 1581 for 1000 frames
32 #TOTAL_CONTACTS 1680 for 1000 frames
33 #TOTAL_CONTACTS 1590 for 1000 frames
34 #TOTAL_CONTACTS 1660 for 1000 frames
35 #TOTAL_CONTACTS 1565 for 1000 frames
36 #TOTAL_CONTACTS 1611 for 1000 frames
37 #TOTAL_CONTACTS 1781 for 1000 frames
38 #TOTAL_CONTACTS 1723 for 1000 frames
39 #TOTAL_CONTACTS 1626 for 1000 frames
40 #TOTAL_CONTACTS 1586 for 1000 frames
41 #TOTAL_CONTACTS 1612 for 1000 frames
42 #TOTAL_CONTACTS 1566 for 1000 frames
43 #TOTAL_CONTACTS 1699 for 1000 frames
44 #TOTAL_CONTACTS 1595 for 1000 frames
45 #TOTAL_CONTACTS 1725 for 1000 frames
46 #TOTAL_CONTACTS 1739 for 1000 frames
47 #TOTAL_CONTACTS 1602 for 1000 frames
48 #TOTAL_CONTACTS 1538 for 1000 frames
49 #TOTAL_CONTACTS 1787 for 1000 frames
50 #TOTAL_CONTACTS 1888 for 1000 frames
51 #TOTAL_CONTACTS 1647 for 1000 frames
52 #TOTAL_CONTACTS 1598 for 1000 frames
53 #TOTAL_CONTACTS 1810 for 1000 frames
54 #TOTAL_CONTACTS 1689 for 1000 frames
55 #TOTAL_CONTACTS 1716 for 1000 frames
56 #TOTAL_CONTACTS 1768 for 1000 frames
57 #TOTAL_CONTACTS 1855 for 1000 frames
58 #TOTAL_CONTACTS 1651 for 1000 frames
59 #TOTAL_CONTACTS 1666 for 1000 frames
60 #TOTAL_CONTACTS 143 for 100 frames
