#frame monomer_traj1 monomer_traj2 monomer_traj3 monomer_moy standard_error popc_alone_traj1 popc_alone_traj2 popc_alone_traj3 popc_alone_moy standard_error
0 92.308 84.615 92.308 89.744 2.564 1.562 0.000 0.000 0.521 0.521
1 100.000 84.615 92.308 92.308 4.441 0.000 0.000 0.000 0.000 0.000
2 100.000 92.308 100.000 97.436 2.564 1.562 0.000 0.000 0.521 0.521
3 100.000 100.000 100.000 100.000 0.000 0.000 0.000 0.000 0.000 0.000
4 100.000 100.000 100.000 100.000 0.000 0.000 0.000 0.000 0.000 0.000
5 100.000 100.000 92.308 97.436 2.564 0.000 0.000 0.000 0.000 0.000
6 100.000 100.000 100.000 100.000 0.000 0.000 0.000 0.000 0.000 0.000
7 100.000 92.308 92.308 94.872 2.564 0.000 0.000 0.000 0.000 0.000
8 100.000 84.615 100.000 94.872 5.128 0.000 0.000 0.000 0.000 0.000
9 92.308 92.308 100.000 94.872 2.564 0.000 0.000 0.000 0.000 0.000
10 100.000 100.000 100.000 100.000 0.000 0.000 0.000 0.000 0.000 0.000
11 100.000 100.000 100.000 100.000 0.000 0.000 0.000 0.000 0.000 0.000
12 92.308 100.000 100.000 97.436 2.564 0.000 0.000 0.000 0.000 0.000
13 100.000 100.000 100.000 100.000 0.000 0.000 0.000 0.000 0.000 0.000
14 100.000 88.462 100.000 96.154 3.846 0.000 0.000 0.000 0.000 0.000
15 100.000 84.615 100.000 94.872 5.128 0.000 0.000 0.000 0.000 0.000
16 84.615 100.000 100.000 94.872 5.128 0.000 0.000 0.000 0.000 0.000
17 100.000 100.000 100.000 100.000 0.000 0.000 0.000 0.000 0.000 0.000
18 100.000 100.000 92.308 97.436 2.564 0.000 0.000 0.000 0.000 0.000
19 100.000 92.308 100.000 97.436 2.564 0.000 0.000 0.000 0.000 0.000
20 84.615 84.615 100.000 89.744 5.128 0.000 0.000 0.000 0.000 0.000
21 100.000 92.308 100.000 97.436 2.564 0.000 0.000 0.000 0.000 0.000
22 100.000 100.000 92.308 97.436 2.564 0.000 0.000 0.000 0.000 0.000
23 100.000 100.000 100.000 100.000 0.000 0.000 0.000 0.000 0.000 0.000
24 100.000 100.000 92.308 97.436 2.564 1.562 0.000 0.000 0.521 0.521
25 100.000 100.000 92.308 97.436 2.564 0.000 0.000 0.000 0.000 0.000
26 100.000 100.000 100.000 100.000 0.000 4.688 0.000 0.000 1.562 1.562
27 92.308 100.000 92.308 94.872 2.564 0.000 0.000 0.000 0.000 0.000
28 100.000 100.000 100.000 100.000 0.000 0.000 0.000 0.000 0.000 0.000
29 100.000 92.308 92.308 94.872 2.564 3.125 0.000 0.000 1.042 1.042
30 100.000 100.000 100.000 100.000 0.000 1.562 0.000 0.000 0.521 0.521
31 84.615 100.000 92.308 92.308 4.441 3.125 0.000 0.000 1.042 1.042
32 100.000 92.308 100.000 97.436 2.564 1.562 0.000 0.000 0.521 0.521
33 100.000 100.000 100.000 100.000 0.000 3.125 0.000 0.000 1.042 1.042
34 100.000 100.000 92.308 97.436 2.564 1.562 0.000 0.000 0.521 0.521
35 92.308 100.000 92.308 94.872 2.564 0.000 0.000 0.000 0.000 0.000
36 100.000 100.000 100.000 100.000 0.000 0.000 0.000 0.000 0.000 0.000
37 92.308 100.000 88.462 93.590 3.392 0.000 0.000 0.000 0.000 0.000
38 100.000 100.000 92.308 97.436 2.564 0.000 0.000 0.000 0.000 0.000
39 92.308 100.000 88.462 93.590 3.392 0.000 0.000 0.000 0.000 0.000
40 100.000 92.308 100.000 97.436 2.564 0.000 0.000 0.000 0.000 0.000
41 100.000 100.000 100.000 100.000 0.000 0.000 0.000 0.000 0.000 0.000
42 100.000 100.000 100.000 100.000 0.000 0.000 0.000 0.000 0.000 0.000
43 100.000 92.308 100.000 97.436 2.564 0.000 0.000 0.000 0.000 0.000
44 92.308 100.000 92.308 94.872 2.564 0.000 0.000 0.000 0.000 0.000
45 92.308 100.000 84.615 92.308 4.441 0.000 0.000 0.000 0.000 0.000
46 100.000 100.000 100.000 100.000 0.000 1.562 0.000 0.000 0.521 0.521
47 100.000 92.308 100.000 97.436 2.564 0.000 0.000 0.000 0.000 0.000
48 100.000 100.000 100.000 100.000 0.000 0.000 0.000 0.000 0.000 0.000
49 100.000 100.000 100.000 100.000 0.000 0.000 0.000 0.000 0.000 0.000
50 100.000 100.000 92.308 97.436 2.564 3.125 0.000 0.000 1.042 1.042
51 100.000 100.000 100.000 100.000 0.000 0.000 0.000 0.000 0.000 0.000
52 100.000 92.308 92.308 94.872 2.564 0.000 0.000 0.000 0.000 0.000
53 100.000 92.308 88.462 93.590 3.392 0.000 0.000 0.000 0.000 0.000
54 100.000 100.000 92.308 97.436 2.564 1.562 0.000 0.000 0.521 0.521
55 92.308 100.000 100.000 97.436 2.564 1.562 0.000 0.000 0.521 0.521
56 84.615 100.000 100.000 94.872 5.128 1.562 0.000 0.000 0.521 0.521
57 92.308 100.000 100.000 97.436 2.564 1.562 0.000 0.000 0.521 0.521
58 100.000 100.000 100.000 100.000 0.000 0.000 0.000 0.000 0.000 0.000
59 100.000 92.308 100.000 97.436 2.564 0.000 0.000 0.000 0.000 0.000
60 92.308 100.000 100.000 97.436 2.564 0.000 0.000 0.000 0.000 0.000
