#frame monomer_traj1 monomer_traj2 monomer_traj3 monomer_moy standard_error popc_alone_traj1 popc_alone_traj2 popc_alone_traj3 popc_alone_moy standard_error
0 84.615 100.000 92.308 92.308 4.441 0.000 0.000 0.000 0.000 0.000
1 92.308 84.615 73.077 83.333 5.588 0.000 0.000 0.000 0.000 0.000
2 69.231 92.308 84.615 82.051 6.784 0.000 0.000 0.000 0.000 0.000
3 84.615 84.615 92.308 87.179 2.564 0.000 0.000 0.000 0.000 0.000
4 92.308 69.231 84.615 82.051 6.784 0.000 0.000 0.000 0.000 0.000
5 100.000 84.615 76.923 87.179 6.784 0.000 0.000 0.000 0.000 0.000
6 76.923 92.308 73.077 80.769 5.875 0.000 0.000 0.000 0.000 0.000
7 92.308 92.308 76.923 87.179 5.128 0.000 0.000 0.000 0.000 0.000
8 88.462 76.923 76.923 80.769 3.846 0.000 0.000 0.000 0.000 0.000
9 100.000 80.769 84.615 88.462 5.875 0.000 0.000 0.000 0.000 0.000
10 92.308 84.615 73.077 83.333 5.588 0.000 0.000 0.000 0.000 0.000
11 76.923 84.615 92.308 84.615 4.441 0.000 0.000 0.000 0.000 0.000
12 92.308 92.308 92.308 92.308 0.000 0.000 0.000 0.000 0.000 0.000
13 84.615 65.385 73.077 74.359 5.588 0.000 0.000 0.000 0.000 0.000
14 69.231 92.308 100.000 87.179 9.245 0.000 0.000 0.000 0.000 0.000
15 100.000 73.077 76.923 83.333 8.407 0.000 0.000 0.000 0.000 0.000
16 84.615 92.308 100.000 92.308 4.441 0.000 0.000 0.000 0.000 0.000
17 92.308 92.308 92.308 92.308 0.000 0.000 0.000 0.000 0.000 0.000
18 92.308 92.308 80.769 88.462 3.846 0.000 0.000 0.000 0.000 0.000
19 100.000 76.923 100.000 92.308 7.692 0.000 0.000 0.000 0.000 0.000
20 100.000 92.308 92.308 94.872 2.564 0.000 0.000 0.000 0.000 0.000
21 92.308 84.615 100.000 92.308 4.441 0.000 0.000 0.000 0.000 0.000
22 69.231 53.846 84.615 69.231 8.882 0.000 0.000 0.000 0.000 0.000
23 92.308 100.000 92.308 94.872 2.564 0.000 0.000 0.000 0.000 0.000
24 84.615 80.769 84.615 83.333 1.282 0.000 0.000 0.000 0.000 0.000
25 88.462 92.308 100.000 93.590 3.392 0.000 0.000 0.000 0.000 0.000
26 88.462 84.615 92.308 88.462 2.221 0.000 0.000 0.000 0.000 0.000
27 100.000 92.308 100.000 97.436 2.564 0.000 0.000 0.000 0.000 0.000
28 92.308 84.615 69.231 82.051 6.784 0.000 0.000 0.000 0.000 0.000
29 92.308 92.308 84.615 89.744 2.564 0.000 0.000 0.000 0.000 0.000
30 84.615 100.000 100.000 94.872 5.128 0.000 0.000 0.000 0.000 0.000
31 92.308 84.615 92.308 89.744 2.564 0.000 0.000 0.000 0.000 0.000
