           z         mean           se
    0.500000   -22.898873     0.222846
    1.500000   -22.850776     0.219879
    2.500000   -22.725217     0.218554
    3.500000   -22.533867     0.212115
    4.500000   -22.294953     0.207801
    5.500000   -22.016264     0.202359
    6.500000   -21.809315     0.206232
    7.500000   -21.706419     0.201179
    8.500000   -21.733827     0.196120
    9.500000   -21.803029     0.191119
   10.500000   -21.735447     0.191960
   11.500000   -21.400912     0.189319
   12.500000   -20.755030     0.191995
   13.500000   -19.724281     0.201273
   14.500000   -18.365393     0.198544
   15.500000   -16.619998     0.200756
   16.500000   -14.477888     0.189753
   17.500000   -12.117770     0.203209
   18.500000    -9.503845     0.223992
   19.500000    -7.004068     0.363545
   20.500000    -3.757026     0.679033
   21.500000    -1.461887     0.572862
   22.500000    -0.477750     0.409956
   23.500000    -0.351180     0.404624
   24.500000     0.144933     0.162253
   25.500000     0.309539     0.204876
   26.500000     0.309539     0.204876
   27.500000     0.309539     0.204876
   28.500000     0.309539     0.204876
   29.500000     0.309539     0.204876
   30.500000     0.144939     0.150487
   31.500000     0.309539     0.204876
   32.500000     0.144939     0.150487
   33.500000     0.215316     0.155818
   34.500000     0.144939     0.150487
   35.500000     0.309539     0.204876
   36.500000     0.309539     0.204876
   37.500000     0.215316     0.155818
   38.500000     0.309539     0.204876
   39.500000     0.309539     0.204876
   40.500000     0.309539     0.204876
   41.500000     0.309539     0.204876
   42.500000     0.215316     0.155818
   43.500000    -0.075863     0.070557
   44.500000     0.041962     0.195215
   45.500000    -0.236191     0.156981
   46.500000    -0.062838     0.151222
   47.500000    -0.189410     0.135066
   48.500000    -0.236191     0.156981
   49.500000    -0.075862     0.061003
   50.500000    -0.075862     0.061003
   51.500000    -0.415138     0.274763
   52.500000    -0.314953     0.208815
   53.500000     0.215312     0.162435
   54.500000    -0.005483     0.087551
   55.500000     0.050710     0.068947
   56.500000     0.144939     0.150487
   57.500000     0.144933     0.162253
   58.500000     0.144939     0.150487
   59.500000     0.050712     0.056390
   60.500000    -0.052265     0.127344
   61.500000     0.088744     0.168688
   62.500000     0.041962     0.195215
   63.500000    -0.033162     0.250537
   64.500000    -0.218912     0.414969
   65.500000     0.144939     0.150487
   66.500000     0.144939     0.150487
   67.500000     0.144939     0.150487
