           z         mean           se
  -68.500000     0.000001     0.000001
  -67.500000     0.000009     0.000006
  -66.500000     0.000032     0.000018
  -65.500000     0.000103     0.000045
  -64.500000     0.000247     0.000077
  -63.500000     0.000565     0.000132
  -62.500000     0.001103     0.000165
  -61.500000     0.001928     0.000203
  -60.500000     0.002759     0.000224
  -59.500000     0.003521     0.000255
  -58.500000     0.004083     0.000233
  -57.500000     0.004374     0.000216
  -56.500000     0.004501     0.000203
  -55.500000     0.004563     0.000206
  -54.500000     0.004536     0.000213
  -53.500000     0.004504     0.000188
  -52.500000     0.004487     0.000215
  -51.500000     0.004446     0.000214
  -50.500000     0.004376     0.000235
  -49.500000     0.004356     0.000248
  -48.500000     0.004426     0.000237
  -47.500000     0.004306     0.000226
  -46.500000     0.004372     0.000235
  -45.500000     0.004301     0.000234
  -44.500000     0.004369     0.000247
  -43.500000     0.004427     0.000241
  -42.500000     0.004439     0.000237
  -41.500000     0.004441     0.000245
  -40.500000     0.004468     0.000291
  -39.500000     0.004520     0.000269
  -38.500000     0.004517     0.000286
  -37.500000     0.004560     0.000290
  -36.500000     0.004534     0.000272
  -35.500000     0.004632     0.000304
  -34.500000     0.004581     0.000281
  -33.500000     0.004671     0.000305
  -32.500000     0.004649     0.000299
  -31.500000     0.004750     0.000318
  -30.500000     0.004758     0.000323
  -29.500000     0.004785     0.000317
  -28.500000     0.004645     0.000306
  -27.500000     0.004311     0.000266
  -26.500000     0.003796     0.000243
  -25.500000     0.003245     0.000213
  -24.500000     0.002587     0.000194
  -23.500000     0.001935     0.000149
  -22.500000     0.001500     0.000101
  -21.500000     0.001261     0.000094
  -20.500000     0.001448     0.000089
  -19.500000     0.002228     0.000129
  -18.500000     0.004076     0.000215
  -17.500000     0.007703     0.000326
  -16.500000     0.013792     0.000478
  -15.500000     0.022455     0.000687
  -14.500000     0.032624     0.000962
  -13.500000     0.041601     0.001282
  -12.500000     0.046086     0.001486
  -11.500000     0.043884     0.001525
  -10.500000     0.036681     0.001230
   -9.500000     0.026869     0.000933
   -8.500000     0.017762     0.000586
   -7.500000     0.011094     0.000423
   -6.500000     0.006975     0.000262
   -5.500000     0.004770     0.000128
   -4.500000     0.003928     0.000070
   -3.500000     0.003632     0.000087
   -2.500000     0.003630     0.000111
   -1.500000     0.003633     0.000131
   -0.500000     0.003708     0.000156
    0.500000     0.003660     0.000188
    1.500000     0.003628     0.000181
    2.500000     0.003516     0.000180
    3.500000     0.003428     0.000171
    4.500000     0.003539     0.000143
    5.500000     0.004239     0.000172
    6.500000     0.006147     0.000244
    7.500000     0.009987     0.000384
    8.500000     0.016346     0.000594
    9.500000     0.025123     0.000848
   10.500000     0.034272     0.001011
   11.500000     0.040859     0.001120
   12.500000     0.042045     0.001206
   13.500000     0.037423     0.001133
   14.500000     0.029046     0.000862
   15.500000     0.019739     0.000613
   16.500000     0.011792     0.000433
   17.500000     0.006503     0.000295
   18.500000     0.003430     0.000195
   19.500000     0.001906     0.000144
   20.500000     0.001268     0.000089
   21.500000     0.001178     0.000048
   22.500000     0.001376     0.000045
   23.500000     0.001853     0.000053
   24.500000     0.002397     0.000066
   25.500000     0.002986     0.000081
   26.500000     0.003543     0.000098
   27.500000     0.003974     0.000127
   28.500000     0.004148     0.000130
   29.500000     0.004318     0.000134
   30.500000     0.004378     0.000145
   31.500000     0.004406     0.000144
   32.500000     0.004454     0.000163
   33.500000     0.004389     0.000124
   34.500000     0.004353     0.000122
   35.500000     0.004382     0.000142
   36.500000     0.004418     0.000141
   37.500000     0.004469     0.000153
   38.500000     0.004429     0.000138
   39.500000     0.004443     0.000131
   40.500000     0.004510     0.000132
   41.500000     0.004529     0.000171
   42.500000     0.004514     0.000162
   43.500000     0.004567     0.000202
   44.500000     0.004496     0.000169
   45.500000     0.004446     0.000157
   46.500000     0.004496     0.000135
   47.500000     0.004487     0.000159
   48.500000     0.004466     0.000143
   49.500000     0.004542     0.000117
   50.500000     0.004595     0.000137
   51.500000     0.004589     0.000147
   52.500000     0.004612     0.000141
   53.500000     0.004582     0.000153
   54.500000     0.004575     0.000159
   55.500000     0.004625     0.000162
   56.500000     0.004668     0.000156
   57.500000     0.004660     0.000164
   58.500000     0.004643     0.000156
   59.500000     0.004716     0.000170
   60.500000     0.004602     0.000190
   61.500000     0.004430     0.000181
   62.500000     0.004198     0.000230
   63.500000     0.003649     0.000241
   64.500000     0.002915     0.000231
   65.500000     0.002020     0.000226
   66.500000     0.001194     0.000182
   67.500000     0.000590     0.000125
   68.500000     0.000275     0.000081
   69.500000     0.000114     0.000044
   70.500000     0.000035     0.000020
   71.500000     0.000011     0.000008
   72.500000     0.000002     0.000001
   73.500000     0.000000     0.000000
