x	PMF_mean	std_dev	std_error
0.500000	4.073077	1.050708	0.606626
1.500000	3.571534	1.109234	0.640417
2.500000	2.407831	1.214794	0.701362
3.500000	0.587786	1.255730	0.724996
4.500000	-1.685881	1.140379	0.658398
5.500000	-3.963101	1.028561	0.593840
6.500000	-6.000148	0.983362	0.567745
7.500000	-7.694315	0.964698	0.556969
8.500000	-9.091363	0.948613	0.547682
9.500000	-10.199863	0.966874	0.558225
10.500000	-11.056774	0.977887	0.564583
11.500000	-11.630489	0.992425	0.572977
12.500000	-11.965372	1.015528	0.586316
13.500000	-12.012160	1.034479	0.597257
14.500000	-11.772154	1.057408	0.610495
15.500000	-11.240642	1.089782	0.629186
16.500000	-10.377694	1.122454	0.648049
17.500000	-9.194323	1.189654	0.686847
18.500000	-7.746028	1.239727	0.715757
19.500000	-6.117210	1.192062	0.688237
20.500000	-4.457844	1.114038	0.643190
21.500000	-2.847313	0.959036	0.553699
22.500000	-1.803898	0.856262	0.494363
23.500000	-1.179384	0.758073	0.437674
24.500000	-0.803429	0.684553	0.395227
25.500000	-0.446355	0.353812	0.204273
26.500000	-0.226289	0.093313	0.053874
27.500000	0.055837	0.096126	0.055499
28.500000	0.078667	0.345989	0.199757
29.500000	0.369216	0.434649	0.250944
30.500000	0.252032	0.800661	0.462262
31.500000	0.250550	0.856952	0.494762
32.500000	0.076063	1.023476	0.590904
33.500000	0.044383	0.921011	0.531746
34.500000	0.110197	0.563212	0.325170
35.500000	0.083546	0.197519	0.114038
36.500000	0.016255	0.084101	0.048556
37.500000	0.083180	0.231545	0.133682
38.500000	0.192439	0.464233	0.268025
39.500000	0.176792	0.477519	0.275695
40.500000	0.278870	0.412194	0.237980
41.500000	0.298078	0.438861	0.253377
42.500000	0.304360	0.278766	0.160946
43.500000	0.207804	0.068915	0.039788
44.500000	0.035660	0.064045	0.036976
45.500000	-0.069348	0.093611	0.054046
46.500000	-0.186928	0.146247	0.084436
47.500000	-0.185056	0.209687	0.121063
48.500000	-0.345098	0.318267	0.183752
49.500000	-0.338343	0.465639	0.268837
50.500000	-0.263228	0.279085	0.161130
