x	PMF_mean	std_dev	std_error
0.500000	0.191044	0.219812	0.126909
1.500000	0.020830	0.256479	0.148078
2.500000	-0.384205	0.343829	0.198510
3.500000	-0.957346	0.465788	0.268923
4.500000	-1.735853	0.480219	0.277254
5.500000	-2.703202	0.456153	0.263360
6.500000	-3.813160	0.569057	0.328545
7.500000	-4.902272	0.584553	0.337492
8.500000	-5.887745	0.590803	0.341100
9.500000	-6.707545	0.571989	0.330238
10.500000	-7.269186	0.530810	0.306463
11.500000	-7.574235	0.503058	0.290441
12.500000	-7.604631	0.454863	0.262615
13.500000	-7.366647	0.438744	0.253309
14.500000	-6.802638	0.441793	0.255069
15.500000	-5.959178	0.479791	0.277008
16.500000	-4.848980	0.465509	0.268762
17.500000	-3.499598	0.509421	0.294114
18.500000	-1.897951	0.526008	0.303691
19.500000	-0.225351	0.643533	0.371544
20.500000	1.199782	0.817470	0.471966
21.500000	2.251042	0.803457	0.463876
22.500000	2.713545	0.767494	0.443113
23.500000	2.612027	0.540337	0.311964
24.500000	2.275110	0.425042	0.245398
25.500000	1.869150	0.406166	0.234500
26.500000	1.488529	0.447217	0.258201
27.500000	1.192253	0.479830	0.277030
28.500000	0.905039	0.404452	0.233510
29.500000	0.745790	0.484476	0.279713
30.500000	0.600416	0.493569	0.284962
31.500000	0.569941	0.466233	0.269179
32.500000	0.492560	0.491023	0.283492
33.500000	0.449409	0.508347	0.293494
34.500000	0.376310	0.437068	0.252342
35.500000	0.362485	0.501222	0.289381
36.500000	0.315713	0.451174	0.260486
37.500000	0.223674	0.332189	0.191789
38.500000	0.141224	0.231170	0.133466
39.500000	0.156043	0.191283	0.110438
40.500000	0.073368	0.128146	0.073985
41.500000	0.030203	0.073485	0.042426
42.500000	0.035538	0.032640	0.018845
43.500000	0.076062	0.010437	0.006026
44.500000	0.060915	0.047303	0.027310
45.500000	-0.018375	0.080245	0.046329
46.500000	-0.035863	0.072976	0.042133
47.500000	-0.044078	0.027047	0.015615
48.500000	-0.076198	0.050792	0.029325
49.500000	-0.101573	0.061703	0.035624
50.500000	-0.085758	0.022268	0.012857
