x	PMF_mean	std_dev	std_error
0.500000	13.191014	0.154403	0.089145
1.500000	13.186386	0.156821	0.090541
2.500000	13.150507	0.186514	0.107684
3.500000	13.077894	0.281163	0.162330
4.500000	12.969826	0.451121	0.260455
5.500000	12.799233	0.725622	0.418938
6.500000	12.453327	1.247557	0.720277
7.500000	12.013218	1.766892	1.020116
8.500000	11.480699	2.251286	1.299781
9.500000	10.617002	2.544239	1.468917
10.500000	9.656477	2.719954	1.570366
11.500000	8.648537	2.586066	1.493066
12.500000	7.494293	2.088440	1.205761
13.500000	6.467009	1.657450	0.956929
14.500000	5.686603	1.427843	0.824366
15.500000	5.035257	1.094637	0.631989
16.500000	4.596806	0.805982	0.465334
17.500000	4.357731	0.522698	0.301780
18.500000	4.339588	0.306624	0.177029
19.500000	4.334860	0.192885	0.111362
20.500000	4.248986	0.302350	0.174562
21.500000	3.957424	0.547815	0.316281
22.500000	3.445435	0.667991	0.385665
23.500000	2.788966	0.692055	0.399558
24.500000	2.159286	0.628597	0.362921
25.500000	1.625074	0.575758	0.332414
26.500000	1.231796	0.493495	0.284920
27.500000	0.884680	0.479491	0.276834
28.500000	0.626157	0.500540	0.288987
29.500000	0.449969	0.473573	0.273417
30.500000	0.341235	0.403980	0.233238
31.500000	0.213164	0.338189	0.195254
32.500000	0.154646	0.295650	0.170694
33.500000	0.132221	0.183483	0.105934
34.500000	0.041569	0.135332	0.078134
35.500000	-0.015695	0.110464	0.063776
36.500000	-0.055710	0.095108	0.054910
37.500000	-0.037570	0.071900	0.041511
38.500000	-0.015892	0.072802	0.042032
39.500000	-0.013353	0.070847	0.040904
40.500000	-0.009135	0.043219	0.024953
41.500000	-0.015220	0.051347	0.029645
42.500000	-0.001999	0.045895	0.026497
43.500000	0.016890	0.026567	0.015338
44.500000	-0.001955	0.006885	0.003975
45.500000	0.006806	0.022138	0.012781
46.500000	0.009787	0.019604	0.011318
47.500000	-0.008081	0.031868	0.018399
48.500000	0.002054	0.035244	0.020348
49.500000	0.000852	0.071058	0.041026
50.500000	-0.017937	0.056623	0.032692
