x	PMF_mean	std_dev	std_error
0.500000	13.152400	0.065623	0.037888
1.500000	13.152400	0.065623	0.037888
2.500000	13.152400	0.065623	0.037888
3.500000	13.152400	0.065623	0.037888
4.500000	13.152400	0.065623	0.037888
5.500000	13.151470	0.066325	0.038293
6.500000	13.117409	0.089964	0.051941
7.500000	12.898694	0.086447	0.049910
8.500000	12.152957	0.079697	0.046013
9.500000	11.039302	0.423052	0.244249
10.500000	9.789471	0.549452	0.317226
11.500000	8.490901	0.355056	0.204992
12.500000	7.471539	0.746376	0.430921
13.500000	6.580455	1.223023	0.706113
14.500000	6.091411	1.667532	0.962750
15.500000	5.832986	1.824553	1.053406
16.500000	5.751464	1.497825	0.864770
17.500000	5.716675	1.326261	0.765717
18.500000	5.718585	1.041983	0.601589
19.500000	5.451392	0.769790	0.444438
20.500000	4.840313	0.328974	0.189933
21.500000	4.180502	0.134851	0.077856
22.500000	3.513934	0.164298	0.094857
23.500000	2.684283	0.219023	0.126453
24.500000	2.029470	0.292712	0.168997
25.500000	1.426801	0.308035	0.177844
26.500000	1.025410	0.259269	0.149689
27.500000	0.626242	0.267552	0.154471
28.500000	0.319481	0.300413	0.173443
29.500000	0.197853	0.122200	0.070552
30.500000	0.083054	0.290569	0.167760
31.500000	0.062290	0.134984	0.077933
32.500000	0.028310	0.161620	0.093311
33.500000	0.008687	0.099818	0.057630
34.500000	-0.045626	0.135694	0.078343
35.500000	-0.080797	0.101594	0.058655
36.500000	-0.103971	0.048407	0.027948
37.500000	-0.239961	0.262434	0.151517
38.500000	-0.166584	0.277575	0.160258
39.500000	-0.137199	0.263879	0.152350
40.500000	-0.037910	0.090193	0.052073
41.500000	-0.008499	0.048947	0.028259
42.500000	-0.042026	0.099045	0.057184
43.500000	-0.029250	0.137231	0.079230
44.500000	0.009126	0.114008	0.065823
45.500000	-0.016545	0.105132	0.060698
46.500000	-0.047508	0.036131	0.020860
47.500000	0.039538	0.154998	0.089488
48.500000	0.049829	0.200613	0.115824
49.500000	0.083245	0.140376	0.081046
50.500000	0.123498	0.166111	0.095904
