#frame monomer_traj1 monomer_traj2 monomer_traj3 monomer_moy standard_error popc_alone_traj1 popc_alone_traj2 popc_alone_traj3 popc_alone_moy standard_error
0 53.846 61.538 46.154 53.846 4.441 0.000 0.000 0.000 0.000 0.000
1 61.538 69.231 50.000 60.256 5.588 1.562 0.000 0.000 0.521 0.521
2 61.538 88.462 61.538 70.513 8.974 0.000 0.000 0.000 0.000 0.000
3 84.615 69.231 53.846 69.231 8.882 3.125 0.000 0.000 1.042 1.042
4 69.231 61.538 50.000 60.256 5.588 3.125 0.000 0.000 1.042 1.042
5 53.846 57.692 53.846 55.128 1.282 1.562 0.000 0.000 0.521 0.521
6 57.692 57.692 69.231 61.538 3.846 3.125 0.000 0.000 1.042 1.042
7 61.538 53.846 53.846 56.410 2.564 1.562 0.000 0.000 0.521 0.521
8 57.692 57.692 50.000 55.128 2.564 1.562 0.000 0.000 0.521 0.521
9 84.615 57.692 53.846 65.385 9.679 1.562 0.000 0.000 0.521 0.521
10 69.231 69.231 38.462 58.974 10.256 0.000 0.000 0.000 0.000 0.000
11 88.462 61.538 65.385 71.795 8.407 0.000 0.000 1.562 0.521 0.521
12 84.615 50.000 69.231 67.949 10.013 0.000 0.000 0.000 0.000 0.000
13 76.923 61.538 69.231 69.231 4.441 0.000 0.000 0.000 0.000 0.000
14 80.769 50.000 57.692 62.821 9.245 0.000 0.000 0.000 0.000 0.000
15 76.923 73.077 53.846 67.949 7.138 0.000 0.000 0.000 0.000 0.000
16 61.538 61.538 46.154 56.410 5.128 0.000 0.000 0.000 0.000 0.000
17 61.538 69.231 65.385 65.385 2.221 0.000 0.000 3.125 1.042 1.042
18 69.231 80.769 46.154 65.385 10.176 0.000 0.000 0.000 0.000 0.000
19 76.923 76.923 53.846 69.231 7.692 0.000 0.000 0.000 0.000 0.000
20 57.692 53.846 38.462 50.000 5.875 0.000 0.000 0.000 0.000 0.000
21 61.538 61.538 42.308 55.128 6.410 0.000 0.000 0.000 0.000 0.000
22 65.385 61.538 65.385 64.103 1.282 0.000 0.000 0.000 0.000 0.000
23 65.385 57.692 69.231 64.103 3.392 0.000 0.000 0.000 0.000 0.000
24 65.385 73.077 61.538 66.667 3.392 0.000 0.000 0.000 0.000 0.000
25 69.231 65.385 69.231 67.949 1.282 0.000 0.000 0.000 0.000 0.000
26 46.154 53.846 69.231 56.410 6.784 0.000 0.000 1.562 0.521 0.521
27 65.385 57.692 53.846 58.974 3.392 0.000 0.000 1.562 0.521 0.521
28 61.538 53.846 50.000 55.128 3.392 0.000 0.000 1.562 0.521 0.521
29 61.538 50.000 61.538 57.692 3.846 0.000 0.000 1.562 0.521 0.521
30 61.538 69.231 53.846 61.538 4.441 0.000 0.000 1.562 0.521 0.521
31 46.154 42.308 61.538 50.000 5.875 0.000 0.000 1.562 0.521 0.521
32 50.000 50.000 69.231 56.410 6.410 0.000 0.000 0.000 0.000 0.000
33 61.538 42.308 65.385 56.410 7.138 0.000 0.000 0.000 0.000 0.000
34 50.000 65.385 73.077 62.821 6.784 0.000 0.000 0.000 0.000 0.000
35 53.846 46.154 69.231 56.410 6.784 0.000 0.000 0.000 0.000 0.000
36 53.846 61.538 76.923 64.103 6.784 0.000 0.000 0.000 0.000 0.000
37 50.000 65.385 69.231 61.538 5.875 0.000 0.000 0.000 0.000 0.000
38 57.692 65.385 92.308 71.795 10.494 0.000 0.000 0.000 0.000 0.000
39 57.692 65.385 76.923 66.667 5.588 0.000 0.000 0.000 0.000 0.000
40 50.000 57.692 61.538 56.410 3.392 0.000 0.000 0.000 0.000 0.000
41 69.231 46.154 84.615 66.667 11.177 0.000 0.000 0.000 0.000 0.000
42 53.846 57.692 69.231 60.256 4.623 0.000 0.000 0.000 0.000 0.000
43 57.692 65.385 57.692 60.256 2.564 0.000 0.000 0.000 0.000 0.000
44 65.385 69.231 61.538 65.385 2.221 0.000 0.000 0.000 0.000 0.000
45 84.615 61.538 76.923 74.359 6.784 0.000 0.000 0.000 0.000 0.000
46 76.923 73.077 53.846 67.949 7.138 0.000 0.000 0.000 0.000 0.000
47 53.846 65.385 65.385 61.538 3.846 0.000 0.000 0.000 0.000 0.000
48 53.846 50.000 76.923 60.256 8.407 0.000 0.000 0.000 0.000 0.000
49 61.538 61.538 46.154 56.410 5.128 0.000 0.000 0.000 0.000 0.000
50 65.385 76.923 46.154 62.821 8.974 0.000 0.000 0.000 0.000 0.000
51 65.385 61.538 46.154 57.692 5.875 0.000 0.000 0.000 0.000 0.000
52 76.923 69.231 61.538 69.231 4.441 0.000 0.000 0.000 0.000 0.000
53 80.769 65.385 38.462 61.538 12.364 0.000 0.000 0.000 0.000 0.000
54 57.692 50.000 57.692 55.128 2.564 0.000 0.000 0.000 0.000 0.000
55 76.923 61.538 50.000 62.821 7.798 0.000 0.000 0.000 0.000 0.000
56 76.923 53.846 57.692 62.821 7.138 0.000 0.000 0.000 0.000 0.000
57 69.231 61.538 57.692 62.821 3.392 0.000 0.000 0.000 0.000 0.000
58 69.231 61.538 76.923 69.231 4.441 0.000 0.000 0.000 0.000 0.000
59 76.923 53.846 46.154 58.974 9.245 0.000 0.000 0.000 0.000 0.000
60 76.923 65.385 69.231 70.513 3.392 0.000 0.000 0.000 0.000 0.000
61 76.923 73.077 53.846 67.949 7.138 0.000 0.000 0.000 0.000 0.000
62 76.923 65.385 50.000 64.103 7.798 0.000 0.000 0.000 0.000 0.000
63 73.077 69.231 42.308 61.538 9.679 0.000 0.000 0.000 0.000 0.000
64 46.154 61.538 57.692 55.128 4.623 0.000 0.000 0.000 0.000 0.000
65 57.692 80.769 34.615 57.692 13.323 0.000 0.000 0.000 0.000 0.000
66 57.692 57.692 46.154 53.846 3.846 0.000 0.000 0.000 0.000 0.000
67 76.923 50.000 50.000 58.974 8.974 0.000 0.000 0.000 0.000 0.000
68 73.077 50.000 53.846 58.974 7.138 0.000 0.000 0.000 0.000 0.000
69 69.231 65.385 50.000 61.538 5.875 0.000 0.000 0.000 0.000 0.000
70 65.385 53.846 46.154 55.128 5.588 0.000 0.000 0.000 0.000 0.000
71 80.769 57.692 53.846 64.103 8.407 0.000 0.000 0.000 0.000 0.000
72 57.692 57.692 34.615 50.000 7.692 0.000 0.000 0.000 0.000 0.000
73 53.846 53.846 65.385 57.692 3.846 0.000 0.000 0.000 0.000 0.000
74 46.154 46.154 38.462 43.590 2.564 0.000 0.000 0.000 0.000 0.000
75 53.846 50.000 65.385 56.410 4.623 0.000 0.000 0.000 0.000 0.000
76 50.000 57.692 50.000 52.564 2.564 0.000 0.000 0.000 0.000 0.000
77 61.538 61.538 50.000 57.692 3.846 0.000 0.000 0.000 0.000 0.000
78 53.846 69.231 46.154 56.410 6.784 0.000 0.000 0.000 0.000 0.000
79 69.231 69.231 42.308 60.256 8.974 0.000 0.000 0.000 0.000 0.000
80 61.538 57.692 50.000 56.410 3.392 0.000 0.000 0.000 0.000 0.000
81 61.538 53.846 38.462 51.282 6.784 0.000 0.000 0.000 0.000 0.000
82 50.000 50.000 46.154 48.718 1.282 0.000 0.000 0.000 0.000 0.000
83 50.000 73.077 42.308 55.128 9.245 0.000 0.000 0.000 0.000 0.000
84 76.923 69.231 30.769 58.974 14.276 0.000 0.000 0.000 0.000 0.000
85 84.615 65.385 26.923 58.974 16.960 0.000 0.000 0.000 0.000 0.000
86 61.538 76.923 42.308 60.256 10.013 0.000 0.000 0.000 0.000 0.000
87 53.846 46.154 50.000 50.000 2.221 0.000 0.000 0.000 0.000 0.000
88 50.000 61.538 46.154 52.564 4.623 0.000 0.000 0.000 0.000 0.000
89 53.846 76.923 46.154 58.974 9.245 0.000 0.000 0.000 0.000 0.000
90 50.000 73.077 50.000 57.692 7.692 0.000 0.000 0.000 0.000 0.000
91 61.538 46.154 38.462 48.718 6.784 0.000 0.000 0.000 0.000 0.000
92 38.462 42.308 42.308 41.026 1.282 0.000 0.000 0.000 0.000 0.000
93 61.538 42.308 42.308 48.718 6.410 0.000 0.000 0.000 0.000 0.000
94 61.538 50.000 50.000 53.846 3.846 0.000 0.000 0.000 0.000 0.000
95 57.692 38.462 46.154 47.436 5.588 0.000 0.000 0.000 0.000 0.000
96 57.692 26.923 50.000 44.872 9.245 0.000 0.000 0.000 0.000 0.000
97 50.000 53.846 50.000 51.282 1.282 0.000 0.000 0.000 0.000 0.000
98 57.692 53.846 50.000 53.846 2.221 0.000 0.000 0.000 0.000 0.000
99 53.846 53.846 42.308 50.000 3.846 0.000 0.000 0.000 0.000 0.000
100 38.462 46.154 46.154 43.590 2.564 0.000 0.000 0.000 0.000 0.000
101 53.846 46.154 42.308 47.436 3.392 0.000 0.000 0.000 0.000 0.000
102 50.000 42.308 53.846 48.718 3.392 0.000 0.000 0.000 0.000 0.000
103 73.077 30.769 42.308 48.718 12.627 0.000 0.000 0.000 0.000 0.000
104 61.538 42.308 57.692 53.846 5.875 0.000 0.000 0.000 0.000 0.000
105 53.846 53.846 65.385 57.692 3.846 0.000 0.000 0.000 0.000 0.000
106 61.538 61.538 61.538 61.538 0.000 0.000 0.000 0.000 0.000 0.000
107 65.385 34.615 73.077 57.692 11.750 0.000 0.000 0.000 0.000 0.000
108 73.077 46.154 65.385 61.538 8.006 0.000 0.000 0.000 0.000 0.000
109 57.692 38.462 50.000 48.718 5.588 0.000 0.000 0.000 0.000 0.000
110 61.538 23.077 57.692 47.436 12.230 0.000 0.000 0.000 0.000 0.000
111 61.538 26.923 57.692 48.718 10.954 0.000 0.000 0.000 0.000 0.000
112 76.923 30.769 46.154 51.282 13.568 0.000 0.000 0.000 0.000 0.000
113 73.077 30.769 50.000 51.282 12.230 0.000 0.000 0.000 0.000 0.000
114 80.769 42.308 34.615 52.564 14.276 0.000 0.000 0.000 0.000 0.000
115 73.077 61.538 53.846 62.821 5.588 0.000 0.000 0.000 0.000 0.000
116 80.769 53.846 61.538 65.385 8.006 0.000 0.000 0.000 0.000 0.000
117 65.385 73.077 61.538 66.667 3.392 0.000 0.000 0.000 0.000 0.000
118 69.231 50.000 61.538 60.256 5.588 0.000 0.000 0.000 0.000 0.000
119 73.077 42.308 57.692 57.692 8.882 0.000 0.000 0.000 0.000 0.000
120 76.923 65.385 84.615 75.641 5.588 0.000 0.000 0.000 0.000 0.000
121 92.308 42.308 80.769 71.795 15.115 0.000 0.000 0.000 0.000 0.000
122 61.538 46.154 73.077 60.256 7.798 0.000 0.000 0.000 0.000 0.000
123 76.923 42.308 57.692 58.974 10.013 0.000 0.000 0.000 0.000 0.000
124 65.385 57.692 73.077 65.385 4.441 0.000 0.000 0.000 0.000 0.000
125 61.538 50.000 57.692 56.410 3.392 0.000 0.000 0.000 0.000 0.000
126 57.692 61.538 65.385 61.538 2.221 0.000 0.000 0.000 0.000 0.000
127 65.385 61.538 73.077 66.667 3.392 0.000 0.000 0.000 0.000 0.000
128 61.538 53.846 46.154 53.846 4.441 0.000 0.000 0.000 0.000 0.000
129 53.846 61.538 50.000 55.128 3.392 0.000 0.000 0.000 0.000 0.000
130 50.000 65.385 30.769 48.718 10.013 0.000 0.000 0.000 0.000 0.000
131 42.308 53.846 50.000 48.718 3.392 0.000 0.000 0.000 0.000 0.000
132 50.000 61.538 53.846 55.128 3.392 0.000 0.000 0.000 0.000 0.000
133 53.846 46.154 65.385 55.128 5.588 0.000 0.000 0.000 0.000 0.000
134 50.000 61.538 42.308 51.282 5.588 0.000 0.000 0.000 0.000 0.000
135 57.692 73.077 61.538 64.103 4.623 0.000 0.000 0.000 0.000 0.000
136 65.385 61.538 50.000 58.974 4.623 0.000 0.000 0.000 0.000 0.000
137 53.846 30.769 38.462 41.026 6.784 0.000 0.000 0.000 0.000 0.000
138 57.692 65.385 50.000 57.692 4.441 0.000 0.000 0.000 0.000 0.000
139 65.385 42.308 50.000 52.564 6.784 0.000 0.000 0.000 0.000 0.000
140 50.000 57.692 53.846 53.846 2.221 0.000 0.000 0.000 0.000 0.000
141 61.538 42.308 38.462 47.436 7.138 0.000 0.000 0.000 0.000 0.000
142 50.000 61.538 57.692 56.410 3.392 0.000 0.000 0.000 0.000 0.000
143 42.308 46.154 88.462 58.974 14.785 0.000 0.000 0.000 0.000 0.000
144 57.692 30.769 61.538 50.000 9.679 0.000 0.000 0.000 0.000 0.000
145 61.538 38.462 65.385 55.128 8.407 0.000 0.000 0.000 0.000 0.000
146 57.692 34.615 65.385 52.564 9.245 0.000 0.000 0.000 0.000 0.000
147 57.692 50.000 61.538 56.410 3.392 0.000 0.000 0.000 0.000 0.000
148 53.846 26.923 53.846 44.872 8.974 0.000 0.000 0.000 0.000 0.000
149 65.385 30.769 57.692 51.282 10.494 0.000 0.000 0.000 0.000 0.000
150 50.000 34.615 46.154 43.590 4.623 0.000 0.000 0.000 0.000 0.000
151 50.000 23.077 61.538 44.872 11.395 0.000 0.000 0.000 0.000 0.000
152 46.154 42.308 61.538 50.000 5.875 0.000 0.000 0.000 0.000 0.000
153 53.846 26.923 73.077 51.282 13.385 0.000 0.000 0.000 0.000 0.000
154 42.308 53.846 53.846 50.000 3.846 0.000 0.000 0.000 0.000 0.000
155 42.308 38.462 73.077 51.282 10.954 0.000 0.000 0.000 0.000 0.000
156 50.000 34.615 65.385 50.000 8.882 0.000 0.000 0.000 0.000 0.000
157 61.538 30.769 57.692 50.000 9.679 0.000 0.000 0.000 0.000 0.000
158 42.308 34.615 65.385 47.436 9.245 0.000 0.000 0.000 0.000 0.000
159 26.923 53.846 50.000 43.590 8.407 0.000 0.000 0.000 0.000 0.000
160 26.923 46.154 57.692 43.590 8.974 0.000 0.000 0.000 0.000 0.000
161 50.000 53.846 73.077 58.974 7.138 0.000 0.000 0.000 0.000 0.000
162 42.308 65.385 65.385 57.692 7.692 0.000 0.000 0.000 0.000 0.000
163 61.538 57.692 65.385 61.538 2.221 0.000 0.000 0.000 0.000 0.000
164 26.923 53.846 76.923 52.564 14.448 0.000 0.000 0.000 0.000 0.000
165 57.692 53.846 76.923 62.821 7.138 0.000 0.000 0.000 0.000 0.000
166 53.846 57.692 69.231 60.256 4.623 0.000 0.000 0.000 0.000 0.000
167 34.615 61.538 80.769 58.974 13.385 0.000 0.000 0.000 0.000 0.000
168 50.000 61.538 73.077 61.538 6.662 0.000 0.000 0.000 0.000 0.000
169 53.846 65.385 92.308 70.513 11.395 0.000 0.000 0.000 0.000 0.000
170 57.692 65.385 80.769 67.949 6.784 0.000 0.000 0.000 0.000 0.000
171 42.308 61.538 69.231 57.692 8.006 0.000 0.000 0.000 0.000 0.000
172 50.000 65.385 84.615 66.667 10.013 0.000 0.000 0.000 0.000 0.000
173 46.154 50.000 61.538 52.564 4.623 0.000 0.000 0.000 0.000 0.000
174 38.462 65.385 76.923 60.256 11.395 0.000 0.000 0.000 0.000 0.000
175 50.000 53.846 57.692 53.846 2.221 0.000 0.000 0.000 0.000 0.000
176 57.692 61.538 73.077 64.103 4.623 0.000 0.000 0.000 0.000 0.000
177 42.308 38.462 69.231 50.000 9.679 0.000 0.000 0.000 0.000 0.000
178 42.308 34.615 76.923 51.282 13.011 0.000 0.000 0.000 0.000 0.000
179 57.692 46.154 69.231 57.692 6.662 0.000 0.000 0.000 0.000 0.000
180 50.000 42.308 84.615 58.974 13.011 0.000 0.000 0.000 0.000 0.000
181 65.385 65.385 80.769 70.513 5.128 0.000 0.000 0.000 0.000 0.000
182 69.231 53.846 84.615 69.231 8.882 0.000 0.000 0.000 0.000 0.000
183 57.692 50.000 84.615 64.103 10.494 0.000 0.000 0.000 0.000 0.000
184 65.385 42.308 57.692 55.128 6.784 0.000 0.000 0.000 0.000 0.000
185 57.692 65.385 57.692 60.256 2.564 0.000 0.000 0.000 0.000 0.000
186 61.538 61.538 61.538 61.538 0.000 0.000 0.000 0.000 0.000 0.000
187 53.846 42.308 61.538 52.564 5.588 0.000 0.000 0.000 0.000 0.000
188 46.154 42.308 69.231 52.564 8.407 0.000 0.000 0.000 0.000 0.000
189 57.692 53.846 61.538 57.692 2.221 0.000 0.000 0.000 0.000 0.000
190 61.538 57.692 76.923 65.385 5.875 0.000 0.000 0.000 0.000 0.000
191 73.077 61.538 57.692 64.103 4.623 0.000 0.000 0.000 0.000 0.000
192 69.231 53.846 69.231 64.103 5.128 0.000 0.000 0.000 0.000 0.000
193 53.846 65.385 61.538 60.256 3.392 0.000 0.000 0.000 0.000 0.000
194 57.692 65.385 57.692 60.256 2.564 0.000 0.000 0.000 0.000 0.000
195 57.692 61.538 50.000 56.410 3.392 0.000 0.000 0.000 0.000 0.000
196 53.846 57.692 61.538 57.692 2.221 0.000 0.000 0.000 0.000 0.000
197 61.538 65.385 53.846 60.256 3.392 0.000 0.000 0.000 0.000 0.000
198 57.692 42.308 61.538 53.846 5.875 0.000 0.000 0.000 0.000 0.000
199 53.846 53.846 53.846 53.846 0.000 0.000 0.000 0.000 0.000 0.000
200 57.692 57.692 46.154 53.846 3.846 0.000 0.000 0.000 0.000 0.000
201 84.615 46.154 69.231 66.667 11.177 0.000 0.000 0.000 0.000 0.000
