#batch avg_duration max_duration contacts_count
0 #TOTAL_CONTACTS 11529 for 1000 frames
1 #TOTAL_CONTACTS 8821 for 1000 frames
2 #TOTAL_CONTACTS 8670 for 1000 frames
3 #TOTAL_CONTACTS 7004 for 1000 frames
4 #TOTAL_CONTACTS 8276 for 1000 frames
5 #TOTAL_CONTACTS 10352 for 1000 frames
6 #TOTAL_CONTACTS 13242 for 1000 frames
7 #TOTAL_CONTACTS 14402 for 1000 frames
8 #TOTAL_CONTACTS 16279 for 1000 frames
9 #TOTAL_CONTACTS 15591 for 1000 frames
10 #TOTAL_CONTACTS 11314 for 1000 frames
11 #TOTAL_CONTACTS 9771 for 1000 frames
12 #TOTAL_CONTACTS 8886 for 1000 frames
13 #TOTAL_CONTACTS 12416 for 1000 frames
14 #TOTAL_CONTACTS 10710 for 1000 frames
15 #TOTAL_CONTACTS 10027 for 1000 frames
16 #TOTAL_CONTACTS 7260 for 1000 frames
17 #TOTAL_CONTACTS 6500 for 1000 frames
18 #TOTAL_CONTACTS 6621 for 1000 frames
19 #TOTAL_CONTACTS 8775 for 1000 frames
20 #TOTAL_CONTACTS 6848 for 1000 frames
21 #TOTAL_CONTACTS 6969 for 1000 frames
22 #TOTAL_CONTACTS 7991 for 1000 frames
23 #TOTAL_CONTACTS 6975 for 1000 frames
24 #TOTAL_CONTACTS 7609 for 1000 frames
25 #TOTAL_CONTACTS 7007 for 1000 frames
26 #TOTAL_CONTACTS 8257 for 1000 frames
27 #TOTAL_CONTACTS 11855 for 1000 frames
28 #TOTAL_CONTACTS 16405 for 1000 frames
29 #TOTAL_CONTACTS 9346 for 1000 frames
30 #TOTAL_CONTACTS 11233 for 1000 frames
31 #TOTAL_CONTACTS 10714 for 1000 frames
32 #TOTAL_CONTACTS 11026 for 1000 frames
33 #TOTAL_CONTACTS 7922 for 1000 frames
34 #TOTAL_CONTACTS 13105 for 1000 frames
35 #TOTAL_CONTACTS 11599 for 1000 frames
36 #TOTAL_CONTACTS 12147 for 1000 frames
37 #TOTAL_CONTACTS 8306 for 1000 frames
38 #TOTAL_CONTACTS 10849 for 1000 frames
39 #TOTAL_CONTACTS 13599 for 1000 frames
40 #TOTAL_CONTACTS 11849 for 1000 frames
41 #TOTAL_CONTACTS 12908 for 1000 frames
42 #TOTAL_CONTACTS 10296 for 1000 frames
43 #TOTAL_CONTACTS 10165 for 1000 frames
44 #TOTAL_CONTACTS 7797 for 1000 frames
45 #TOTAL_CONTACTS 9119 for 1000 frames
46 #TOTAL_CONTACTS 11340 for 1000 frames
47 #TOTAL_CONTACTS 15038 for 1000 frames
48 #TOTAL_CONTACTS 17600 for 1000 frames
49 #TOTAL_CONTACTS 12041 for 1000 frames
50 #TOTAL_CONTACTS 12046 for 1000 frames
51 #TOTAL_CONTACTS 6984 for 1000 frames
52 #TOTAL_CONTACTS 8255 for 1000 frames
53 #TOTAL_CONTACTS 10949 for 1000 frames
54 #TOTAL_CONTACTS 15763 for 1000 frames
55 #TOTAL_CONTACTS 13519 for 1000 frames
56 #TOTAL_CONTACTS 10310 for 1000 frames
57 #TOTAL_CONTACTS 9990 for 1000 frames
58 #TOTAL_CONTACTS 9872 for 1000 frames
59 #TOTAL_CONTACTS 10460 for 1000 frames
60 #TOTAL_CONTACTS 1294 for 100 frames
