           z         mean           se
    0.500000     0.492873     0.155166
    1.500000     0.546311     0.147823
    2.500000     0.661057     0.143410
    3.500000     0.829662     0.132116
    4.500000     0.868798     0.116882
    5.500000     0.593374     0.119120
    6.500000    -0.185229     0.115494
    7.500000    -1.347289     0.129033
    8.500000    -2.561773     0.127337
    9.500000    -3.660031     0.127730
   10.500000    -4.483828     0.124431
   11.500000    -4.969742     0.129951
   12.500000    -5.101729     0.130423
   13.500000    -4.855633     0.127544
   14.500000    -4.252945     0.123224
   15.500000    -3.313064     0.118623
   16.500000    -2.066730     0.125217
   17.500000    -0.589813     0.141374
   18.500000     0.959001     0.158003
   19.500000     2.396527     0.163400
   20.500000     3.277250     0.154361
   21.500000     3.339854     0.121283
   22.500000     2.810072     0.104583
   23.500000     2.065867     0.079972
   24.500000     1.384140     0.072701
   25.500000     0.805010     0.048614
   26.500000     0.410396     0.051967
   27.500000     0.121063     0.043838
   28.500000    -0.006711     0.042118
   29.500000    -0.082278     0.038945
   30.500000    -0.088727     0.041667
   31.500000    -0.090471     0.032873
   32.500000    -0.066019     0.028774
   33.500000    -0.049436     0.022384
   34.500000    -0.011509     0.023292
   35.500000    -0.030167     0.024382
   36.500000    -0.019520     0.017771
   37.500000    -0.049752     0.017437
   38.500000    -0.019896     0.017388
   39.500000    -0.032966     0.019308
   40.500000    -0.024561     0.017229
   41.500000    -0.026140     0.014783
   42.500000    -0.015036     0.016879
   43.500000    -0.026587     0.017865
   44.500000     0.006429     0.009901
   45.500000     0.035851     0.014120
   46.500000     0.018319     0.012156
   47.500000     0.034292     0.013883
   48.500000    -0.002918     0.024546
   49.500000     0.000352     0.021926
   50.500000    -0.015299     0.032866
   51.500000    -0.033428     0.036137
   52.500000    -0.051770     0.036478
   53.500000    -0.059223     0.028565
   54.500000    -0.056962     0.032241
   55.500000    -0.082823     0.028209
   56.500000    -0.075071     0.033575
   57.500000    -0.036326     0.041073
   58.500000     0.062519     0.045163
   59.500000     0.215133     0.064506
   60.500000     0.503910     0.072604
   61.500000     0.880494     0.075675
   62.500000     1.353263     0.105410
   63.500000     1.959821     0.135619
   64.500000     2.698648     0.159554
   65.500000     3.750064     0.216216
   66.500000     5.213509     0.306948
   67.500000     7.172412     0.402253
   68.500000     9.321852     0.563387
   69.500000    10.346168     0.822103
   70.500000    13.652350     0.917348
   71.500000    15.735438     0.822548
   72.500000    17.002089     0.384041
   73.500000    17.416862     0.090404
