cutoff,frame,n_contacts,n_pairs,fraction,system
4.0,84,0,325,0.0,sca
4.0,85,0,325,0.0,sca
4.0,86,1,325,0.003076923076923077,sca
4.0,87,0,325,0.0,sca
4.0,88,0,325,0.0,sca
4.0,89,0,325,0.0,sca
4.0,90,0,325,0.0,sca
4.0,91,0,325,0.0,sca
4.0,92,0,325,0.0,sca
4.0,93,0,325,0.0,sca
4.0,94,0,325,0.0,sca
4.0,95,0,325,0.0,sca
4.0,96,0,325,0.0,sca
4.0,97,0,325,0.0,sca
4.0,98,0,325,0.0,sca
4.0,99,0,325,0.0,sca
4.5,0,4,325,0.012307692307692308,sca
4.5,1,3,325,0.009230769230769232,sca
4.5,2,3,325,0.009230769230769232,sca
4.5,3,3,325,0.009230769230769232,sca
4.5,4,3,325,0.009230769230769232,sca
4.5,5,3,325,0.009230769230769232,sca
4.5,6,1,325,0.003076923076923077,sca
4.5,7,2,325,0.006153846153846154,sca
4.5,8,0,325,0.0,sca
4.5,9,4,325,0.012307692307692308,sca
4.5,10,3,325,0.009230769230769232,sca
4.5,11,0,325,0.0,sca
4.5,12,1,325,0.003076923076923077,sca
4.5,13,1,325,0.003076923076923077,sca
4.5,14,0,325,0.0,sca
4.5,15,1,325,0.003076923076923077,sca
4.5,16,0,325,0.0,sca
4.5,17,0,325,0.0,sca
4.5,18,0,325,0.0,sca
4.5,19,1,325,0.003076923076923077,sca
4.5,20,0,325,0.0,sca
4.5,21,0,325,0.0,sca
4.5,22,1,325,0.003076923076923077,sca
4.5,23,0,325,0.0,sca
4.5,24,0,325,0.0,sca
4.5,25,0,325,0.0,sca
4.5,26,0,325,0.0,sca
4.5,27,0,325,0.0,sca
4.5,28,0,325,0.0,sca
4.5,29,0,325,0.0,sca
4.5,30,0,325,0.0,sca
4.5,31,0,325,0.0,sca
4.5,32,0,325,0.0,sca
4.5,33,1,325,0.003076923076923077,sca
4.5,34,0,325,0.0,sca
4.5,35,0,325,0.0,sca
4.5,36,0,325,0.0,sca
4.5,37,0,325,0.0,sca
4.5,38,1,325,0.003076923076923077,sca
4.5,39,0,325,0.0,sca
4.5,40,0,325,0.0,sca
4.5,41,0,325,0.0,sca
4.5,42,0,325,0.0,sca
4.5,43,0,325,0.0,sca
4.5,44,0,325,0.0,sca
4.5,45,0,325,0.0,sca
4.5,46,0,325,0.0,sca
4.5,47,0,325,0.0,sca
4.5,48,1,325,0.003076923076923077,sca
4.5,49,0,325,0.0,sca
4.5,50,0,325,0.0,sca
4.5,51,0,325,0.0,sca
4.5,52,1,325,0.003076923076923077,sca
4.5,53,0,325,0.0,sca
4.5,54,0,325,0.0,sca
4.5,55,0,325,0.0,sca
4.5,56,0,325,0.0,sca
4.5,57,0,325,0.0,sca
4.5,58,0,325,0.0,sca
4.5,59,0,325,0.0,sca
4.5,60,1,325,0.003076923076923077,sca
4.5,61,0,325,0.0,sca
4.5,62,0,325,0.0,sca
4.5,63,0,325,0.0,sca
4.5,64,0,325,0.0,sca
4.5,65,0,325,0.0,sca
4.5,66,0,325,0.0,sca
4.5,67,0,325,0.0,sca
4.5,68,1,325,0.003076923076923077,sca
4.5,69,0,325,0.0,sca
4.5,70,0,325,0.0,sca
4.5,71,0,325,0.0,sca
4.5,72,0,325,0.0,sca
4.5,73,0,325,0.0,sca
4.5,74,1,325,0.003076923076923077,sca
4.5,75,0,325,0.0,sca
4.5,76,0,325,0.0,sca
4.5,77,1,325,0.003076923076923077,sca
4.5,78,0,325,0.0,sca
4.5,79,0,325,0.0,sca
4.5,80,1,325,0.003076923076923077,sca
4.5,81,0,325,0.0,sca
4.5,82,0,325,0.0,sca
4.5,83,2,325,0.006153846153846154,sca
4.5,84,0,325,0.0,sca
4.5,85,0,325,0.0,sca
4.5,86,1,325,0.003076923076923077,sca
4.5,87,0,325,0.0,sca
4.5,88,0,325,0.0,sca
4.5,89,0,325,0.0,sca
4.5,90,0,325,0.0,sca
4.5,91,0,325,0.0,sca
4.5,92,0,325,0.0,sca
4.5,93,0,325,0.0,sca
4.5,94,0,325,0.0,sca
4.5,95,1,325,0.003076923076923077,sca
4.5,96,0,325,0.0,sca
4.5,97,0,325,0.0,sca
4.5,98,0,325,0.0,sca
4.5,99,0,325,0.0,sca
5.0,0,4,325,0.012307692307692308,sca
5.0,1,3,325,0.009230769230769232,sca
5.0,2,4,325,0.012307692307692308,sca
5.0,3,4,325,0.012307692307692308,sca
5.0,4,3,325,0.009230769230769232,sca
5.0,5,5,325,0.015384615384615385,sca
5.0,6,2,325,0.006153846153846154,sca
5.0,7,2,325,0.006153846153846154,sca
5.0,8,0,325,0.0,sca
5.0,9,7,325,0.021538461538461538,sca
5.0,10,3,325,0.009230769230769232,sca
5.0,11,0,325,0.0,sca
5.0,12,1,325,0.003076923076923077,sca
5.0,13,1,325,0.003076923076923077,sca
5.0,14,0,325,0.0,sca
5.0,15,1,325,0.003076923076923077,sca
5.0,16,0,325,0.0,sca
5.0,17,0,325,0.0,sca
5.0,18,0,325,0.0,sca
5.0,19,1,325,0.003076923076923077,sca
5.0,20,0,325,0.0,sca
5.0,21,0,325,0.0,sca
5.0,22,1,325,0.003076923076923077,sca
5.0,23,0,325,0.0,sca
5.0,24,0,325,0.0,sca
5.0,25,0,325,0.0,sca
5.0,26,0,325,0.0,sca
5.0,27,0,325,0.0,sca
5.0,28,0,325,0.0,sca
5.0,29,0,325,0.0,sca
5.0,30,0,325,0.0,sca
5.0,31,0,325,0.0,sca
5.0,32,0,325,0.0,sca
5.0,33,1,325,0.003076923076923077,sca
5.0,34,0,325,0.0,sca
5.0,35,0,325,0.0,sca
5.0,36,0,325,0.0,sca
5.0,37,0,325,0.0,sca
5.0,38,1,325,0.003076923076923077,sca
5.0,39,0,325,0.0,sca
5.0,40,1,325,0.003076923076923077,sca
5.0,41,0,325,0.0,sca
5.0,42,0,325,0.0,sca
5.0,43,0,325,0.0,sca
5.0,44,0,325,0.0,sca
5.0,45,0,325,0.0,sca
5.0,46,0,325,0.0,sca
5.0,47,0,325,0.0,sca
5.0,48,1,325,0.003076923076923077,sca
5.0,49,0,325,0.0,sca
5.0,50,0,325,0.0,sca
5.0,51,1,325,0.003076923076923077,sca
5.0,52,1,325,0.003076923076923077,sca
5.0,53,0,325,0.0,sca
5.0,54,0,325,0.0,sca
5.0,55,1,325,0.003076923076923077,sca
5.0,56,0,325,0.0,sca
5.0,57,0,325,0.0,sca
5.0,58,0,325,0.0,sca
5.0,59,1,325,0.003076923076923077,sca
5.0,60,1,325,0.003076923076923077,sca
5.0,61,0,325,0.0,sca
5.0,62,0,325,0.0,sca
5.0,63,0,325,0.0,sca
5.0,64,0,325,0.0,sca
5.0,65,0,325,0.0,sca
5.0,66,0,325,0.0,sca
5.0,67,0,325,0.0,sca
5.0,68,1,325,0.003076923076923077,sca
5.0,69,0,325,0.0,sca
5.0,70,0,325,0.0,sca
5.0,71,0,325,0.0,sca
5.0,72,0,325,0.0,sca
5.0,73,0,325,0.0,sca
5.0,74,1,325,0.003076923076923077,sca
5.0,75,0,325,0.0,sca
5.0,76,0,325,0.0,sca
5.0,77,1,325,0.003076923076923077,sca
5.0,78,0,325,0.0,sca
5.0,79,0,325,0.0,sca
5.0,80,1,325,0.003076923076923077,sca
5.0,81,0,325,0.0,sca
5.0,82,0,325,0.0,sca
5.0,83,2,325,0.006153846153846154,sca
5.0,84,1,325,0.003076923076923077,sca
5.0,85,0,325,0.0,sca
5.0,86,1,325,0.003076923076923077,sca
5.0,87,0,325,0.0,sca
5.0,88,0,325,0.0,sca
5.0,89,0,325,0.0,sca
5.0,90,0,325,0.0,sca
5.0,91,0,325,0.0,sca
5.0,92,0,325,0.0,sca
5.0,93,0,325,0.0,sca
5.0,94,0,325,0.0,sca
5.0,95,1,325,0.003076923076923077,sca
5.0,96,0,325,0.0,sca
5.0,97,0,325,0.0,sca
5.0,98,0,325,0.0,sca
5.0,99,0,325,0.0,sca
5.5,0,8,325,0.024615384615384615,sca
5.5,1,6,325,0.018461538461538463,sca
5.5,2,4,325,0.012307692307692308,sca
5.5,3,6,325,0.018461538461538463,sca
5.5,4,4,325,0.012307692307692308,sca
5.5,5,9,325,0.027692307692307693,sca
5.5,6,3,325,0.009230769230769232,sca
5.5,7,2,325,0.006153846153846154,sca
5.5,8,0,325,0.0,sca
5.5,9,8,325,0.024615384615384615,sca
5.5,10,4,325,0.012307692307692308,sca
5.5,11,0,325,0.0,sca
5.5,12,1,325,0.003076923076923077,sca
5.5,13,2,325,0.006153846153846154,sca
5.5,14,0,325,0.0,sca
5.5,15,2,325,0.006153846153846154,sca
5.5,16,0,325,0.0,sca
5.5,17,0,325,0.0,sca
5.5,18,1,325,0.003076923076923077,sca
5.5,19,1,325,0.003076923076923077,sca
5.5,20,1,325,0.003076923076923077,sca
5.5,21,0,325,0.0,sca
5.5,22,1,325,0.003076923076923077,sca
5.5,23,0,325,0.0,sca
5.5,24,0,325,0.0,sca
5.5,25,0,325,0.0,sca
5.5,26,0,325,0.0,sca
5.5,27,0,325,0.0,sca
5.5,28,0,325,0.0,sca
5.5,29,0,325,0.0,sca
5.5,30,0,325,0.0,sca
5.5,31,0,325,0.0,sca
5.5,32,0,325,0.0,sca
5.5,33,1,325,0.003076923076923077,sca
5.5,34,0,325,0.0,sca
5.5,35,1,325,0.003076923076923077,sca
5.5,36,0,325,0.0,sca
5.5,37,0,325,0.0,sca
5.5,38,1,325,0.003076923076923077,sca
5.5,39,0,325,0.0,sca
5.5,40,2,325,0.006153846153846154,sca
5.5,41,0,325,0.0,sca
5.5,42,0,325,0.0,sca
5.5,43,0,325,0.0,sca
5.5,44,0,325,0.0,sca
5.5,45,0,325,0.0,sca
5.5,46,0,325,0.0,sca
5.5,47,1,325,0.003076923076923077,sca
5.5,48,1,325,0.003076923076923077,sca
5.5,49,0,325,0.0,sca
5.5,50,0,325,0.0,sca
5.5,51,1,325,0.003076923076923077,sca
5.5,52,1,325,0.003076923076923077,sca
5.5,53,0,325,0.0,sca
5.5,54,0,325,0.0,sca
5.5,55,1,325,0.003076923076923077,sca
5.5,56,0,325,0.0,sca
5.5,57,0,325,0.0,sca
5.5,58,0,325,0.0,sca
5.5,59,1,325,0.003076923076923077,sca
5.5,60,1,325,0.003076923076923077,sca
5.5,61,0,325,0.0,sca
5.5,62,0,325,0.0,sca
5.5,63,0,325,0.0,sca
5.5,64,0,325,0.0,sca
5.5,65,0,325,0.0,sca
5.5,66,1,325,0.003076923076923077,sca
5.5,67,0,325,0.0,sca
5.5,68,1,325,0.003076923076923077,sca
5.5,69,0,325,0.0,sca
5.5,70,0,325,0.0,sca
5.5,71,0,325,0.0,sca
5.5,72,0,325,0.0,sca
5.5,73,0,325,0.0,sca
5.5,74,1,325,0.003076923076923077,sca
5.5,75,0,325,0.0,sca
5.5,76,0,325,0.0,sca
5.5,77,1,325,0.003076923076923077,sca
5.5,78,0,325,0.0,sca
5.5,79,0,325,0.0,sca
5.5,80,1,325,0.003076923076923077,sca
5.5,81,0,325,0.0,sca
5.5,82,0,325,0.0,sca
5.5,83,2,325,0.006153846153846154,sca
5.5,84,1,325,0.003076923076923077,sca
5.5,85,0,325,0.0,sca
5.5,86,1,325,0.003076923076923077,sca
5.5,87,0,325,0.0,sca
5.5,88,1,325,0.003076923076923077,sca
5.5,89,0,325,0.0,sca
5.5,90,0,325,0.0,sca
5.5,91,0,325,0.0,sca
5.5,92,0,325,0.0,sca
5.5,93,0,325,0.0,sca
5.5,94,0,325,0.0,sca
5.5,95,1,325,0.003076923076923077,sca
5.5,96,0,325,0.0,sca
5.5,97,0,325,0.0,sca
5.5,98,0,325,0.0,sca
5.5,99,0,325,0.0,sca
6.0,0,9,325,0.027692307692307693,sca
6.0,1,7,325,0.021538461538461538,sca
6.0,2,4,325,0.012307692307692308,sca
6.0,3,6,325,0.018461538461538463,sca
6.0,4,5,325,0.015384615384615385,sca
6.0,5,9,325,0.027692307692307693,sca
6.0,6,3,325,0.009230769230769232,sca
6.0,7,2,325,0.006153846153846154,sca
6.0,8,0,325,0.0,sca
6.0,9,9,325,0.027692307692307693,sca
6.0,10,4,325,0.012307692307692308,sca
6.0,11,1,325,0.003076923076923077,sca
6.0,12,1,325,0.003076923076923077,sca
6.0,13,3,325,0.009230769230769232,sca
6.0,14,0,325,0.0,sca
6.0,15,3,325,0.009230769230769232,sca
6.0,16,0,325,0.0,sca
6.0,17,0,325,0.0,sca
6.0,18,1,325,0.003076923076923077,sca
6.0,19,1,325,0.003076923076923077,sca
6.0,20,1,325,0.003076923076923077,sca
6.0,21,0,325,0.0,sca
6.0,22,2,325,0.006153846153846154,sca
6.0,23,0,325,0.0,sca
6.0,24,0,325,0.0,sca
6.0,25,0,325,0.0,sca
6.0,26,0,325,0.0,sca
6.0,27,1,325,0.003076923076923077,sca
6.0,28,0,325,0.0,sca
6.0,29,0,325,0.0,sca
6.0,30,0,325,0.0,sca
6.0,31,0,325,0.0,sca
6.0,32,0,325,0.0,sca
6.0,33,1,325,0.003076923076923077,sca
6.0,34,1,325,0.003076923076923077,sca
6.0,35,1,325,0.003076923076923077,sca
6.0,36,1,325,0.003076923076923077,sca
6.0,37,0,325,0.0,sca
6.0,38,1,325,0.003076923076923077,sca
6.0,39,0,325,0.0,sca
6.0,40,2,325,0.006153846153846154,sca
6.0,41,0,325,0.0,sca
6.0,42,0,325,0.0,sca
6.0,43,0,325,0.0,sca
6.0,44,0,325,0.0,sca
6.0,45,0,325,0.0,sca
6.0,46,0,325,0.0,sca
6.0,47,1,325,0.003076923076923077,sca
6.0,48,1,325,0.003076923076923077,sca
6.0,49,0,325,0.0,sca
6.0,50,0,325,0.0,sca
6.0,51,1,325,0.003076923076923077,sca
6.0,52,1,325,0.003076923076923077,sca
6.0,53,0,325,0.0,sca
6.0,54,0,325,0.0,sca
6.0,55,1,325,0.003076923076923077,sca
6.0,56,0,325,0.0,sca
6.0,57,0,325,0.0,sca
6.0,58,0,325,0.0,sca
6.0,59,1,325,0.003076923076923077,sca
6.0,60,1,325,0.003076923076923077,sca
6.0,61,0,325,0.0,sca
6.0,62,0,325,0.0,sca
6.0,63,0,325,0.0,sca
6.0,64,1,325,0.003076923076923077,sca
6.0,65,0,325,0.0,sca
6.0,66,1,325,0.003076923076923077,sca
6.0,67,0,325,0.0,sca
6.0,68,1,325,0.003076923076923077,sca
6.0,69,0,325,0.0,sca
6.0,70,0,325,0.0,sca
6.0,71,0,325,0.0,sca
6.0,72,0,325,0.0,sca
6.0,73,0,325,0.0,sca
6.0,74,1,325,0.003076923076923077,sca
6.0,75,0,325,0.0,sca
6.0,76,0,325,0.0,sca
6.0,77,1,325,0.003076923076923077,sca
6.0,78,0,325,0.0,sca
6.0,79,1,325,0.003076923076923077,sca
6.0,80,1,325,0.003076923076923077,sca
6.0,81,0,325,0.0,sca
6.0,82,0,325,0.0,sca
6.0,83,2,325,0.006153846153846154,sca
6.0,84,1,325,0.003076923076923077,sca
6.0,85,0,325,0.0,sca
6.0,86,1,325,0.003076923076923077,sca
6.0,87,0,325,0.0,sca
6.0,88,1,325,0.003076923076923077,sca
6.0,89,0,325,0.0,sca
6.0,90,0,325,0.0,sca
6.0,91,0,325,0.0,sca
6.0,92,0,325,0.0,sca
6.0,93,0,325,0.0,sca
6.0,94,0,325,0.0,sca
6.0,95,1,325,0.003076923076923077,sca
6.0,96,0,325,0.0,sca
6.0,97,1,325,0.003076923076923077,sca
6.0,98,0,325,0.0,sca
6.0,99,0,325,0.0,sca
6.5,0,10,325,0.03076923076923077,sca
6.5,1,7,325,0.021538461538461538,sca
6.5,2,5,325,0.015384615384615385,sca
6.5,3,6,325,0.018461538461538463,sca
6.5,4,6,325,0.018461538461538463,sca
6.5,5,9,325,0.027692307692307693,sca
6.5,6,3,325,0.009230769230769232,sca
6.5,7,3,325,0.009230769230769232,sca
6.5,8,1,325,0.003076923076923077,sca
6.5,9,9,325,0.027692307692307693,sca
6.5,10,4,325,0.012307692307692308,sca
6.5,11,1,325,0.003076923076923077,sca
6.5,12,2,325,0.006153846153846154,sca
6.5,13,3,325,0.009230769230769232,sca
6.5,14,0,325,0.0,sca
6.5,15,3,325,0.009230769230769232,sca
6.5,16,0,325,0.0,sca
6.5,17,0,325,0.0,sca
6.5,18,2,325,0.006153846153846154,sca
6.5,19,1,325,0.003076923076923077,sca
6.5,20,1,325,0.003076923076923077,sca
6.5,21,0,325,0.0,sca
6.5,22,3,325,0.009230769230769232,sca
6.5,23,0,325,0.0,sca
6.5,24,0,325,0.0,sca
6.5,25,0,325,0.0,sca
6.5,26,2,325,0.006153846153846154,sca
6.5,27,1,325,0.003076923076923077,sca
6.5,28,0,325,0.0,sca
6.5,29,0,325,0.0,sca
6.5,30,0,325,0.0,sca
6.5,31,1,325,0.003076923076923077,sca
6.5,32,0,325,0.0,sca
6.5,33,2,325,0.006153846153846154,sca
6.5,34,1,325,0.003076923076923077,sca
6.5,35,1,325,0.003076923076923077,sca
6.5,36,1,325,0.003076923076923077,sca
6.5,37,0,325,0.0,sca
6.5,38,1,325,0.003076923076923077,sca
6.5,39,0,325,0.0,sca
6.5,40,2,325,0.006153846153846154,sca
6.5,41,0,325,0.0,sca
6.5,42,0,325,0.0,sca
6.5,43,0,325,0.0,sca
6.5,44,0,325,0.0,sca
6.5,45,0,325,0.0,sca
6.5,46,0,325,0.0,sca
6.5,47,1,325,0.003076923076923077,sca
6.5,48,1,325,0.003076923076923077,sca
6.5,49,0,325,0.0,sca
6.5,50,0,325,0.0,sca
6.5,51,1,325,0.003076923076923077,sca
6.5,52,2,325,0.006153846153846154,sca
6.5,53,0,325,0.0,sca
6.5,54,0,325,0.0,sca
6.5,55,1,325,0.003076923076923077,sca
6.5,56,0,325,0.0,sca
6.5,57,0,325,0.0,sca
6.5,58,0,325,0.0,sca
6.5,59,1,325,0.003076923076923077,sca
6.5,60,1,325,0.003076923076923077,sca
6.5,61,0,325,0.0,sca
6.5,62,0,325,0.0,sca
6.5,63,0,325,0.0,sca
6.5,64,2,325,0.006153846153846154,sca
6.5,65,1,325,0.003076923076923077,sca
6.5,66,1,325,0.003076923076923077,sca
6.5,67,0,325,0.0,sca
6.5,68,1,325,0.003076923076923077,sca
6.5,69,0,325,0.0,sca
6.5,70,0,325,0.0,sca
6.5,71,0,325,0.0,sca
6.5,72,0,325,0.0,sca
6.5,73,0,325,0.0,sca
6.5,74,1,325,0.003076923076923077,sca
6.5,75,0,325,0.0,sca
6.5,76,0,325,0.0,sca
6.5,77,1,325,0.003076923076923077,sca
6.5,78,0,325,0.0,sca
6.5,79,1,325,0.003076923076923077,sca
6.5,80,1,325,0.003076923076923077,sca
6.5,81,0,325,0.0,sca
6.5,82,0,325,0.0,sca
6.5,83,4,325,0.012307692307692308,sca
6.5,84,1,325,0.003076923076923077,sca
6.5,85,0,325,0.0,sca
6.5,86,1,325,0.003076923076923077,sca
6.5,87,0,325,0.0,sca
6.5,88,1,325,0.003076923076923077,sca
6.5,89,0,325,0.0,sca
6.5,90,0,325,0.0,sca
6.5,91,0,325,0.0,sca
6.5,92,0,325,0.0,sca
6.5,93,1,325,0.003076923076923077,sca
6.5,94,0,325,0.0,sca
6.5,95,1,325,0.003076923076923077,sca
6.5,96,0,325,0.0,sca
6.5,97,1,325,0.003076923076923077,sca
6.5,98,0,325,0.0,sca
6.5,99,0,325,0.0,sca
7.0,0,11,325,0.033846153846153845,sca
7.0,1,7,325,0.021538461538461538,sca
7.0,2,5,325,0.015384615384615385,sca
7.0,3,6,325,0.018461538461538463,sca
7.0,4,6,325,0.018461538461538463,sca
7.0,5,11,325,0.033846153846153845,sca
7.0,6,3,325,0.009230769230769232,sca
7.0,7,3,325,0.009230769230769232,sca
7.0,8,1,325,0.003076923076923077,sca
7.0,9,9,325,0.027692307692307693,sca
7.0,10,6,325,0.018461538461538463,sca
7.0,11,1,325,0.003076923076923077,sca
7.0,12,2,325,0.006153846153846154,sca
7.0,13,3,325,0.009230769230769232,sca
7.0,14,1,325,0.003076923076923077,sca
7.0,15,3,325,0.009230769230769232,sca
7.0,16,0,325,0.0,sca
7.0,17,0,325,0.0,sca
7.0,18,2,325,0.006153846153846154,sca
7.0,19,1,325,0.003076923076923077,sca
7.0,20,2,325,0.006153846153846154,sca
7.0,21,0,325,0.0,sca
7.0,22,3,325,0.009230769230769232,sca
7.0,23,0,325,0.0,sca
7.0,24,0,325,0.0,sca
7.0,25,0,325,0.0,sca
7.0,26,2,325,0.006153846153846154,sca
7.0,27,1,325,0.003076923076923077,sca
7.0,28,0,325,0.0,sca
7.0,29,0,325,0.0,sca
7.0,30,0,325,0.0,sca
7.0,31,1,325,0.003076923076923077,sca
7.0,32,0,325,0.0,sca
7.0,33,2,325,0.006153846153846154,sca
7.0,34,1,325,0.003076923076923077,sca
7.0,35,1,325,0.003076923076923077,sca
7.0,36,1,325,0.003076923076923077,sca
7.0,37,0,325,0.0,sca
7.0,38,3,325,0.009230769230769232,sca
7.0,39,0,325,0.0,sca
7.0,40,2,325,0.006153846153846154,sca
7.0,41,0,325,0.0,sca
7.0,42,0,325,0.0,sca
7.0,43,0,325,0.0,sca
7.0,44,0,325,0.0,sca
7.0,45,0,325,0.0,sca
7.0,46,0,325,0.0,sca
7.0,47,1,325,0.003076923076923077,sca
7.0,48,1,325,0.003076923076923077,sca
7.0,49,0,325,0.0,sca
7.0,50,0,325,0.0,sca
7.0,51,1,325,0.003076923076923077,sca
7.0,52,2,325,0.006153846153846154,sca
7.0,53,1,325,0.003076923076923077,sca
7.0,54,0,325,0.0,sca
7.0,55,1,325,0.003076923076923077,sca
7.0,56,0,325,0.0,sca
7.0,57,0,325,0.0,sca
7.0,58,0,325,0.0,sca
7.0,59,1,325,0.003076923076923077,sca
7.0,60,1,325,0.003076923076923077,sca
7.0,61,0,325,0.0,sca
7.0,62,0,325,0.0,sca
7.0,63,0,325,0.0,sca
7.0,64,2,325,0.006153846153846154,sca
7.0,65,1,325,0.003076923076923077,sca
7.0,66,1,325,0.003076923076923077,sca
7.0,67,0,325,0.0,sca
7.0,68,1,325,0.003076923076923077,sca
7.0,69,0,325,0.0,sca
7.0,70,0,325,0.0,sca
7.0,71,0,325,0.0,sca
7.0,72,0,325,0.0,sca
7.0,73,0,325,0.0,sca
7.0,74,1,325,0.003076923076923077,sca
7.0,75,0,325,0.0,sca
7.0,76,0,325,0.0,sca
7.0,77,1,325,0.003076923076923077,sca
7.0,78,0,325,0.0,sca
7.0,79,1,325,0.003076923076923077,sca
7.0,80,1,325,0.003076923076923077,sca
7.0,81,0,325,0.0,sca
7.0,82,0,325,0.0,sca
7.0,83,4,325,0.012307692307692308,sca
7.0,84,1,325,0.003076923076923077,sca
7.0,85,0,325,0.0,sca
7.0,86,1,325,0.003076923076923077,sca
7.0,87,0,325,0.0,sca
7.0,88,1,325,0.003076923076923077,sca
7.0,89,0,325,0.0,sca
7.0,90,0,325,0.0,sca
7.0,91,0,325,0.0,sca
7.0,92,0,325,0.0,sca
7.0,93,1,325,0.003076923076923077,sca
7.0,94,0,325,0.0,sca
7.0,95,1,325,0.003076923076923077,sca
7.0,96,0,325,0.0,sca
7.0,97,1,325,0.003076923076923077,sca
7.0,98,0,325,0.0,sca
7.0,99,0,325,0.0,sca
7.5,0,11,325,0.033846153846153845,sca
7.5,1,9,325,0.027692307692307693,sca
7.5,2,6,325,0.018461538461538463,sca
7.5,3,8,325,0.024615384615384615,sca
7.5,4,8,325,0.024615384615384615,sca
7.5,5,14,325,0.043076923076923075,sca
7.5,6,5,325,0.015384615384615385,sca
7.5,7,3,325,0.009230769230769232,sca
7.5,8,1,325,0.003076923076923077,sca
7.5,9,10,325,0.03076923076923077,sca
7.5,10,7,325,0.021538461538461538,sca
7.5,11,1,325,0.003076923076923077,sca
7.5,12,2,325,0.006153846153846154,sca
7.5,13,3,325,0.009230769230769232,sca
7.5,14,1,325,0.003076923076923077,sca
7.5,15,3,325,0.009230769230769232,sca
7.5,16,0,325,0.0,sca
7.5,17,0,325,0.0,sca
7.5,18,3,325,0.009230769230769232,sca
7.5,19,1,325,0.003076923076923077,sca
7.5,20,2,325,0.006153846153846154,sca
7.5,21,0,325,0.0,sca
7.5,22,3,325,0.009230769230769232,sca
7.5,23,0,325,0.0,sca
7.5,24,1,325,0.003076923076923077,sca
7.5,25,0,325,0.0,sca
7.5,26,2,325,0.006153846153846154,sca
7.5,27,2,325,0.006153846153846154,sca
7.5,28,0,325,0.0,sca
7.5,29,0,325,0.0,sca
7.5,30,1,325,0.003076923076923077,sca
7.5,31,2,325,0.006153846153846154,sca
7.5,32,0,325,0.0,sca
7.5,33,2,325,0.006153846153846154,sca
7.5,34,1,325,0.003076923076923077,sca
