           z         mean           se
    0.500000     0.445044     0.364300
    1.500000     0.261196     0.345884
    2.500000    -0.289547     0.289713
    3.500000    -1.023971     0.280356
    4.500000    -1.857880     0.243232
    5.500000    -2.869602     0.237111
    6.500000    -4.169495     0.247590
    7.500000    -5.417101     0.257112
    8.500000    -6.630965     0.251410
    9.500000    -7.623066     0.265760
   10.500000    -8.327695     0.273553
   11.500000    -8.698928     0.266199
   12.500000    -8.726466     0.264459
   13.500000    -8.389016     0.257298
   14.500000    -7.715935     0.244575
   15.500000    -6.717509     0.252142
   16.500000    -5.418900     0.254814
   17.500000    -3.916422     0.242018
   18.500000    -2.144667     0.251678
   19.500000    -0.429513     0.268952
   20.500000     1.267925     0.316152
   21.500000     2.645883     0.358066
   22.500000     3.164816     0.310921
   23.500000     3.136035     0.341647
   24.500000     2.309422     0.251920
   25.500000     1.956405     0.213739
   26.500000     1.293604     0.138090
   27.500000     0.825145     0.190135
   28.500000     0.432041     0.183899
   29.500000     0.221787     0.188075
   30.500000     0.164594     0.166224
   31.500000     0.115547     0.166419
   32.500000     0.045421     0.146522
   33.500000    -0.000428     0.136427
   34.500000    -0.013321     0.104913
   35.500000    -0.053016     0.116993
   36.500000     0.004214     0.096774
   37.500000     0.071457     0.079198
   38.500000     0.022102     0.089465
   39.500000     0.092102     0.060487
   40.500000    -0.025616     0.090475
   41.500000     0.016810     0.053941
   42.500000    -0.053367     0.044764
   43.500000    -0.028750     0.048316
   44.500000     0.032562     0.038777
   45.500000     0.092802     0.056695
   46.500000    -0.083399     0.042433
   47.500000     0.000624     0.041860
   48.500000     0.052172     0.060715
   49.500000    -0.003838     0.063611
   50.500000    -0.065449     0.075191
   51.500000    -0.084412     0.099396
   52.500000    -0.107425     0.092242
   53.500000     0.001217     0.114871
   54.500000    -0.070394     0.119668
   55.500000    -0.064929     0.105903
   56.500000    -0.088004     0.107205
   57.500000    -0.028849     0.103879
   58.500000    -0.007870     0.136838
   59.500000     0.142634     0.116625
   60.500000     0.430593     0.133317
   61.500000     0.797459     0.193424
   62.500000     1.241852     0.185961
   63.500000     1.732549     0.176288
   64.500000     2.462487     0.189408
   65.500000     3.616259     0.312752
   66.500000     5.166140     0.461175
   67.500000     6.810635     0.483523
   68.500000     7.949044     0.716498
   69.500000    10.553115     0.890582
   70.500000    13.227065     0.731044
   71.500000    14.480855     0.397349
