           z         mean           se
    0.500000    19.318922     0.009815
    1.500000    19.267864     0.050860
    2.500000    19.318922     0.009815
    3.500000    19.187301     0.130844
    4.500000    19.052202     0.167116
    5.500000    18.540249     0.277330
    6.500000    18.008750     0.391298
    7.500000    16.241286     0.377331
    8.500000    13.184741     0.388551
    9.500000    10.323574     0.344049
   10.500000     7.658033     0.307471
   11.500000     5.727745     0.257568
   12.500000     4.330723     0.225748
   13.500000     3.324867     0.197516
   14.500000     2.756878     0.173500
   15.500000     2.583545     0.141695
   16.500000     2.797733     0.131065
   17.500000     3.271829     0.130563
   18.500000     3.892112     0.116084
   19.500000     4.332327     0.103606
   20.500000     4.234181     0.087276
   21.500000     3.585642     0.055251
   22.500000     2.709632     0.036935
   23.500000     1.982329     0.040224
   24.500000     1.332176     0.037159
   25.500000     0.839242     0.042235
   26.500000     0.533268     0.032087
   27.500000     0.301593     0.027686
   28.500000     0.143263     0.027636
   29.500000     0.070487     0.023732
   30.500000     0.012317     0.025509
   31.500000    -0.008414     0.026497
   32.500000    -0.020668     0.022000
   33.500000    -0.018809     0.019050
   34.500000     0.014829     0.019246
   35.500000     0.019265     0.018695
   36.500000     0.011254     0.016403
   37.500000    -0.001298     0.011399
   38.500000     0.002025     0.006632
   39.500000    -0.007350     0.009197
   40.500000     0.000836     0.009269
   41.500000     0.012365     0.005554
   42.500000     0.011367     0.006922
   43.500000     0.005513     0.008528
   44.500000     0.016585     0.007580
   45.500000    -0.023924     0.005978
   46.500000    -0.020560     0.007397
   47.500000     0.005638     0.008367
   48.500000    -0.005048     0.007478
   49.500000    -0.002772     0.011899
   50.500000     0.014165     0.016355
   51.500000     0.004269     0.020353
   52.500000     0.004979     0.023861
   53.500000     0.001905     0.021027
   54.500000    -0.011892     0.025701
   55.500000     0.001340     0.020579
   56.500000    -0.023322     0.022895
   57.500000    -0.021611     0.022475
   58.500000    -0.015975     0.026446
   59.500000    -0.038303     0.028618
   60.500000    -0.020987     0.030402
   61.500000    -0.015780     0.031934
   62.500000     0.003395     0.031495
   63.500000     0.079661     0.037476
   64.500000     0.214120     0.040174
   65.500000     0.445383     0.050527
   66.500000     0.800814     0.071114
   67.500000     1.266749     0.078784
   68.500000     1.857392     0.090330
   69.500000     2.645405     0.128084
   70.500000     3.703307     0.162316
   71.500000     5.123780     0.218713
   72.500000     6.979876     0.248941
   73.500000     9.455444     0.362224
   74.500000    12.434250     0.451591
   75.500000    15.466775     0.550628
   76.500000    17.404433     0.642803
   77.500000    18.436905     0.555750
   78.500000    19.154325     0.165791
