           z         mean           se
    0.500000     0.483049     0.166908
    1.500000     0.514812     0.163027
    2.500000     0.551642     0.156456
    3.500000     0.576609     0.145874
    4.500000     0.430779     0.127550
    5.500000    -0.041682     0.129902
    6.500000    -0.986689     0.135148
    7.500000    -2.178277     0.148613
    8.500000    -3.392653     0.143893
    9.500000    -4.454515     0.147904
   10.500000    -5.238626     0.147869
   11.500000    -5.686065     0.149625
   12.500000    -5.785375     0.147823
   13.500000    -5.511275     0.143072
   14.500000    -4.887322     0.135321
   15.500000    -3.930534     0.134043
   16.500000    -2.668525     0.140378
   17.500000    -1.184355     0.148630
   18.500000     0.426041     0.162176
   19.500000     1.932089     0.165027
   20.500000     2.986063     0.156125
   21.500000     3.254880     0.134170
   22.500000     2.841316     0.118744
   23.500000     2.148960     0.096028
   24.500000     1.459829     0.084187
   25.500000     0.895611     0.056009
   26.500000     0.483558     0.055992
   27.500000     0.179028     0.048852
   28.500000     0.031597     0.049338
   29.500000    -0.055738     0.046935
   30.500000    -0.065406     0.049773
   31.500000    -0.072003     0.039959
   32.500000    -0.056092     0.039333
   33.500000    -0.045196     0.030315
   34.500000    -0.011846     0.027080
   35.500000    -0.032052     0.027004
   36.500000    -0.017060     0.020454
   37.500000    -0.038276     0.022478
   38.500000    -0.015593     0.019792
   39.500000    -0.021310     0.019914
   40.500000    -0.024403     0.020471
   41.500000    -0.021465     0.016641
   42.500000    -0.018373     0.017253
   43.500000    -0.026920     0.016703
   44.500000     0.008438     0.010500
   45.500000     0.041408     0.015151
   46.500000     0.007767     0.013741
   47.500000     0.031190     0.012727
   48.500000     0.002387     0.026617
   49.500000    -0.000029     0.025354
   50.500000    -0.020897     0.033845
   51.500000    -0.039229     0.039511
   52.500000    -0.057288     0.040635
   53.500000    -0.054203     0.035240
   54.500000    -0.059190     0.038146
   55.500000    -0.080843     0.034685
   56.500000    -0.076713     0.038599
   57.500000    -0.035914     0.045335
   58.500000     0.053973     0.051181
   59.500000     0.207383     0.066128
   60.500000     0.495591     0.073186
   61.500000     0.868354     0.080459
   62.500000     1.339281     0.107165
   63.500000     1.934757     0.134621
   64.500000     2.672967     0.159634
   65.500000     3.731685     0.221843
   66.500000     5.200055     0.314735
   67.500000     7.120786     0.399552
   68.500000     9.310402     0.558600
   69.500000    10.324010     0.805636
   70.500000    13.569450     0.892169
   71.500000    15.513377     0.751344
   72.500000    16.651521     0.322440
   73.500000    17.010126     0.097709
