           z         mean           se
    0.500000    19.242214     0.014255
    1.500000    19.242214     0.014255
    2.500000    19.242214     0.014255
    3.500000    19.242214     0.014255
    4.500000    19.096935     0.105560
    5.500000    18.913015     0.279706
    6.500000    17.353465     0.476736
    7.500000    15.119286     0.459892
    8.500000    12.011403     0.378287
    9.500000     9.061419     0.337984
   10.500000     6.481164     0.246627
   11.500000     4.506774     0.189683
   12.500000     3.027085     0.167955
   13.500000     2.089323     0.176799
   14.500000     1.542572     0.164276
   15.500000     1.423953     0.151997
   16.500000     1.563225     0.128949
   17.500000     1.991770     0.101341
   18.500000     2.599288     0.076622
   19.500000     3.144239     0.082456
   20.500000     3.229543     0.051947
   21.500000     3.006550     0.028548
   22.500000     2.394316     0.048303
   23.500000     1.741436     0.046947
   24.500000     1.163137     0.045705
   25.500000     0.726980     0.043236
   26.500000     0.395803     0.039898
   27.500000     0.203901     0.043234
   28.500000     0.070658     0.033455
   29.500000     0.005025     0.029567
   30.500000    -0.031896     0.028598
   31.500000    -0.034596     0.031809
   32.500000    -0.038854     0.026425
   33.500000    -0.036113     0.022171
   34.500000    -0.027632     0.025827
   35.500000    -0.012498     0.017860
   36.500000    -0.013024     0.025772
   37.500000    -0.010451     0.023013
   38.500000    -0.014569     0.020361
   39.500000    -0.005034     0.016326
   40.500000    -0.017843     0.014942
   41.500000     0.005505     0.008118
   42.500000    -0.005558     0.012880
   43.500000     0.005035     0.011151
   44.500000    -0.016233     0.009526
   45.500000    -0.009825     0.009491
   46.500000    -0.002095     0.013023
   47.500000     0.004999     0.012024
   48.500000     0.000227     0.012518
   49.500000     0.035789     0.011108
   50.500000     0.031214     0.013816
   51.500000     0.046887     0.021101
   52.500000     0.038325     0.016614
   53.500000     0.018644     0.021539
   54.500000     0.034839     0.023893
   55.500000     0.037964     0.035168
   56.500000     0.021146     0.027370
   57.500000     0.040144     0.032839
   58.500000     0.039967     0.032468
   59.500000     0.053161     0.037320
   60.500000     0.049555     0.036286
   61.500000     0.057412     0.035932
   62.500000     0.117148     0.042662
   63.500000     0.163171     0.047079
   64.500000     0.339492     0.056153
   65.500000     0.595646     0.064197
   66.500000     0.940703     0.076456
   67.500000     1.411302     0.089900
   68.500000     2.062430     0.097200
   69.500000     2.840321     0.120856
   70.500000     3.922170     0.145455
   71.500000     5.299489     0.170238
   72.500000     7.042901     0.224053
   73.500000     9.247375     0.277860
   74.500000    11.806977     0.381195
   75.500000    12.927115     0.523058
   76.500000    16.244698     0.455868
   77.500000    18.392257     0.449202
   78.500000    19.021438     0.217295
