           z         mean           se
    0.500000    16.619767     0.878721
    1.500000    16.267072     0.891901
    2.500000    16.208606     0.735086
    3.500000    15.393258     0.698101
    4.500000    14.597505     0.515237
    5.500000    12.910680     0.313619
    6.500000    10.764316     0.269800
    7.500000     8.130731     0.143489
    8.500000     5.943794     0.103465
    9.500000     4.009006     0.097849
   10.500000     2.291135     0.088569
   11.500000     1.005207     0.079410
   12.500000     0.162990     0.079486
   13.500000    -0.286078     0.069383
   14.500000    -0.346246     0.067619
   15.500000    -0.047352     0.070150
   16.500000     0.566487     0.093001
   17.500000     1.294562     0.099712
   18.500000     2.075883     0.115937
   19.500000     2.690497     0.117447
   20.500000     2.919882     0.094365
   21.500000     2.664676     0.054868
   22.500000     2.100428     0.053706
   23.500000     1.523220     0.036459
   24.500000     0.997760     0.036294
   25.500000     0.610275     0.029004
   26.500000     0.339711     0.027996
   27.500000     0.167409     0.037077
   28.500000     0.072807     0.032822
   29.500000     0.005663     0.035813
   30.500000    -0.012748     0.031973
   31.500000    -0.012517     0.030728
   32.500000    -0.000488     0.021427
   33.500000     0.017715     0.028280
   34.500000     0.001685     0.037646
   35.500000     0.015715     0.031262
   36.500000     0.011551     0.020858
   37.500000     0.021080     0.028072
   38.500000     0.007613     0.026905
   39.500000     0.005787     0.022846
   40.500000    -0.008972     0.014409
   41.500000    -0.008596     0.012922
   42.500000     0.001824     0.010163
   43.500000     0.007402     0.009663
   44.500000     0.021250     0.004879
   45.500000    -0.000102     0.006227
   46.500000     0.003857     0.009217
   47.500000    -0.014847     0.009601
   48.500000    -0.010116     0.011041
   49.500000     0.008299     0.016122
   50.500000    -0.016106     0.016627
   51.500000    -0.016015     0.014254
   52.500000    -0.013332     0.020920
   53.500000    -0.015611     0.022411
   54.500000    -0.025854     0.025097
   55.500000    -0.020849     0.019958
   56.500000    -0.025074     0.027736
   57.500000    -0.046279     0.022398
   58.500000    -0.027161     0.029981
   59.500000    -0.023950     0.026983
   60.500000    -0.019850     0.024603
   61.500000    -0.000604     0.028392
   62.500000    -0.001994     0.031208
   63.500000     0.059122     0.038901
   64.500000     0.183706     0.045384
   65.500000     0.410988     0.053715
   66.500000     0.828912     0.067514
   67.500000     1.389098     0.091487
   68.500000     2.239435     0.110675
   69.500000     3.346439     0.133483
   70.500000     4.826390     0.173596
   71.500000     6.807052     0.256688
   72.500000     9.408474     0.413658
   73.500000    12.617560     0.500896
   74.500000    14.834910     0.710122
   75.500000    17.771213     0.445972
   76.500000    18.831325     0.131898
