           z         mean           se
    0.500000    -8.522163     0.716348
    1.500000    -8.667303     0.717245
    2.500000    -8.966845     0.710913
    3.500000    -9.450829     0.718373
    4.500000   -10.226929     0.724471
    5.500000   -11.402834     0.689029
    6.500000   -12.846567     0.640062
    7.500000   -14.272532     0.621218
    8.500000   -15.530004     0.615798
    9.500000   -16.525408     0.628864
   10.500000   -17.203307     0.639003
   11.500000   -17.514415     0.636957
   12.500000   -17.451652     0.637470
   13.500000   -17.031057     0.636381
   14.500000   -16.232882     0.642057
   15.500000   -15.089633     0.641418
   16.500000   -13.669553     0.649387
   17.500000   -11.967637     0.640003
   18.500000    -9.992702     0.652940
   19.500000    -7.986841     0.672987
   20.500000    -6.041000     0.700505
   21.500000    -4.453171     0.746974
   22.500000    -3.378297     0.687481
   23.500000    -2.833901     0.644934
   24.500000    -2.346448     0.584016
   25.500000    -1.835624     0.542406
   26.500000    -1.449555     0.499721
   27.500000    -1.290708     0.480224
   28.500000    -0.769205     0.426605
   29.500000    -0.599934     0.341136
   30.500000    -0.325287     0.255666
   31.500000    -0.151328     0.267063
   32.500000     0.148513     0.323305
   33.500000     0.002257     0.312454
   34.500000     0.296571     0.238262
   35.500000     0.128446     0.254960
   36.500000     0.121967     0.224958
   37.500000     0.167928     0.230084
   38.500000     0.280679     0.299372
   39.500000     0.287250     0.218390
   40.500000     0.274908     0.237096
   41.500000    -0.071253     0.153803
   42.500000     0.142385     0.195523
   43.500000    -0.016180     0.129572
   44.500000    -0.115967     0.116032
   45.500000     0.044966     0.151958
   46.500000    -0.181595     0.108623
   47.500000    -0.081346     0.160628
   48.500000     0.023915     0.122751
   49.500000    -0.019834     0.247433
   50.500000    -0.004162     0.264432
   51.500000     0.185236     0.210525
   52.500000     0.378342     0.324633
   53.500000     0.315073     0.377169
   54.500000     0.626399     0.488437
   55.500000     0.659939     0.357658
   56.500000     0.706885     0.451490
   57.500000     0.778815     0.378786
   58.500000     1.010185     0.472499
   59.500000     1.125409     0.376917
   60.500000     1.632059     0.404520
   61.500000     1.668999     0.353921
   62.500000     2.060250     0.455729
   63.500000     2.073405     0.387601
   64.500000     3.030860     0.499104
   65.500000     2.362178     0.456799
   66.500000     4.013148     0.470800
   67.500000     5.288538     0.436865
   68.500000     5.927144     0.518276
