           z         mean           se
    0.500000    17.824062     0.082520
    1.500000    17.824062     0.082520
    2.500000    17.824062     0.082520
    3.500000    17.824062     0.082520
    4.500000    17.824062     0.082520
    5.500000    17.496587     0.251100
    6.500000    16.924181     0.482548
    7.500000    13.933938     0.537598
    8.500000     9.151989     0.420433
    9.500000     5.232471     0.335917
   10.500000     1.839445     0.228131
   11.500000    -0.823216     0.201201
   12.500000    -2.778148     0.178527
   13.500000    -4.167361     0.158595
   14.500000    -4.996154     0.138691
   15.500000    -5.244521     0.125750
   16.500000    -4.974328     0.128051
   17.500000    -4.295892     0.139468
   18.500000    -3.350110     0.142929
   19.500000    -2.274758     0.161247
   20.500000    -1.115798     0.150260
   21.500000    -0.018782     0.130292
   22.500000     0.903901     0.142250
   23.500000     1.659517     0.164919
   24.500000     2.136962     0.139100
   25.500000     2.313913     0.134484
   26.500000     2.258590     0.106590
   27.500000     2.037115     0.080310
   28.500000     1.754674     0.079515
   29.500000     1.443440     0.075643
   30.500000     1.206431     0.062337
   31.500000     0.959754     0.071494
   32.500000     0.798954     0.074825
   33.500000     0.643136     0.053875
   34.500000     0.547876     0.050916
   35.500000     0.402466     0.050970
   36.500000     0.337203     0.047677
   37.500000     0.279551     0.033787
   38.500000     0.201778     0.024724
   39.500000     0.159518     0.018745
   40.500000     0.115439     0.020468
   41.500000     0.088407     0.028008
   42.500000     0.032745     0.013191
   43.500000    -0.000938     0.013203
   44.500000    -0.005161     0.013118
   45.500000    -0.016377     0.015468
   46.500000    -0.047017     0.021822
   47.500000    -0.040681     0.016212
   48.500000    -0.058097     0.025515
   49.500000    -0.068319     0.023419
   50.500000    -0.084873     0.024253
   51.500000    -0.106420     0.029709
   52.500000    -0.100323     0.028812
   53.500000    -0.098396     0.045618
   54.500000    -0.127312     0.035076
   55.500000    -0.108581     0.032632
   56.500000    -0.110985     0.039356
   57.500000    -0.107902     0.034665
   58.500000    -0.070312     0.033788
   59.500000    -0.014505     0.047576
   60.500000     0.130900     0.040171
   61.500000     0.378688     0.045439
   62.500000     0.695698     0.047415
   63.500000     1.068894     0.049606
   64.500000     1.479057     0.060007
   65.500000     2.009628     0.077640
   66.500000     2.727645     0.095810
   67.500000     3.675707     0.125296
   68.500000     4.888805     0.185681
   69.500000     6.563948     0.277058
   70.500000     8.497509     0.411059
   71.500000    10.850905     0.499736
   72.500000    13.678524     0.636002
   73.500000    14.776367     0.705251
   74.500000    17.103564     0.428615
   75.500000    17.314948     0.384056
   76.500000    17.729843     0.089891
