           z         mean           se
  -74.500000     0.000001     0.000000
  -73.500000     0.000008     0.000003
  -72.500000     0.000039     0.000006
  -71.500000     0.000156     0.000019
  -70.500000     0.000428     0.000055
  -69.500000     0.001044     0.000087
  -68.500000     0.002183     0.000115
  -67.500000     0.003869     0.000139
  -66.500000     0.005899     0.000147
  -65.500000     0.007891     0.000144
  -64.500000     0.009317     0.000127
  -63.500000     0.010128     0.000143
  -62.500000     0.010380     0.000120
  -61.500000     0.010559     0.000155
  -60.500000     0.010496     0.000128
  -59.500000     0.010560     0.000127
  -58.500000     0.010493     0.000151
  -57.500000     0.010586     0.000136
  -56.500000     0.010578     0.000147
  -55.500000     0.010468     0.000139
  -54.500000     0.010579     0.000184
  -53.500000     0.010632     0.000146
  -52.500000     0.010728     0.000191
  -51.500000     0.010637     0.000174
  -50.500000     0.010627     0.000189
  -49.500000     0.010698     0.000153
  -48.500000     0.010608     0.000155
  -47.500000     0.010614     0.000158
  -46.500000     0.010767     0.000102
  -45.500000     0.010582     0.000161
  -44.500000     0.010614     0.000098
  -43.500000     0.010694     0.000111
  -42.500000     0.010781     0.000079
  -41.500000     0.010796     0.000071
  -40.500000     0.010838     0.000085
  -39.500000     0.010999     0.000126
  -38.500000     0.011003     0.000119
  -37.500000     0.011069     0.000127
  -36.500000     0.011171     0.000145
  -35.500000     0.011458     0.000156
  -34.500000     0.011615     0.000134
  -33.500000     0.012007     0.000161
  -32.500000     0.012493     0.000170
  -31.500000     0.013034     0.000145
  -30.500000     0.013509     0.000158
  -29.500000     0.013831     0.000238
  -28.500000     0.013830     0.000286
  -27.500000     0.013123     0.000256
  -26.500000     0.011597     0.000168
  -25.500000     0.009145     0.000174
  -24.500000     0.006572     0.000167
  -23.500000     0.004108     0.000149
  -22.500000     0.002354     0.000109
  -21.500000     0.001303     0.000077
  -20.500000     0.000763     0.000054
  -19.500000     0.000471     0.000054
  -18.500000     0.000340     0.000054
  -17.500000     0.000230     0.000036
  -16.500000     0.000128     0.000023
  -15.500000     0.000056     0.000012
  -14.500000     0.000025     0.000010
  -13.500000     0.000007     0.000004
  -12.500000     0.000001     0.000000
  -11.500000     0.000000     0.000000
  -10.500000     0.000000     0.000000
   -9.500000     0.000000     0.000000
   -8.500000     0.000000     0.000000
   -7.500000     0.000000     0.000000
   -6.500000     0.000000     0.000000
   -5.500000     0.000000     0.000000
   -4.500000     0.000000     0.000000
   -3.500000     0.000000     0.000000
   -2.500000     0.000000     0.000000
   -1.500000     0.000000     0.000000
   -0.500000     0.000000     0.000000
    0.500000     0.000000     0.000000
    1.500000     0.000000     0.000000
    2.500000     0.000000     0.000000
    3.500000     0.000000     0.000000
    4.500000     0.000000     0.000000
    5.500000     0.000000     0.000000
    6.500000     0.000000     0.000000
    7.500000     0.000000     0.000000
    8.500000     0.000000     0.000000
    9.500000     0.000000     0.000000
   10.500000     0.000000     0.000000
   11.500000     0.000000     0.000000
   12.500000     0.000001     0.000001
   13.500000     0.000011     0.000006
   14.500000     0.000027     0.000012
   15.500000     0.000082     0.000033
   16.500000     0.000167     0.000057
   17.500000     0.000292     0.000079
   18.500000     0.000428     0.000087
   19.500000     0.000552     0.000093
   20.500000     0.000764     0.000089
   21.500000     0.001283     0.000089
   22.500000     0.002385     0.000095
   23.500000     0.004113     0.000104
   24.500000     0.006418     0.000068
   25.500000     0.008989     0.000112
   26.500000     0.011468     0.000175
   27.500000     0.013174     0.000233
   28.500000     0.013918     0.000196
   29.500000     0.013950     0.000214
   30.500000     0.013592     0.000178
   31.500000     0.013110     0.000204
   32.500000     0.012448     0.000114
   33.500000     0.012155     0.000135
   34.500000     0.011856     0.000150
   35.500000     0.011658     0.000124
   36.500000     0.011463     0.000153
   37.500000     0.011293     0.000152
   38.500000     0.011109     0.000205
   39.500000     0.010990     0.000165
   40.500000     0.010824     0.000195
   41.500000     0.010842     0.000169
   42.500000     0.010716     0.000168
   43.500000     0.010731     0.000169
   44.500000     0.010681     0.000140
   45.500000     0.010725     0.000163
   46.500000     0.010694     0.000150
   47.500000     0.010781     0.000138
   48.500000     0.010714     0.000116
   49.500000     0.010782     0.000155
   50.500000     0.010747     0.000142
   51.500000     0.010745     0.000130
   52.500000     0.010666     0.000119
   53.500000     0.010663     0.000080
   54.500000     0.010702     0.000090
   55.500000     0.010643     0.000134
   56.500000     0.010734     0.000090
   57.500000     0.010749     0.000090
   58.500000     0.010618     0.000086
   59.500000     0.010699     0.000065
   60.500000     0.010680     0.000085
   61.500000     0.010689     0.000102
   62.500000     0.010705     0.000110
   63.500000     0.010635     0.000093
   64.500000     0.010593     0.000113
   65.500000     0.010426     0.000124
   66.500000     0.010073     0.000136
   67.500000     0.009406     0.000131
   68.500000     0.008153     0.000128
   69.500000     0.006241     0.000150
   70.500000     0.004292     0.000146
   71.500000     0.002436     0.000128
   72.500000     0.001214     0.000103
   73.500000     0.000531     0.000065
   74.500000     0.000186     0.000024
   75.500000     0.000054     0.000006
   76.500000     0.000012     0.000003
   77.500000     0.000002     0.000001
   78.500000     0.000000     0.000000
