#frame monomer_traj1 monomer_traj2 monomer_traj3 monomer_moy standard_error popc_alone_traj1 popc_alone_traj2 popc_alone_traj3 popc_alone_moy standard_error
0 73.077 92.308 69.231 78.205 7.138 0.000 0.000 0.000 0.000 0.000
1 69.231 84.615 76.923 76.923 4.441 0.000 0.000 0.000 0.000 0.000
2 80.769 84.615 61.538 75.641 7.138 0.000 0.000 0.000 0.000 0.000
3 73.077 69.231 73.077 71.795 1.282 0.000 0.000 0.000 0.000 0.000
4 76.923 92.308 80.769 83.333 4.623 0.000 0.000 0.000 0.000 0.000
5 69.231 100.000 76.923 82.051 9.245 0.000 0.000 0.000 0.000 0.000
6 84.615 100.000 80.769 88.462 5.875 0.000 0.000 0.000 0.000 0.000
7 92.308 69.231 84.615 82.051 6.784 0.000 0.000 0.000 0.000 0.000
8 92.308 69.231 84.615 82.051 6.784 0.000 0.000 0.000 0.000 0.000
9 76.923 73.077 69.231 73.077 2.221 0.000 0.000 0.000 0.000 0.000
10 84.615 76.923 69.231 76.923 4.441 0.000 0.000 0.000 0.000 0.000
11 84.615 92.308 84.615 87.179 2.564 0.000 0.000 0.000 0.000 0.000
12 69.231 84.615 84.615 79.487 5.128 0.000 0.000 0.000 0.000 0.000
13 53.846 65.385 73.077 64.103 5.588 0.000 0.000 0.000 0.000 0.000
14 65.385 84.615 61.538 70.513 7.138 0.000 0.000 0.000 0.000 0.000
15 69.231 73.077 61.538 67.949 3.392 0.000 0.000 0.000 0.000 0.000
16 69.231 84.615 65.385 73.077 5.875 0.000 0.000 0.000 0.000 0.000
17 84.615 65.385 80.769 76.923 5.875 0.000 0.000 0.000 0.000 0.000
18 61.538 53.846 65.385 60.256 3.392 0.000 0.000 0.000 0.000 0.000
19 76.923 80.769 61.538 73.077 5.875 0.000 0.000 0.000 0.000 0.000
20 61.538 84.615 50.000 65.385 10.176 0.000 0.000 0.000 0.000 0.000
21 57.692 76.923 76.923 70.513 6.410 0.000 0.000 0.000 0.000 0.000
22 57.692 84.615 65.385 69.231 8.006 0.000 0.000 0.000 0.000 0.000
23 69.231 69.231 84.615 74.359 5.128 0.000 0.000 0.000 0.000 0.000
24 53.846 76.923 61.538 64.103 6.784 0.000 0.000 0.000 0.000 0.000
25 61.538 84.615 69.231 71.795 6.784 0.000 0.000 0.000 0.000 0.000
26 61.538 92.308 69.231 74.359 9.245 0.000 0.000 0.000 0.000 0.000
27 46.154 92.308 69.231 69.231 13.323 0.000 0.000 0.000 0.000 0.000
28 73.077 76.923 76.923 75.641 1.282 0.000 0.000 0.000 0.000 0.000
29 88.462 76.923 84.615 83.333 3.392 0.000 0.000 0.000 0.000 0.000
30 84.615 84.615 65.385 78.205 6.410 0.000 0.000 0.000 0.000 0.000
31 84.615 84.615 65.385 78.205 6.410 0.000 0.000 0.000 0.000 0.000
32 92.308 92.308 57.692 80.769 11.538 0.000 0.000 0.000 0.000 0.000
33 92.308 69.231 76.923 79.487 6.784 0.000 0.000 0.000 0.000 0.000
34 92.308 69.231 76.923 79.487 6.784 0.000 0.000 0.000 0.000 0.000
35 61.538 84.615 92.308 79.487 9.245 0.000 0.000 0.000 0.000 0.000
36 61.538 84.615 88.462 78.205 8.407 0.000 0.000 0.000 0.000 0.000
37 76.923 65.385 69.231 70.513 3.392 0.000 0.000 0.000 0.000 0.000
38 73.077 88.462 76.923 79.487 4.623 0.000 0.000 0.000 0.000 0.000
39 76.923 69.231 76.923 74.359 2.564 0.000 0.000 0.000 0.000 0.000
40 84.615 61.538 73.077 73.077 6.662 0.000 0.000 0.000 0.000 0.000
41 76.923 76.923 80.769 78.205 1.282 0.000 0.000 0.000 0.000 0.000
42 76.923 50.000 73.077 66.667 8.407 0.000 0.000 0.000 0.000 0.000
43 69.231 84.615 69.231 74.359 5.128 0.000 0.000 0.000 0.000 0.000
44 65.385 84.615 69.231 73.077 5.875 0.000 0.000 0.000 0.000 0.000
45 84.615 92.308 80.769 85.897 3.392 0.000 0.000 0.000 0.000 0.000
46 84.615 88.462 73.077 82.051 4.623 0.000 0.000 0.000 0.000 0.000
47 84.615 76.923 57.692 73.077 8.006 0.000 0.000 0.000 0.000 0.000
48 100.000 84.615 65.385 83.333 10.013 0.000 0.000 0.000 0.000 0.000
49 84.615 65.385 69.231 73.077 5.875 0.000 0.000 0.000 0.000 0.000
50 84.615 53.846 69.231 69.231 8.882 0.000 0.000 0.000 0.000 0.000
51 69.231 73.077 69.231 70.513 1.282 0.000 0.000 0.000 0.000 0.000
52 84.615 69.231 84.615 79.487 5.128 0.000 0.000 0.000 0.000 0.000
53 92.308 73.077 73.077 79.487 6.410 0.000 0.000 0.000 0.000 0.000
54 76.923 76.923 73.077 75.641 1.282 0.000 0.000 0.000 0.000 0.000
55 84.615 84.615 65.385 78.205 6.410 0.000 0.000 0.000 0.000 0.000
56 65.385 80.769 76.923 74.359 4.623 0.000 0.000 0.000 0.000 0.000
57 65.385 73.077 69.231 69.231 2.221 0.000 0.000 0.000 0.000 0.000
