#frame monomer_traj1 monomer_traj2 monomer_traj3 monomer_moy standard_error popc_alone_traj1 popc_alone_traj2 popc_alone_traj3 popc_alone_moy standard_error
0 100.000 84.615 92.308 92.308 4.441 0.000 0.000 0.000 0.000 0.000
1 100.000 84.615 88.462 91.026 4.623 0.000 0.000 0.000 0.000 0.000
2 100.000 92.308 84.615 92.308 4.441 0.000 0.000 0.000 0.000 0.000
3 92.308 92.308 92.308 92.308 0.000 0.000 0.000 0.000 0.000 0.000
4 100.000 92.308 92.308 94.872 2.564 0.000 0.000 0.000 0.000 0.000
5 92.308 92.308 92.308 92.308 0.000 0.000 0.000 0.000 0.000 0.000
6 92.308 84.615 92.308 89.744 2.564 0.000 0.000 0.000 0.000 0.000
7 84.615 92.308 100.000 92.308 4.441 0.000 0.000 0.000 0.000 0.000
8 92.308 100.000 92.308 94.872 2.564 0.000 0.000 0.000 0.000 0.000
9 92.308 92.308 100.000 94.872 2.564 0.000 0.000 0.000 0.000 0.000
10 92.308 100.000 100.000 97.436 2.564 0.000 0.000 0.000 0.000 0.000
11 76.923 92.308 92.308 87.179 5.128 0.000 0.000 0.000 0.000 0.000
12 84.615 80.769 92.308 85.897 3.392 0.000 0.000 0.000 0.000 0.000
13 92.308 100.000 92.308 94.872 2.564 0.000 0.000 0.000 0.000 0.000
14 100.000 100.000 84.615 94.872 5.128 0.000 0.000 0.000 0.000 0.000
15 84.615 84.615 92.308 87.179 2.564 0.000 0.000 0.000 0.000 0.000
16 84.615 92.308 92.308 89.744 2.564 0.000 0.000 0.000 0.000 0.000
17 100.000 100.000 100.000 100.000 0.000 0.000 0.000 0.000 0.000 0.000
18 92.308 92.308 100.000 94.872 2.564 0.000 0.000 0.000 0.000 0.000
19 100.000 84.615 100.000 94.872 5.128 0.000 0.000 0.000 0.000 0.000
20 92.308 92.308 80.769 88.462 3.846 0.000 0.000 0.000 0.000 0.000
21 100.000 92.308 100.000 97.436 2.564 0.000 0.000 0.000 0.000 0.000
22 92.308 92.308 92.308 92.308 0.000 0.000 0.000 0.000 0.000 0.000
23 100.000 84.615 92.308 92.308 4.441 0.000 0.000 0.000 0.000 0.000
24 92.308 100.000 92.308 94.872 2.564 0.000 0.000 0.000 0.000 0.000
25 100.000 100.000 92.308 97.436 2.564 0.000 0.000 0.000 0.000 0.000
26 92.308 100.000 92.308 94.872 2.564 0.000 0.000 0.000 0.000 0.000
27 100.000 100.000 92.308 97.436 2.564 0.000 0.000 0.000 0.000 0.000
28 84.615 92.308 100.000 92.308 4.441 0.000 0.000 0.000 0.000 0.000
29 100.000 100.000 92.308 97.436 2.564 0.000 0.000 0.000 0.000 0.000
30 100.000 92.308 92.308 94.872 2.564 0.000 0.000 0.000 0.000 0.000
31 76.923 100.000 100.000 92.308 7.692 0.000 0.000 0.000 0.000 0.000
32 92.308 92.308 100.000 94.872 2.564 0.000 0.000 0.000 0.000 0.000
33 88.462 84.615 100.000 91.026 4.623 0.000 0.000 0.000 0.000 0.000
34 84.615 92.308 92.308 89.744 2.564 0.000 0.000 0.000 0.000 0.000
35 100.000 84.615 100.000 94.872 5.128 0.000 0.000 0.000 0.000 0.000
36 84.615 100.000 84.615 89.744 5.128 0.000 0.000 0.000 0.000 0.000
37 100.000 92.308 88.462 93.590 3.392 0.000 0.000 0.000 0.000 0.000
38 92.308 69.231 92.308 84.615 7.692 0.000 0.000 0.000 0.000 0.000
39 88.462 100.000 84.615 91.026 4.623 0.000 0.000 0.000 0.000 0.000
40 100.000 92.308 100.000 97.436 2.564 0.000 0.000 0.000 0.000 0.000
41 92.308 100.000 92.308 94.872 2.564 0.000 0.000 0.000 0.000 0.000
42 100.000 92.308 84.615 92.308 4.441 0.000 0.000 0.000 0.000 0.000
43 100.000 100.000 100.000 100.000 0.000 0.000 0.000 0.000 0.000 0.000
44 88.462 92.308 84.615 88.462 2.221 0.000 0.000 0.000 0.000 0.000
45 100.000 84.615 100.000 94.872 5.128 0.000 0.000 0.000 0.000 0.000
46 92.308 92.308 84.615 89.744 2.564 0.000 0.000 0.000 0.000 0.000
47 84.615 100.000 92.308 92.308 4.441 0.000 0.000 0.000 0.000 0.000
48 84.615 100.000 100.000 94.872 5.128 0.000 0.000 0.000 0.000 0.000
49 92.308 88.462 84.615 88.462 2.221 0.000 0.000 0.000 0.000 0.000
50 100.000 73.077 84.615 85.897 7.798 0.000 0.000 0.000 0.000 0.000
51 84.615 84.615 92.308 87.179 2.564 0.000 0.000 0.000 0.000 0.000
52 100.000 100.000 76.923 92.308 7.692 0.000 0.000 0.000 0.000 0.000
53 100.000 92.308 84.615 92.308 4.441 0.000 0.000 0.000 0.000 0.000
54 100.000 100.000 84.615 94.872 5.128 0.000 0.000 0.000 0.000 0.000
55 80.769 84.615 92.308 85.897 3.392 0.000 0.000 0.000 0.000 0.000
56 100.000 84.615 80.769 88.462 5.875 0.000 0.000 0.000 0.000 0.000
57 92.308 92.308 92.308 92.308 0.000 0.000 0.000 0.000 0.000 0.000
58 100.000 84.615 92.308 92.308 4.441 0.000 0.000 0.000 0.000 0.000
59 100.000 100.000 84.615 94.872 5.128 0.000 0.000 0.000 0.000 0.000
60 84.615 84.615 92.308 87.179 2.564 0.000 0.000 0.000 0.000 0.000
61 100.000 92.308 100.000 97.436 2.564 0.000 0.000 0.000 0.000 0.000
62 84.615 92.308 100.000 92.308 4.441 0.000 0.000 0.000 0.000 0.000
63 92.308 84.615 92.308 89.744 2.564 0.000 0.000 0.000 0.000 0.000
64 84.615 100.000 92.308 92.308 4.441 0.000 0.000 0.000 0.000 0.000
65 92.308 84.615 100.000 92.308 4.441 0.000 0.000 0.000 0.000 0.000
66 92.308 100.000 84.615 92.308 4.441 0.000 0.000 0.000 0.000 0.000
67 92.308 84.615 100.000 92.308 4.441 0.000 0.000 0.000 0.000 0.000
68 92.308 84.615 100.000 92.308 4.441 0.000 0.000 0.000 0.000 0.000
69 92.308 84.615 92.308 89.744 2.564 0.000 0.000 0.000 0.000 0.000
70 76.923 92.308 84.615 84.615 4.441 0.000 0.000 0.000 0.000 0.000
71 100.000 84.615 84.615 89.744 5.128 0.000 0.000 0.000 0.000 0.000
72 92.308 92.308 84.615 89.744 2.564 0.000 0.000 0.000 0.000 0.000
73 92.308 92.308 92.308 92.308 0.000 0.000 0.000 0.000 0.000 0.000
74 100.000 92.308 84.615 92.308 4.441 0.000 0.000 0.000 0.000 0.000
75 92.308 84.615 84.615 87.179 2.564 0.000 0.000 0.000 0.000 0.000
76 100.000 92.308 84.615 92.308 4.441 0.000 0.000 0.000 0.000 0.000
77 92.308 92.308 100.000 94.872 2.564 0.000 0.000 0.000 0.000 0.000
78 84.615 92.308 100.000 92.308 4.441 0.000 0.000 0.000 0.000 0.000
79 100.000 100.000 100.000 100.000 0.000 0.000 0.000 0.000 0.000 0.000
80 92.308 100.000 92.308 94.872 2.564 0.000 0.000 0.000 0.000 0.000
81 92.308 92.308 100.000 94.872 2.564 0.000 0.000 0.000 0.000 0.000
82 92.308 92.308 100.000 94.872 2.564 0.000 0.000 0.000 0.000 0.000
83 92.308 76.923 100.000 89.744 6.784 0.000 0.000 0.000 0.000 0.000
84 84.615 100.000 80.769 88.462 5.875 0.000 0.000 0.000 0.000 0.000
85 92.308 80.769 88.462 87.179 3.392 0.000 0.000 0.000 0.000 0.000
86 100.000 100.000 100.000 100.000 0.000 0.000 0.000 0.000 0.000 0.000
87 100.000 92.308 100.000 97.436 2.564 0.000 0.000 0.000 0.000 0.000
88 92.308 92.308 84.615 89.744 2.564 0.000 0.000 0.000 0.000 0.000
89 92.308 100.000 76.923 89.744 6.784 0.000 0.000 0.000 0.000 0.000
90 100.000 92.308 100.000 97.436 2.564 0.000 0.000 0.000 0.000 0.000
91 100.000 84.615 80.769 88.462 5.875 0.000 0.000 0.000 0.000 0.000
92 84.615 92.308 92.308 89.744 2.564 0.000 0.000 0.000 0.000 0.000
93 92.308 100.000 100.000 97.436 2.564 0.000 0.000 0.000 0.000 0.000
94 84.615 92.308 100.000 92.308 4.441 0.000 0.000 0.000 0.000 0.000
95 84.615 76.923 92.308 84.615 4.441 0.000 0.000 0.000 0.000 0.000
96 92.308 84.615 100.000 92.308 4.441 0.000 0.000 0.000 0.000 0.000
97 84.615 100.000 92.308 92.308 4.441 0.000 0.000 0.000 0.000 0.000
98 100.000 92.308 100.000 97.436 2.564 0.000 0.000 0.000 0.000 0.000
99 100.000 84.615 92.308 92.308 4.441 0.000 0.000 0.000 0.000 0.000
100 80.769 92.308 100.000 91.026 5.588 0.000 0.000 0.000 0.000 0.000
101 100.000 92.308 92.308 94.872 2.564 0.000 0.000 0.000 0.000 0.000
102 84.615 100.000 92.308 92.308 4.441 0.000 0.000 0.000 0.000 0.000
103 92.308 92.308 92.308 92.308 0.000 0.000 0.000 0.000 0.000 0.000
104 92.308 84.615 92.308 89.744 2.564 0.000 0.000 0.000 0.000 0.000
105 84.615 92.308 100.000 92.308 4.441 0.000 0.000 0.000 0.000 0.000
106 84.615 100.000 92.308 92.308 4.441 0.000 0.000 0.000 0.000 0.000
107 100.000 92.308 92.308 94.872 2.564 0.000 0.000 0.000 0.000 0.000
108 100.000 100.000 92.308 97.436 2.564 0.000 0.000 0.000 0.000 0.000
109 100.000 100.000 92.308 97.436 2.564 0.000 0.000 0.000 0.000 0.000
110 92.308 100.000 84.615 92.308 4.441 0.000 0.000 0.000 0.000 0.000
111 84.615 100.000 92.308 92.308 4.441 0.000 0.000 0.000 0.000 0.000
112 100.000 84.615 92.308 92.308 4.441 0.000 0.000 0.000 0.000 0.000
113 92.308 84.615 92.308 89.744 2.564 0.000 0.000 0.000 0.000 0.000
114 100.000 100.000 100.000 100.000 0.000 0.000 0.000 0.000 0.000 0.000
115 100.000 100.000 100.000 100.000 0.000 0.000 0.000 0.000 0.000 0.000
