#frame monomer_traj1 monomer_traj2 monomer_traj3 monomer_moy standard_error popc_alone_traj1 popc_alone_traj2 popc_alone_traj3 popc_alone_moy standard_error
0 76.923 69.231 61.538 69.231 4.441 0.000 0.000 0.000 0.000 0.000
1 61.538 65.385 73.077 66.667 3.392 0.000 0.000 0.000 0.000 0.000
2 57.692 92.308 84.615 78.205 10.494 0.000 0.000 0.000 0.000 0.000
3 65.385 84.615 57.692 69.231 8.006 0.000 0.000 0.000 0.000 0.000
4 57.692 76.923 76.923 70.513 6.410 0.000 0.000 0.000 0.000 0.000
5 50.000 88.462 84.615 74.359 12.230 0.000 0.000 0.000 0.000 0.000
6 69.231 76.923 80.769 75.641 3.392 0.000 0.000 0.000 0.000 0.000
7 69.231 76.923 76.923 74.359 2.564 0.000 0.000 0.000 0.000 0.000
8 92.308 84.615 84.615 87.179 2.564 0.000 0.000 0.000 0.000 0.000
9 73.077 61.538 65.385 66.667 3.392 0.000 0.000 0.000 0.000 0.000
10 65.385 76.923 53.846 65.385 6.662 0.000 0.000 0.000 0.000 0.000
11 42.308 53.846 57.692 51.282 4.623 0.000 0.000 0.000 0.000 0.000
12 73.077 73.077 69.231 71.795 1.282 0.000 0.000 0.000 0.000 0.000
13 42.308 46.154 84.615 57.692 13.507 0.000 0.000 0.000 0.000 0.000
14 61.538 76.923 65.385 67.949 4.623 0.000 0.000 0.000 0.000 0.000
15 57.692 57.692 46.154 53.846 3.846 0.000 0.000 0.000 0.000 0.000
16 69.231 73.077 69.231 70.513 1.282 0.000 0.000 0.000 0.000 0.000
17 88.462 80.769 57.692 75.641 9.245 0.000 0.000 0.000 0.000 0.000
18 80.769 73.077 65.385 73.077 4.441 0.000 0.000 0.000 0.000 0.000
19 84.615 84.615 80.769 83.333 1.282 0.000 0.000 0.000 0.000 0.000
20 92.308 73.077 46.154 70.513 13.385 0.000 0.000 0.000 0.000 0.000
21 76.923 57.692 73.077 69.231 5.875 0.000 0.000 0.000 0.000 0.000
22 84.615 69.231 46.154 66.667 11.177 0.000 0.000 0.000 0.000 0.000
23 73.077 76.923 61.538 70.513 4.623 0.000 0.000 0.000 0.000 0.000
24 76.923 69.231 42.308 62.821 10.494 0.000 0.000 0.000 0.000 0.000
25 53.846 61.538 84.615 66.667 9.245 0.000 0.000 0.000 0.000 0.000
26 84.615 61.538 61.538 69.231 7.692 0.000 0.000 0.000 0.000 0.000
27 50.000 84.615 53.846 62.821 10.954 0.000 0.000 0.000 0.000 0.000
28 61.538 69.231 65.385 65.385 2.221 0.000 0.000 0.000 0.000 0.000
29 88.462 65.385 38.462 64.103 14.448 0.000 0.000 0.000 0.000 0.000
30 50.000 61.538 65.385 58.974 4.623 0.000 0.000 0.000 0.000 0.000
31 61.538 65.385 69.231 65.385 2.221 0.000 0.000 0.000 0.000 0.000
32 61.538 76.923 65.385 67.949 4.623 0.000 0.000 0.000 0.000 0.000
33 61.538 53.846 65.385 60.256 3.392 0.000 0.000 0.000 0.000 0.000
34 61.538 61.538 69.231 64.103 2.564 0.000 0.000 0.000 0.000 0.000
35 65.385 61.538 61.538 62.821 1.282 0.000 0.000 0.000 0.000 0.000
36 76.923 65.385 76.923 73.077 3.846 0.000 0.000 0.000 0.000 0.000
37 80.769 65.385 76.923 74.359 4.623 0.000 0.000 0.000 0.000 0.000
38 53.846 65.385 65.385 61.538 3.846 0.000 0.000 0.000 0.000 0.000
39 69.231 88.462 69.231 75.641 6.410 0.000 0.000 0.000 0.000 0.000
40 65.385 61.538 73.077 66.667 3.392 0.000 0.000 0.000 0.000 0.000
41 84.615 50.000 76.923 70.513 10.494 0.000 0.000 0.000 0.000 0.000
42 53.846 53.846 65.385 57.692 3.846 0.000 0.000 0.000 0.000 0.000
43 69.231 76.923 69.231 71.795 2.564 0.000 0.000 0.000 0.000 0.000
44 84.615 80.769 73.077 79.487 3.392 0.000 0.000 0.000 0.000 0.000
45 73.077 57.692 65.385 65.385 4.441 0.000 0.000 0.000 0.000 0.000
46 61.538 69.231 57.692 62.821 3.392 0.000 0.000 0.000 0.000 0.000
47 61.538 65.385 76.923 67.949 4.623 0.000 0.000 0.000 0.000 0.000
48 61.538 42.308 42.308 48.718 6.410 0.000 0.000 0.000 0.000 0.000
49 57.692 53.846 76.923 62.821 7.138 0.000 0.000 0.000 0.000 0.000
50 73.077 57.692 69.231 66.667 4.623 0.000 0.000 0.000 0.000 0.000
51 76.923 61.538 61.538 66.667 5.128 0.000 0.000 0.000 0.000 0.000
52 50.000 61.538 69.231 60.256 5.588 0.000 0.000 0.000 0.000 0.000
53 80.769 53.846 69.231 67.949 7.798 0.000 0.000 0.000 0.000 0.000
54 76.923 76.923 76.923 76.923 0.000 0.000 0.000 0.000 0.000 0.000
55 50.000 92.308 46.154 62.821 14.785 0.000 0.000 0.000 0.000 0.000
56 84.615 61.538 76.923 74.359 6.784 0.000 0.000 0.000 0.000 0.000
57 65.385 92.308 69.231 75.641 8.407 0.000 0.000 0.000 0.000 0.000
58 69.231 92.308 73.077 78.205 7.138 0.000 0.000 0.000 0.000 0.000
59 73.077 46.154 80.769 66.667 10.494 0.000 0.000 0.000 0.000 0.000
60 38.462 73.077 73.077 61.538 11.538 0.000 0.000 0.000 0.000 0.000
61 76.923 61.538 69.231 69.231 4.441 0.000 0.000 0.000 0.000 0.000
62 61.538 61.538 69.231 64.103 2.564 0.000 0.000 0.000 0.000 0.000
