           z         mean           se
  -74.500000     0.000003     0.000001
  -73.500000     0.000020     0.000009
  -72.500000     0.000065     0.000022
  -71.500000     0.000207     0.000054
  -70.500000     0.000513     0.000097
  -69.500000     0.001208     0.000154
  -68.500000     0.002473     0.000190
  -67.500000     0.004201     0.000173
  -66.500000     0.006155     0.000170
  -65.500000     0.007982     0.000124
  -64.500000     0.009068     0.000114
  -63.500000     0.009884     0.000139
  -62.500000     0.010210     0.000152
  -61.500000     0.010424     0.000125
  -60.500000     0.010415     0.000134
  -59.500000     0.010523     0.000138
  -58.500000     0.010444     0.000179
  -57.500000     0.010519     0.000174
  -56.500000     0.010607     0.000172
  -55.500000     0.010602     0.000158
  -54.500000     0.010606     0.000225
  -53.500000     0.010625     0.000185
  -52.500000     0.010552     0.000179
  -51.500000     0.010593     0.000191
  -50.500000     0.010572     0.000217
  -49.500000     0.010597     0.000161
  -48.500000     0.010523     0.000207
  -47.500000     0.010489     0.000194
  -46.500000     0.010446     0.000182
  -45.500000     0.010458     0.000148
  -44.500000     0.010496     0.000186
  -43.500000     0.010483     0.000195
  -42.500000     0.010597     0.000172
  -41.500000     0.010540     0.000207
  -40.500000     0.010589     0.000181
  -39.500000     0.010552     0.000183
  -38.500000     0.010423     0.000180
  -37.500000     0.010556     0.000208
  -36.500000     0.010547     0.000200
  -35.500000     0.010510     0.000195
  -34.500000     0.010561     0.000228
  -33.500000     0.010490     0.000240
  -32.500000     0.010569     0.000235
  -31.500000     0.010641     0.000233
  -30.500000     0.010534     0.000237
  -29.500000     0.010441     0.000251
  -28.500000     0.010241     0.000208
  -27.500000     0.009613     0.000204
  -26.500000     0.008829     0.000162
  -25.500000     0.007608     0.000185
  -24.500000     0.006357     0.000133
  -23.500000     0.004952     0.000145
  -22.500000     0.003678     0.000136
  -21.500000     0.002908     0.000123
  -20.500000     0.002531     0.000119
  -19.500000     0.002608     0.000120
  -18.500000     0.003159     0.000130
  -17.500000     0.003910     0.000219
  -16.500000     0.004750     0.000344
  -15.500000     0.005171     0.000410
  -14.500000     0.005053     0.000461
  -13.500000     0.004351     0.000479
  -12.500000     0.003050     0.000331
  -11.500000     0.001754     0.000206
  -10.500000     0.000830     0.000112
   -9.500000     0.000350     0.000065
   -8.500000     0.000140     0.000035
   -7.500000     0.000047     0.000011
   -6.500000     0.000018     0.000010
   -5.500000     0.000005     0.000003
   -4.500000     0.000002     0.000001
   -3.500000     0.000000     0.000000
   -2.500000     0.000000     0.000000
   -1.500000     0.000000     0.000000
   -0.500000     0.000000     0.000000
    0.500000     0.000000     0.000000
    1.500000     0.000000     0.000000
    2.500000     0.000000     0.000000
    3.500000     0.000000     0.000000
    4.500000     0.000000     0.000000
    5.500000     0.000003     0.000001
    6.500000     0.000015     0.000004
    7.500000     0.000043     0.000011
    8.500000     0.000115     0.000019
    9.500000     0.000306     0.000044
   10.500000     0.000764     0.000074
   11.500000     0.001579     0.000118
   12.500000     0.002670     0.000155
   13.500000     0.003774     0.000256
   14.500000     0.004702     0.000344
   15.500000     0.004909     0.000387
   16.500000     0.004620     0.000383
   17.500000     0.003907     0.000356
   18.500000     0.003182     0.000257
   19.500000     0.002718     0.000195
   20.500000     0.002573     0.000134
   21.500000     0.002952     0.000091
   22.500000     0.003732     0.000095
   23.500000     0.004966     0.000123
   24.500000     0.006379     0.000158
   25.500000     0.007668     0.000158
   26.500000     0.008704     0.000188
   27.500000     0.009584     0.000215
   28.500000     0.010006     0.000224
   29.500000     0.010158     0.000241
   30.500000     0.010325     0.000204
   31.500000     0.010332     0.000219
   32.500000     0.010239     0.000237
   33.500000     0.010166     0.000191
   34.500000     0.010156     0.000220
   35.500000     0.010129     0.000255
   36.500000     0.010024     0.000233
   37.500000     0.010072     0.000218
   38.500000     0.009985     0.000204
   39.500000     0.010088     0.000227
   40.500000     0.010025     0.000234
   41.500000     0.010132     0.000271
   42.500000     0.010041     0.000212
   43.500000     0.010150     0.000228
   44.500000     0.010077     0.000215
   45.500000     0.010084     0.000205
   46.500000     0.010038     0.000197
   47.500000     0.010111     0.000203
   48.500000     0.010063     0.000173
   49.500000     0.009959     0.000169
   50.500000     0.010176     0.000178
   51.500000     0.010147     0.000173
   52.500000     0.010166     0.000179
   53.500000     0.010232     0.000141
   54.500000     0.010299     0.000132
   55.500000     0.010364     0.000106
   56.500000     0.010450     0.000114
   57.500000     0.010412     0.000082
   58.500000     0.010485     0.000102
   59.500000     0.010447     0.000133
   60.500000     0.010431     0.000121
   61.500000     0.010424     0.000123
   62.500000     0.010430     0.000134
   63.500000     0.010488     0.000141
   64.500000     0.010394     0.000138
   65.500000     0.010132     0.000127
   66.500000     0.009809     0.000104
   67.500000     0.008962     0.000102
   68.500000     0.007783     0.000140
   69.500000     0.006015     0.000159
   70.500000     0.004091     0.000198
   71.500000     0.002327     0.000189
   72.500000     0.001138     0.000143
   73.500000     0.000473     0.000090
   74.500000     0.000187     0.000049
   75.500000     0.000067     0.000021
   76.500000     0.000018     0.000007
   77.500000     0.000003     0.000001
   78.500000     0.000000     0.000000
