           z         mean           se
  -73.500000     0.000000     0.000000
  -72.500000     0.000005     0.000002
  -71.500000     0.000045     0.000011
  -70.500000     0.000187     0.000027
  -69.500000     0.000589     0.000064
  -68.500000     0.001477     0.000123
  -67.500000     0.002983     0.000171
  -66.500000     0.004867     0.000194
  -65.500000     0.006762     0.000199
  -64.500000     0.008085     0.000167
  -63.500000     0.008952     0.000116
  -62.500000     0.009415     0.000086
  -61.500000     0.009528     0.000094
  -60.500000     0.009572     0.000094
  -59.500000     0.009593     0.000114
  -58.500000     0.009643     0.000099
  -57.500000     0.009749     0.000105
  -56.500000     0.009619     0.000117
  -55.500000     0.009682     0.000118
  -54.500000     0.009676     0.000115
  -53.500000     0.009635     0.000130
  -52.500000     0.009635     0.000164
  -51.500000     0.009655     0.000157
  -50.500000     0.009745     0.000178
  -49.500000     0.009562     0.000190
  -48.500000     0.009629     0.000167
  -47.500000     0.009583     0.000150
  -46.500000     0.009573     0.000144
  -45.500000     0.009582     0.000138
  -44.500000     0.009479     0.000128
  -43.500000     0.009473     0.000150
  -42.500000     0.009491     0.000160
  -41.500000     0.009562     0.000156
  -40.500000     0.009570     0.000145
  -39.500000     0.009567     0.000150
  -38.500000     0.009544     0.000169
  -37.500000     0.009476     0.000200
  -36.500000     0.009538     0.000185
  -35.500000     0.009451     0.000225
  -34.500000     0.009587     0.000215
  -33.500000     0.009520     0.000206
  -32.500000     0.009598     0.000196
  -31.500000     0.009634     0.000163
  -30.500000     0.009628     0.000201
  -29.500000     0.009601     0.000189
  -28.500000     0.009322     0.000213
  -27.500000     0.009001     0.000192
  -26.500000     0.008352     0.000226
  -25.500000     0.007574     0.000224
  -24.500000     0.006523     0.000182
  -23.500000     0.005350     0.000149
  -22.500000     0.004239     0.000140
  -21.500000     0.003381     0.000136
  -20.500000     0.003034     0.000179
  -19.500000     0.003303     0.000215
  -18.500000     0.004183     0.000257
  -17.500000     0.005606     0.000332
  -16.500000     0.007486     0.000443
  -15.500000     0.009665     0.000605
  -14.500000     0.010780     0.000593
  -13.500000     0.010654     0.000582
  -12.500000     0.009026     0.000567
  -11.500000     0.006546     0.000534
  -10.500000     0.003970     0.000413
   -9.500000     0.001998     0.000270
   -8.500000     0.000939     0.000125
   -7.500000     0.000411     0.000065
   -6.500000     0.000149     0.000031
   -5.500000     0.000059     0.000013
   -4.500000     0.000034     0.000010
   -3.500000     0.000028     0.000009
   -2.500000     0.000020     0.000007
   -1.500000     0.000019     0.000008
   -0.500000     0.000017     0.000007
    0.500000     0.000016     0.000008
    1.500000     0.000019     0.000009
    2.500000     0.000013     0.000006
    3.500000     0.000017     0.000007
    4.500000     0.000022     0.000008
    5.500000     0.000051     0.000017
    6.500000     0.000118     0.000033
    7.500000     0.000341     0.000069
    8.500000     0.000855     0.000133
    9.500000     0.001872     0.000189
   10.500000     0.003679     0.000268
   11.500000     0.006188     0.000384
   12.500000     0.008756     0.000478
   13.500000     0.010584     0.000599
   14.500000     0.010970     0.000604
   15.500000     0.009655     0.000614
   16.500000     0.007681     0.000560
   17.500000     0.005760     0.000393
   18.500000     0.004165     0.000288
   19.500000     0.003241     0.000228
   20.500000     0.002926     0.000133
   21.500000     0.003198     0.000100
   22.500000     0.003992     0.000096
   23.500000     0.004996     0.000135
   24.500000     0.006220     0.000163
   25.500000     0.007288     0.000197
   26.500000     0.008194     0.000194
   27.500000     0.008716     0.000210
   28.500000     0.009072     0.000260
   29.500000     0.009289     0.000256
   30.500000     0.009400     0.000223
   31.500000     0.009391     0.000190
   32.500000     0.009338     0.000211
   33.500000     0.009279     0.000146
   34.500000     0.009334     0.000199
   35.500000     0.009367     0.000200
   36.500000     0.009308     0.000173
   37.500000     0.009301     0.000184
   38.500000     0.009337     0.000217
   39.500000     0.009322     0.000182
   40.500000     0.009433     0.000190
   41.500000     0.009441     0.000208
   42.500000     0.009434     0.000198
   43.500000     0.009409     0.000209
   44.500000     0.009300     0.000196
   45.500000     0.009354     0.000166
   46.500000     0.009338     0.000190
   47.500000     0.009469     0.000206
   48.500000     0.009383     0.000149
   49.500000     0.009315     0.000147
   50.500000     0.009312     0.000150
   51.500000     0.009400     0.000139
   52.500000     0.009400     0.000154
   53.500000     0.009417     0.000143
   54.500000     0.009454     0.000144
   55.500000     0.009408     0.000134
   56.500000     0.009504     0.000174
   57.500000     0.009534     0.000138
   58.500000     0.009496     0.000147
   59.500000     0.009519     0.000131
   60.500000     0.009510     0.000106
   61.500000     0.009409     0.000115
   62.500000     0.009532     0.000125
   63.500000     0.009545     0.000140
   64.500000     0.009524     0.000112
   65.500000     0.009335     0.000115
   66.500000     0.008782     0.000155
   67.500000     0.007969     0.000218
   68.500000     0.006356     0.000216
   69.500000     0.004473     0.000204
   70.500000     0.002644     0.000166
   71.500000     0.001266     0.000112
   72.500000     0.000478     0.000058
   73.500000     0.000134     0.000023
   74.500000     0.000029     0.000008
   75.500000     0.000004     0.000002
   76.500000     0.000000     0.000000
