           z         mean           se
  -73.500000     0.000000     0.000000
  -72.500000     0.000002     0.000001
  -71.500000     0.000018     0.000005
  -70.500000     0.000103     0.000014
  -69.500000     0.000351     0.000038
  -68.500000     0.000911     0.000073
  -67.500000     0.002004     0.000122
  -66.500000     0.003554     0.000173
  -65.500000     0.005431     0.000213
  -64.500000     0.007122     0.000230
  -63.500000     0.008384     0.000229
  -62.500000     0.009179     0.000202
  -61.500000     0.009570     0.000160
  -60.500000     0.009609     0.000171
  -59.500000     0.009598     0.000188
  -58.500000     0.009748     0.000194
  -57.500000     0.009600     0.000153
  -56.500000     0.009561     0.000159
  -55.500000     0.009666     0.000144
  -54.500000     0.009708     0.000156
  -53.500000     0.009595     0.000186
  -52.500000     0.009644     0.000160
  -51.500000     0.009620     0.000131
  -50.500000     0.009756     0.000175
  -49.500000     0.009581     0.000162
  -48.500000     0.009597     0.000161
  -47.500000     0.009620     0.000165
  -46.500000     0.009640     0.000178
  -45.500000     0.009648     0.000154
  -44.500000     0.009573     0.000177
  -43.500000     0.009468     0.000184
  -42.500000     0.009421     0.000174
  -41.500000     0.009406     0.000212
  -40.500000     0.009307     0.000172
  -39.500000     0.009311     0.000209
  -38.500000     0.009258     0.000187
  -37.500000     0.009266     0.000215
  -36.500000     0.009304     0.000193
  -35.500000     0.009213     0.000248
  -34.500000     0.009219     0.000200
  -33.500000     0.009168     0.000214
  -32.500000     0.009178     0.000219
  -31.500000     0.009265     0.000286
  -30.500000     0.009214     0.000306
  -29.500000     0.009135     0.000289
  -28.500000     0.008767     0.000259
  -27.500000     0.008255     0.000238
  -26.500000     0.007538     0.000215
  -25.500000     0.006453     0.000196
  -24.500000     0.005256     0.000154
  -23.500000     0.004020     0.000159
  -22.500000     0.003025     0.000124
  -21.500000     0.002463     0.000094
  -20.500000     0.002488     0.000165
  -19.500000     0.003041     0.000218
  -18.500000     0.004473     0.000302
  -17.500000     0.006702     0.000451
  -16.500000     0.009584     0.000707
  -15.500000     0.012302     0.000947
  -14.500000     0.013791     0.001151
  -13.500000     0.013421     0.001217
  -12.500000     0.011012     0.001081
  -11.500000     0.007570     0.000851
  -10.500000     0.004359     0.000586
   -9.500000     0.002011     0.000295
   -8.500000     0.000770     0.000137
   -7.500000     0.000256     0.000047
   -6.500000     0.000096     0.000023
   -5.500000     0.000041     0.000014
   -4.500000     0.000018     0.000006
   -3.500000     0.000005     0.000002
   -2.500000     0.000001     0.000001
   -1.500000     0.000002     0.000002
   -0.500000     0.000001     0.000001
    0.500000     0.000000     0.000000
    1.500000     0.000000     0.000000
    2.500000     0.000002     0.000001
    3.500000     0.000006     0.000004
    4.500000     0.000010     0.000007
    5.500000     0.000029     0.000012
    6.500000     0.000074     0.000018
    7.500000     0.000184     0.000039
    8.500000     0.000566     0.000118
    9.500000     0.001473     0.000261
   10.500000     0.003250     0.000460
   11.500000     0.005753     0.000679
   12.500000     0.008249     0.000857
   13.500000     0.010503     0.001060
   14.500000     0.010935     0.001134
   15.500000     0.009607     0.001011
   16.500000     0.007275     0.000788
   17.500000     0.005060     0.000549
   18.500000     0.003350     0.000355
   19.500000     0.002395     0.000231
   20.500000     0.002149     0.000151
   21.500000     0.002489     0.000127
   22.500000     0.003212     0.000103
   23.500000     0.004327     0.000126
   24.500000     0.005607     0.000124
   25.500000     0.006938     0.000129
   26.500000     0.008029     0.000139
   27.500000     0.008943     0.000122
   28.500000     0.009500     0.000133
   29.500000     0.009956     0.000163
   30.500000     0.010044     0.000132
   31.500000     0.009996     0.000120
   32.500000     0.009984     0.000100
   33.500000     0.010010     0.000113
   34.500000     0.009909     0.000128
   35.500000     0.009788     0.000170
   36.500000     0.009784     0.000139
   37.500000     0.009660     0.000120
   38.500000     0.009729     0.000159
   39.500000     0.009660     0.000147
   40.500000     0.009625     0.000143
   41.500000     0.009631     0.000136
   42.500000     0.009655     0.000143
   43.500000     0.009703     0.000154
   44.500000     0.009623     0.000152
   45.500000     0.009695     0.000122
   46.500000     0.009719     0.000119
   47.500000     0.009716     0.000108
   48.500000     0.009670     0.000101
   49.500000     0.009754     0.000139
   50.500000     0.009722     0.000129
   51.500000     0.009742     0.000100
   52.500000     0.009698     0.000078
   53.500000     0.009628     0.000111
   54.500000     0.009607     0.000150
   55.500000     0.009626     0.000127
   56.500000     0.009565     0.000146
   57.500000     0.009588     0.000146
   58.500000     0.009627     0.000149
   59.500000     0.009651     0.000174
   60.500000     0.009662     0.000158
   61.500000     0.009631     0.000172
   62.500000     0.009773     0.000177
   63.500000     0.009752     0.000171
   64.500000     0.009646     0.000209
   65.500000     0.009497     0.000224
   66.500000     0.008952     0.000264
   67.500000     0.007912     0.000282
   68.500000     0.006446     0.000238
   69.500000     0.004594     0.000245
   70.500000     0.002857     0.000159
   71.500000     0.001466     0.000100
   72.500000     0.000602     0.000056
   73.500000     0.000218     0.000022
   74.500000     0.000057     0.000009
   75.500000     0.000007     0.000001
   76.500000     0.000001     0.000001
   77.500000     0.000000     0.000000
