#frame monomer_traj1 monomer_traj2 monomer_traj3 monomer_moy standard_error popc_alone_traj1 popc_alone_traj2 popc_alone_traj3 popc_alone_moy standard_error
0 65.385 76.923 57.692 66.667 5.588 0.000 0.000 0.000 0.000 0.000
1 57.692 65.385 80.769 67.949 6.784 0.000 0.000 0.000 0.000 0.000
2 57.692 80.769 61.538 66.667 7.138 0.000 0.000 0.000 0.000 0.000
3 69.231 84.615 57.692 70.513 7.798 0.000 0.000 0.000 0.000 0.000
4 73.077 76.923 69.231 73.077 2.221 0.000 0.000 0.000 0.000 0.000
5 73.077 88.462 84.615 82.051 4.623 0.000 0.000 0.000 0.000 0.000
6 34.615 76.923 88.462 66.667 16.368 0.000 0.000 0.000 0.000 0.000
7 57.692 76.923 76.923 70.513 6.410 0.000 0.000 0.000 0.000 0.000
8 65.385 76.923 65.385 69.231 3.846 0.000 0.000 0.000 0.000 0.000
9 57.692 57.692 84.615 66.667 8.974 0.000 0.000 0.000 0.000 0.000
10 61.538 76.923 65.385 67.949 4.623 0.000 0.000 0.000 0.000 0.000
11 76.923 80.769 65.385 74.359 4.623 0.000 0.000 0.000 0.000 0.000
12 65.385 76.923 57.692 66.667 5.588 0.000 0.000 0.000 0.000 0.000
13 65.385 69.231 80.769 71.795 4.623 0.000 0.000 0.000 0.000 0.000
14 69.231 69.231 76.923 71.795 2.564 0.000 0.000 0.000 0.000 0.000
15 57.692 61.538 61.538 60.256 1.282 0.000 0.000 0.000 0.000 0.000
16 50.000 92.308 53.846 65.385 13.507 0.000 0.000 0.000 0.000 0.000
17 80.769 69.231 61.538 70.513 5.588 0.000 0.000 0.000 0.000 0.000
18 84.615 69.231 61.538 71.795 6.784 0.000 0.000 0.000 0.000 0.000
19 61.538 73.077 92.308 75.641 8.974 0.000 0.000 0.000 0.000 0.000
20 65.385 65.385 84.615 71.795 6.410 0.000 0.000 0.000 0.000 0.000
21 76.923 73.077 76.923 75.641 1.282 0.000 0.000 0.000 0.000 0.000
22 76.923 57.692 88.462 74.359 8.974 0.000 0.000 0.000 0.000 0.000
23 92.308 69.231 61.538 74.359 9.245 0.000 0.000 0.000 0.000 0.000
24 69.231 65.385 53.846 62.821 4.623 0.000 0.000 0.000 0.000 0.000
25 69.231 76.923 92.308 79.487 6.784 0.000 0.000 0.000 0.000 0.000
26 84.615 73.077 92.308 83.333 5.588 0.000 0.000 0.000 0.000 0.000
27 76.923 61.538 69.231 69.231 4.441 0.000 0.000 0.000 0.000 0.000
28 76.923 69.231 92.308 79.487 6.784 0.000 0.000 0.000 0.000 0.000
29 65.385 50.000 76.923 64.103 7.798 0.000 0.000 0.000 0.000 0.000
30 57.692 76.923 73.077 69.231 5.875 0.000 0.000 0.000 0.000 0.000
31 69.231 69.231 57.692 65.385 3.846 0.000 0.000 0.000 0.000 0.000
32 57.692 73.077 57.692 62.821 5.128 0.000 0.000 0.000 0.000 0.000
33 61.538 73.077 73.077 69.231 3.846 0.000 0.000 0.000 0.000 0.000
34 84.615 57.692 69.231 70.513 7.798 1.562 0.000 0.000 0.521 0.521
35 73.077 69.231 80.769 74.359 3.392 0.000 0.000 0.000 0.000 0.000
36 69.231 69.231 92.308 76.923 7.692 0.000 0.000 0.000 0.000 0.000
37 73.077 65.385 92.308 76.923 8.006 0.000 0.000 0.000 0.000 0.000
38 80.769 73.077 73.077 75.641 2.564 0.000 0.000 0.000 0.000 0.000
39 76.923 76.923 76.923 76.923 0.000 0.000 0.000 0.000 0.000 0.000
40 65.385 84.615 84.615 78.205 6.410 0.000 0.000 0.000 0.000 0.000
41 92.308 69.231 84.615 82.051 6.784 0.000 0.000 0.000 0.000 0.000
42 76.923 61.538 84.615 74.359 6.784 0.000 0.000 0.000 0.000 0.000
43 76.923 84.615 92.308 84.615 4.441 0.000 0.000 0.000 0.000 0.000
44 76.923 69.231 84.615 76.923 4.441 0.000 0.000 0.000 0.000 0.000
45 76.923 69.231 84.615 76.923 4.441 0.000 0.000 0.000 0.000 0.000
46 84.615 69.231 61.538 71.795 6.784 0.000 0.000 0.000 0.000 0.000
47 92.308 84.615 84.615 87.179 2.564 0.000 0.000 0.000 0.000 0.000
48 76.923 69.231 84.615 76.923 4.441 0.000 0.000 0.000 0.000 0.000
49 84.615 73.077 61.538 73.077 6.662 0.000 0.000 0.000 0.000 0.000
50 84.615 73.077 84.615 80.769 3.846 0.000 0.000 0.000 0.000 0.000
51 76.923 80.769 84.615 80.769 2.221 0.000 0.000 0.000 0.000 0.000
52 76.923 84.615 65.385 75.641 5.588 0.000 0.000 0.000 0.000 0.000
53 84.615 73.077 69.231 75.641 4.623 0.000 0.000 0.000 0.000 0.000
54 76.923 76.923 80.769 78.205 1.282 0.000 0.000 0.000 0.000 0.000
55 76.923 76.923 76.923 76.923 0.000 0.000 0.000 0.000 0.000 0.000
56 92.308 84.615 84.615 87.179 2.564 0.000 0.000 0.000 0.000 0.000
57 69.231 65.385 65.385 66.667 1.282 0.000 0.000 0.000 0.000 0.000
58 92.308 69.231 80.769 80.769 6.662 0.000 0.000 0.000 0.000 0.000
59 76.923 76.923 69.231 74.359 2.564 0.000 0.000 0.000 0.000 0.000
60 76.923 61.538 80.769 73.077 5.875 0.000 0.000 0.000 0.000 0.000
61 88.462 84.615 76.923 83.333 3.392 0.000 0.000 0.000 0.000 0.000
62 69.231 76.923 92.308 79.487 6.784 1.562 0.000 0.000 0.521 0.521
63 61.538 80.769 76.923 73.077 5.875 1.562 0.000 0.000 0.521 0.521
