#resid average_duration max_duration persistent_contacts
1 4.849194729136164 38 683
10 4.924764890282131 33 638
11 4.924393723252496 36 701
12 5.01726427622842 46 753
13 4.863013698630137 50 730
14 4.650957290132548 46 679
15 4.7921875 44 640
16 4.724822695035461 36 705
17 5.318758815232722 50 709
18 4.790490341753343 35 673
19 4.798825256975037 46 681
2 4.819912152269399 39 683
20 5.264026402640264 40 606
21 4.850328947368421 46 608
22 4.626865671641791 35 737
23 4.750397456279809 39 629
24 4.853836784409257 60 821
25 4.711566617862372 36 683
26 5.349557522123894 43 678
3 5.483935742971887 60 498
4 4.93952802359882 44 678
5 4.816806722689075 43 595
6 4.739583333333333 27 576
7 4.799357945425361 38 623
8 4.898658718330849 32 671
9 4.958333333333333 15 24
#TOTAL_CONTACTS 47580 for 5000 frames
