#resid average_duration max_duration persistent_contacts
1 4.889526542324247 29 697
10 4.778677462887989 31 741
11 5.104448742746615 28 517
12 5.472701149425287 118 696
13 4.729984301412872 38 637
14 5.179271708683474 53 714
15 4.7673469387755105 54 735
16 5.769097222222222 220 576
17 4.721997300944669 114 741
18 5.2282229965156795 54 574
19 5.095046854082999 220 747
2 4.994784876140808 114 767
20 4.716216216216216 32 666
21 4.94392523364486 30 535
22 4.6432926829268295 29 656
23 4.727142857142857 29 700
24 4.836012861736334 31 622
25 4.658156028368794 33 705
26 4.913522012578617 38 636
3 4.775204359673024 41 734
4 5.402941176470589 87 680
5 4.987546699875467 118 803
6 4.909429280397022 34 806
7 4.59720457433291 29 787
8 5.081575246132208 40 711
9 4.734143049932523 53 741
#TOTAL_CONTACTS 52253 for 9600 frames
