#resid average_duration max_duration persistent_contacts
1 5.271446862996159 79 781
10 5.526760563380281 73 710
11 4.938168846611177 31 841
12 4.562579013906448 36 791
13 5.197892271662764 26 854
14 4.887640449438202 28 801
15 5.125 84 728
16 4.9514321295143215 41 803
17 5.122589531680441 119 726
18 4.807991120976692 36 901
19 4.516793066088841 28 923
2 4.991963260619977 46 871
20 5.088996763754046 28 618
21 4.966763005780347 58 692
22 4.8802992518703245 29 802
23 4.827710843373494 28 830
24 5.009216589861751 79 868
25 5.068664169787765 73 801
26 5.102722772277228 84 808
3 4.966666666666667 28 810
4 4.634338138925295 26 763
5 4.9739336492890995 45 844
6 5.549668874172186 213 604
7 4.686217008797654 30 682
8 5.444241316270567 213 547
9 4.898039215686275 36 765
#TOTAL_CONTACTS 58982 for 10100 frames
