#resid average_duration max_duration persistent_contacts
1 4.983516483516484 49 728
10 4.934265734265734 31 715
11 5.072792362768497 43 838
12 4.979395604395604 30 728
13 4.74468085106383 22 752
14 5.014869888475836 32 807
15 4.954887218045113 45 798
16 4.696040868454662 29 783
17 5.135376756066411 58 783
18 4.933802816901409 45 710
19 4.761363636363637 29 704
2 4.7200488997555015 42 818
20 4.862183020948181 31 907
21 5.158045977011494 35 696
22 4.826719576719577 36 756
23 5.0 34 734
24 4.773876404494382 39 712
25 5.048648648648649 58 740
26 4.968112244897959 32 784
3 5.005025125628141 39 796
4 5.095238095238095 30 861
5 4.732954545454546 26 880
6 5.1256830601092895 36 732
7 4.995221027479092 49 837
8 5.148 37 750
9 5.054994388327722 39 891
#TOTAL_CONTACTS 58671 for 10100 frames
