#frame monomer_traj1 monomer_traj2 monomer_traj3 monomer_moy standard_error popc_alone_traj1 popc_alone_traj2 popc_alone_traj3 popc_alone_moy standard_error
0 100.000 100.000 76.923 92.308 7.692 0.000 0.000 0.000 0.000 0.000
1 100.000 84.615 100.000 94.872 5.128 0.000 0.000 0.000 0.000 0.000
2 92.308 84.615 92.308 89.744 2.564 0.000 0.000 0.000 0.000 0.000
3 92.308 92.308 84.615 89.744 2.564 0.000 0.000 0.000 0.000 0.000
4 92.308 92.308 100.000 94.872 2.564 0.000 0.000 0.000 0.000 0.000
5 100.000 92.308 100.000 97.436 2.564 1.562 0.000 0.000 0.521 0.521
6 76.923 92.308 92.308 87.179 5.128 1.562 0.000 0.000 0.521 0.521
7 84.615 100.000 100.000 94.872 5.128 1.562 0.000 0.000 0.521 0.521
8 100.000 92.308 92.308 94.872 2.564 0.000 0.000 0.000 0.000 0.000
9 84.615 92.308 100.000 92.308 4.441 0.000 0.000 0.000 0.000 0.000
10 92.308 100.000 76.923 89.744 6.784 0.000 0.000 0.000 0.000 0.000
11 92.308 84.615 84.615 87.179 2.564 0.000 0.000 0.000 0.000 0.000
12 92.308 88.462 92.308 91.026 1.282 1.562 0.000 0.000 0.521 0.521
13 92.308 84.615 76.923 84.615 4.441 0.000 0.000 0.000 0.000 0.000
14 92.308 92.308 100.000 94.872 2.564 0.000 0.000 0.000 0.000 0.000
15 100.000 88.462 84.615 91.026 4.623 1.562 0.000 0.000 0.521 0.521
16 76.923 76.923 76.923 76.923 0.000 3.125 0.000 0.000 1.042 1.042
17 100.000 84.615 92.308 92.308 4.441 0.000 0.000 0.000 0.000 0.000
18 100.000 92.308 84.615 92.308 4.441 0.000 0.000 0.000 0.000 0.000
19 73.077 100.000 100.000 91.026 8.974 0.000 0.000 0.000 0.000 0.000
20 84.615 84.615 61.538 76.923 7.692 0.000 0.000 0.000 0.000 0.000
21 100.000 76.923 84.615 87.179 6.784 0.000 0.000 0.000 0.000 0.000
22 92.308 92.308 76.923 87.179 5.128 1.562 0.000 0.000 0.521 0.521
23 92.308 100.000 84.615 92.308 4.441 0.000 0.000 0.000 0.000 0.000
24 92.308 100.000 100.000 97.436 2.564 1.562 0.000 0.000 0.521 0.521
25 84.615 100.000 100.000 94.872 5.128 0.000 0.000 0.000 0.000 0.000
26 100.000 84.615 76.923 87.179 6.784 0.000 0.000 0.000 0.000 0.000
27 84.615 92.308 92.308 89.744 2.564 0.000 0.000 0.000 0.000 0.000
28 100.000 76.923 92.308 89.744 6.784 1.562 0.000 0.000 0.521 0.521
29 100.000 100.000 100.000 100.000 0.000 0.000 0.000 0.000 0.000 0.000
30 80.769 92.308 92.308 88.462 3.846 0.000 0.000 0.000 0.000 0.000
31 69.231 92.308 80.769 80.769 6.662 0.000 0.000 0.000 0.000 0.000
