#batch avg_duration max_duration contacts_count
0 #TOTAL_CONTACTS 2523 for 1000 frames
1 #TOTAL_CONTACTS 2900 for 1000 frames
2 #TOTAL_CONTACTS 2736 for 1000 frames
3 #TOTAL_CONTACTS 2529 for 1000 frames
4 #TOTAL_CONTACTS 2511 for 1000 frames
5 #TOTAL_CONTACTS 2451 for 1000 frames
6 #TOTAL_CONTACTS 2402 for 1000 frames
7 #TOTAL_CONTACTS 2658 for 1000 frames
8 #TOTAL_CONTACTS 2554 for 1000 frames
9 #TOTAL_CONTACTS 2734 for 1000 frames
10 #TOTAL_CONTACTS 2869 for 1000 frames
11 #TOTAL_CONTACTS 2640 for 1000 frames
12 #TOTAL_CONTACTS 2463 for 1000 frames
13 #TOTAL_CONTACTS 2392 for 1000 frames
14 #TOTAL_CONTACTS 2661 for 1000 frames
15 #TOTAL_CONTACTS 2375 for 1000 frames
16 #TOTAL_CONTACTS 2487 for 1000 frames
17 #TOTAL_CONTACTS 2394 for 1000 frames
18 #TOTAL_CONTACTS 2573 for 1000 frames
19 #TOTAL_CONTACTS 2762 for 1000 frames
20 #TOTAL_CONTACTS 2447 for 1000 frames
21 #TOTAL_CONTACTS 2675 for 1000 frames
22 #TOTAL_CONTACTS 2495 for 1000 frames
23 #TOTAL_CONTACTS 2817 for 1000 frames
24 #TOTAL_CONTACTS 2668 for 1000 frames
25 #TOTAL_CONTACTS 2404 for 1000 frames
26 #TOTAL_CONTACTS 2562 for 1000 frames
27 #TOTAL_CONTACTS 2335 for 1000 frames
28 #TOTAL_CONTACTS 2615 for 1000 frames
29 #TOTAL_CONTACTS 2581 for 1000 frames
30 #TOTAL_CONTACTS 2808 for 1000 frames
31 #TOTAL_CONTACTS 2679 for 1000 frames
32 #TOTAL_CONTACTS 2959 for 1000 frames
33 #TOTAL_CONTACTS 2413 for 1000 frames
34 #TOTAL_CONTACTS 2998 for 1000 frames
35 #TOTAL_CONTACTS 2557 for 1000 frames
36 #TOTAL_CONTACTS 2551 for 1000 frames
37 #TOTAL_CONTACTS 2901 for 1000 frames
38 #TOTAL_CONTACTS 2598 for 1000 frames
39 #TOTAL_CONTACTS 2680 for 1000 frames
40 #TOTAL_CONTACTS 2641 for 1000 frames
41 #TOTAL_CONTACTS 2731 for 1000 frames
42 #TOTAL_CONTACTS 2816 for 1000 frames
43 #TOTAL_CONTACTS 2615 for 1000 frames
44 #TOTAL_CONTACTS 2726 for 1000 frames
45 #TOTAL_CONTACTS 2575 for 1000 frames
46 #TOTAL_CONTACTS 2563 for 1000 frames
47 #TOTAL_CONTACTS 2611 for 1000 frames
48 #TOTAL_CONTACTS 2575 for 1000 frames
49 #TOTAL_CONTACTS 2345 for 1000 frames
50 #TOTAL_CONTACTS 2719 for 1000 frames
51 #TOTAL_CONTACTS 2495 for 1000 frames
52 #TOTAL_CONTACTS 2723 for 1000 frames
53 #TOTAL_CONTACTS 2375 for 1000 frames
54 #TOTAL_CONTACTS 2446 for 1000 frames
55 #TOTAL_CONTACTS 2695 for 1000 frames
56 #TOTAL_CONTACTS 2851 for 1000 frames
57 #TOTAL_CONTACTS 2682 for 1000 frames
58 #TOTAL_CONTACTS 2443 for 1000 frames
59 #TOTAL_CONTACTS 2610 for 1000 frames
60 #TOTAL_CONTACTS 220 for 100 frames
