x	PMF_mean	std_dev	std_error
0.500000	17.060202	0.033904	0.019574
1.500000	17.060202	0.033904	0.019574
2.500000	17.060202	0.033904	0.019574
3.500000	16.998229	0.062263	0.035948
4.500000	16.367508	0.304379	0.175733
5.500000	14.166269	0.593302	0.342543
6.500000	10.967772	0.450896	0.260325
7.500000	7.844311	0.185303	0.106985
8.500000	5.093286	0.129794	0.074937
9.500000	2.756187	0.139548	0.080568
10.500000	0.795099	0.202862	0.117123
11.500000	-0.858840	0.184007	0.106237
12.500000	-2.178461	0.160465	0.092645
13.500000	-3.163841	0.108292	0.062523
14.500000	-3.823635	0.066079	0.038151
15.500000	-4.141387	0.031456	0.018161
16.500000	-4.068129	0.045952	0.026531
17.500000	-3.598172	0.050688	0.029265
18.500000	-2.776606	0.010416	0.006014
19.500000	-1.677279	0.060532	0.034948
20.500000	-0.421464	0.090038	0.051983
21.500000	0.800907	0.047285	0.027300
22.500000	1.792262	0.044290	0.025571
23.500000	2.380552	0.165109	0.095326
24.500000	2.581782	0.094747	0.054702
25.500000	2.498559	0.063565	0.036699
26.500000	2.244628	0.032317	0.018658
27.500000	1.904000	0.064931	0.037488
28.500000	1.556624	0.097069	0.056043
29.500000	1.278247	0.092136	0.053195
30.500000	1.013796	0.087036	0.050250
31.500000	0.803694	0.090243	0.052102
32.500000	0.640878	0.062518	0.036095
33.500000	0.469467	0.057666	0.033294
34.500000	0.384945	0.017849	0.010305
35.500000	0.293210	0.019653	0.011347
36.500000	0.221627	0.012209	0.007049
37.500000	0.171347	0.027756	0.016025
38.500000	0.122887	0.023333	0.013471
39.500000	0.100202	0.019221	0.011097
40.500000	0.064843	0.029075	0.016787
41.500000	0.045599	0.010718	0.006188
42.500000	0.018949	0.003457	0.001996
43.500000	-0.003164	0.017755	0.010251
44.500000	-0.008259	0.008997	0.005195
45.500000	-0.037787	0.018548	0.010709
46.500000	-0.029556	0.011244	0.006492
47.500000	-0.004388	0.017564	0.010141
48.500000	-0.023298	0.008609	0.004970
49.500000	-0.022938	0.031150	0.017984
50.500000	-0.024162	0.035882	0.020716
