z_center,total_mean,mono_mean,mono_std,mono_n,dimer_mean,dimer_std,dimer_n,agreg_mean,agreg_std,agreg_n,mono_se,dimer_se,agreg_se
4.5,10.0,1.0,,1,0.0,,1,0.0,,1,,,
5.5,29.5,1.0,0.0,2,0.0,0.0,2,0.0,0.0,2,0.0,0.0,0.0
6.5,81.66666666666667,1.0,0.0,3,0.0,0.0,3,0.0,0.0,3,0.0,0.0,0.0
7.5,297.3333333333333,0.9984744469870327,0.002642335328098965,3,0.0015255530129672007,0.0026423353280989738,3,0.0,0.0,3,0.0015255530129671957,0.0015255530129672007,0.0
8.5,1177.0,0.9928929057980317,0.007601428713228499,3,0.007107094201968259,0.0076014287132285365,3,0.0,0.0,3,0.0043886869138082246,0.004388686913808246,0.0
9.5,4489.0,0.9753030763872358,0.013563949607579517,3,0.024696923612764224,0.013563949607579525,3,0.0,0.0,3,0.007831149957210553,0.007831149957210558,0.0
10.5,12932.0,0.9560824203455734,0.01695391127877272,3,0.043190729821601936,0.015722989379909163,3,0.0007268498328245384,0.0012589408399250452,3,0.009788345240616463,0.009077672150956183,0.0007268498328245384
11.5,28706.666666666668,0.9441808401618319,0.021491944741154345,3,0.05471903545181626,0.02051120591099682,3,0.0011001243863517287,0.0009867775112828406,3,0.012408380081714025,0.011842150254117858,0.0005697162617694171
12.5,51196.0,0.9330280362722694,0.0202000036994754,3,0.06444683478739578,0.018957656263650206,3,0.0025251289403348015,0.0012620552960867773,3,0.011662477573523558,0.010945207947022842,0.0007286479649278938
13.5,72509.0,0.9210238875492932,0.015815188165489626,3,0.07610686129721526,0.015004059290117224,3,0.0028692511534914294,0.0010051616317870717,3,0.00913090314463002,0.008662597670086284,0.0005803303386913494
14.5,82201.66666666667,0.914824077483296,0.016057333089068357,3,0.08206091477092531,0.015374578741055252,3,0.0031150077457787815,0.0010481132861631184,3,0.0092707055814411,0.008876517174825347,0.0006051284879074997
15.5,75101.66666666667,0.9119926886567633,0.017803100520871838,3,0.08438253672759631,0.01701752281540474,3,0.0036247746156404543,0.0015172855801460206,3,0.010278624878135323,0.009825071378414525,0.0008760052381348425
16.5,55742.0,0.9048123791822894,0.014914644971908806,3,0.09225440156562022,0.014805048205955974,3,0.002933219252090294,0.00014374050391609652,3,0.008610974289399248,0.008547698567074068,0.00008298861862941079
17.5,35719.333333333336,0.9010270581185366,0.006113243337511945,3,0.09605365566213346,0.00573543388494959,3,0.0029192862193300373,0.0005483183589125121,3,0.0035294826865342075,0.003311354297394947,0.00031657175211975274
18.5,20662.333333333332,0.8980999704377816,0.014632574268015699,3,0.09765354485882587,0.012843319056056008,3,0.004246484703392586,0.0020862861026358067,3,0.008448120692576055,0.007415093714302187,0.0012045178429633582
19.5,12127.666666666666,0.8907466039720248,0.010760743986493862,3,0.103307847135349,0.00785796368063626,3,0.0059455488926263116,0.0041363955188172714,3,0.006212718437282878,0.004536797446297648,0.0023881490662639136
20.5,8329.0,0.8979409099445995,0.00202431854230009,3,0.09626594063898486,0.004336164720263703,3,0.005793149416415605,0.002433350670224477,3,0.0011687408553225078,0.0025034858684948075,0.001404895664486858
21.5,6845.0,0.9168324862526185,0.008979564536618951,3,0.07330256410821359,0.010216527688109954,3,0.009864949639167868,0.00662316988791796,3,0.005184354002422569,0.005898515010913547,0.003823888917678058
22.5,6825.333333333333,0.9408445154750282,0.016517828326843332,3,0.0514137508647985,0.006955376966934938,3,0.007741733660173272,0.011456118607419852,3,0.009536572630931025,0.004015688764175209,0.006614193161862132
23.5,7578.666666666667,0.9436244682990083,0.002613394021607961,3,0.05201909063351267,0.004217850087545653,3,0.00435644106747908,0.002049961218430324,3,0.001508843741873915,0.0024351768834459694,0.001183545661289041
24.5,8761.0,0.9408500763684584,0.010712321451732966,3,0.054739463014392566,0.009905655065123335,3,0.004410460617149078,0.0008157974571943243,3,0.006184761673803831,0.005719032618348538,0.0004710008815153554
25.5,10140.0,0.9390699374326944,0.009220350105833679,3,0.055469849909290776,0.007638715184733515,3,0.005460212658014937,0.0017087646780690133,3,0.00532337161562567,0.004410214268168777,0.000986555746864869
26.5,12250.333333333334,0.9312419852647879,0.010643020282796609,3,0.0641277001428885,0.009584900073252047,3,0.00463031459232367,0.0011184439153247613,3,0.006144750625263269,0.005533844637447733,0.00064573389558625
27.5,14413.666666666666,0.9266090577960533,0.013503868303244619,3,0.06746819602016127,0.010734395935331782,3,0.0059227461837854265,0.0037142523809752656,3,0.007796461999979536,0.006197506382851829,0.002144424611994278
28.5,16771.0,0.9258645872173573,0.009937445197854292,3,0.06801346777762808,0.006875935640872842,3,0.006121945005014566,0.003668298530590534,3,0.005737386660038329,0.003969823293188478,0.0021178931441043535
29.5,18896.0,0.9192207338372533,0.010891650679974307,3,0.07392878750262154,0.008807036386808423,3,0.00685047866012518,0.004091281013718546,3,0.006288297452002537,0.005084744828686673,0.0023621021946008077
30.5,20735.666666666668,0.9123651628999307,0.010067313331842114,3,0.08096688990408625,0.00857715159343407,3,0.006667947195983052,0.002877975091780098,3,0.005812366062155353,0.0049520207813493885,0.0016615996939602776
31.5,22019.0,0.9069955104703484,0.009327551433060513,3,0.0854492808632525,0.007114296252812806,3,0.007555208666399034,0.002216930330256941,3,0.005385264330757567,0.0041074408566562194,0.0012799453229484909
