z_center,total_mean,mono_mean,mono_std,mono_n,dimer_mean,dimer_std,dimer_n,agreg_mean,agreg_std,agreg_n,mono_se,dimer_se,agreg_se
10.5,1.0,1.0,,1,0.0,,1,0.0,,1,,,
11.5,2.3333333333333335,1.0,0.0,3,0.0,0.0,3,0.0,0.0,3,0.0,0.0,0.0
12.5,7.666666666666667,1.0,0.0,3,0.0,0.0,3,0.0,0.0,3,0.0,0.0,0.0
13.5,31.666666666666668,1.0,0.0,3,0.0,0.0,3,0.0,0.0,3,0.0,0.0,0.0
14.5,114.0,1.0,0.0,3,0.0,0.0,3,0.0,0.0,3,0.0,0.0,0.0
15.5,319.6666666666667,1.0,0.0,3,0.0,0.0,3,0.0,0.0,3,0.0,0.0,0.0
16.5,763.3333333333334,0.9982362875257144,0.0017575025116287693,3,0.0017637124742856964,0.001757502511628768,3,0.0,0.0,3,0.0010146945481903135,0.0010146945481903126,0.0
17.5,1515.3333333333333,0.9963055457924321,0.003230026080949926,3,0.003694454207567959,0.0032300260809499564,3,0.0,0.0,3,0.0018648564273259518,0.0018648564273259693,0.0
18.5,2689.3333333333335,0.9911246557392461,0.008207749536462758,3,0.008875344260753794,0.008207749536462746,3,0.0,0.0,3,0.0047387464043178,0.004738746404317793,0.0
19.5,4699.333333333333,0.9838344877799473,0.008313204281053067,3,0.01616551222005268,0.008313204281053092,3,0.0,0.0,3,0.004799630729494338,0.004799630729494352,0.0
20.5,8513.333333333334,0.9742844753854986,0.0028234255449892153,3,0.0249201237191036,0.0021856185663232035,3,0.0007954008953977189,0.0007022104435176516,3,0.0016301054984363893,0.0012618674676125455,0.0004054213885926827
21.5,15239.0,0.9617861537293692,0.0007191753975195752,3,0.0369323439405936,0.0012095167016471238,3,0.0012815023300373435,0.0005466579529157016,3,0.00041521610935248284,0.0006983147932853152,0.0003156131162705301
22.5,25505.0,0.9523584429163062,0.004634053506653517,3,0.046205746428758014,0.004697774149757856,3,0.0014358106549356793,0.00011929666884558814,3,0.002675472039505537,0.002712261169954764,0.00006887596387142596
23.5,37410.0,0.9377663960968441,0.003173540317629311,3,0.05943559155165654,0.00314768529229952,3,0.0027980123514993686,0.0006943101381252997,3,0.0018322443566674133,0.001817316950833354,0.00040086014514772805
24.5,48409.0,0.922883728019602,0.000489232106201956,3,0.07228453611681358,0.0004401678308993944,3,0.004831735863584434,0.0003864494985771669,3,0.0002824582882119069,0.00025413101565837905,0.0002231167220317232
25.5,55563.666666666664,0.9107079017946645,0.004242066456471032,3,0.08262023574542125,0.004248078021985181,3,0.006671862459914198,0.00025293138041669453,3,0.0024491582105638323,0.002452628989531677,0.00014603000057008224
26.5,56599.333333333336,0.9000369061318345,0.003841804257277673,3,0.09129605448657353,0.0029756477256436976,3,0.008667039381591904,0.0012935501630270089,3,0.002218066722113115,0.0017179910154138866,0.0007468315348339279
27.5,53248.666666666664,0.8964015271762761,0.0037915666798158856,3,0.0947091569536776,0.003266442618532026,3,0.00888931587004628,0.0016529412569854538,3,0.0021890620432421172,0.0018858815251019314,0.0009543260796751902
