z_center,total_mean,mono_mean,mono_std,mono_n,dimer_mean,dimer_std,dimer_n,agreg_mean,agreg_std,agreg_n,mono_se,dimer_se,agreg_se
3.5,1.0,1.0,,1,0.0,,1,0.0,,1,,,
4.5,3.3333333333333335,1.0,0.0,3,0.0,0.0,3,0.0,0.0,3,0.0,0.0,0.0
5.5,13.666666666666666,1.0,0.0,3,0.0,0.0,3,0.0,0.0,3,0.0,0.0,0.0
6.5,52.333333333333336,1.0,0.0,3,0.0,0.0,3,0.0,0.0,3,0.0,0.0,0.0
7.5,136.33333333333334,1.0,0.0,3,0.0,0.0,3,0.0,0.0,3,0.0,0.0,0.0
8.5,392.0,1.0,0.0,3,0.0,0.0,3,0.0,0.0,3,0.0,0.0,0.0
9.5,1001.3333333333334,0.992634901238968,0.0013750989834462437,3,0.007365098761032091,0.0013750989834462126,3,0.0,0.0,3,0.0007939137682550695,0.0007939137682550516,0.0
10.5,2434.0,0.9819874365863211,0.00895360424085057,3,0.018012563413678826,0.00895360424085064,3,0.0,0.0,3,0.005169365818672452,0.005169365818672492,0.0
11.5,5117.666666666667,0.9672147041129887,0.012570191745591739,3,0.03278529588701126,0.012570191745591788,3,0.0,0.0,3,0.0072574035880826025,0.007257403588082631,0.0
12.5,8910.0,0.9498643480055028,0.022700952378473083,3,0.049692389583149775,0.023430622823768375,3,0.0004432624113475177,0.000767753017539396,3,0.01310640096657231,0.01352767639458326,0.0004432624113475178
13.5,12674.666666666666,0.9471376704374048,0.024319067552034872,3,0.051216250208924584,0.025120808543459022,3,0.0016460793536705823,0.0008226079762118816,3,0.014040620197608027,0.014503505574827118,0.0004749329365034631
14.5,15280.0,0.946708190689212,0.02003376234578378,3,0.05147961443275231,0.02071007027178477,3,0.001812194878035765,0.0007177659282835699,3,0.011566498083219254,0.011956964646351003,0.0004144023519096607
15.5,15825.333333333334,0.9415174322506404,0.017866918255306043,3,0.05689185978451821,0.01828130739206621,3,0.0015907079648412583,0.0008558340873301823,3,0.010315470064289983,0.010554717743947723,0.0004941160407017385
