z_center,total_mean,mono_mean,mono_std,mono_n,dimer_mean,dimer_std,dimer_n,agreg_mean,agreg_std,agreg_n,mono_se,dimer_se,agreg_se
12.5,2.6666666666666665,1.0,0.0,3,0.0,0.0,3,0.0,0.0,3,0.0,0.0,0.0
13.5,26.666666666666668,1.0,0.0,3,0.0,0.0,3,0.0,0.0,3,0.0,0.0,0.0
14.5,74.33333333333333,1.0,0.0,3,0.0,0.0,3,0.0,0.0,3,0.0,0.0,0.0
15.5,200.33333333333334,1.0,0.0,3,0.0,0.0,3,0.0,0.0,3,0.0,0.0,0.0
16.5,428.3333333333333,1.0,0.0,3,0.0,0.0,3,0.0,0.0,3,0.0,0.0,0.0
17.5,759.0,1.0,0.0,3,0.0,0.0,3,0.0,0.0,3,0.0,0.0,0.0
18.5,1112.3333333333333,1.0,0.0,3,0.0,0.0,3,0.0,0.0,3,0.0,0.0,0.0
19.5,1478.6666666666667,0.9994606256742179,0.0009342237365528134,3,0.0005393743257820928,0.0009342237365527925,3,0.0,0.0,3,0.0005393743257821049,0.0005393743257820928,0.0
20.5,2203.6666666666665,0.9976731361717777,0.002521678505310754,3,0.0023268638282222635,0.002521678505310775,3,0.0,0.0,3,0.001455891763850857,0.001455891763850869,0.0
21.5,3735.0,0.9899256046600436,0.007368654385634303,3,0.010074395339956464,0.007368654385634383,3,0.0,0.0,3,0.004254294593111281,0.004254294593111328,0.0
22.5,6870.666666666667,0.9779612492238555,0.006903427415932661,3,0.02188464382592101,0.007041423773662023,3,0.00015410695022345506,0.0002669210675865121,3,0.003985695676919764,0.0040653679112019996,0.00015410695022345506
23.5,12042.666666666666,0.9652588854973817,0.004118585669173855,3,0.034155363543803614,0.004288359061521687,3,0.0005857509588146117,0.0001707793227055636,3,0.0023778665447780605,0.0024758852585513172,0.00009859948793607912
24.5,19223.333333333332,0.9495605355212073,0.00627652839959567,3,0.048104125148793885,0.005910047027358745,3,0.0023353393299987792,0.00042396698494906357,3,0.0036237553610828912,0.0034121672421689193,0.00024477745288785586
25.5,27346.666666666668,0.9293387036230042,0.008648262031033546,3,0.06685587187780852,0.007979646301341,3,0.0038054244991873308,0.0008276986924436986,3,0.004993076411639637,0.0046070509401172285,0.0004778720628902707
26.5,35347.0,0.9105886108950899,0.0028817606088488027,3,0.08412424724128202,0.0027178340493082737,3,0.005287141863628002,0.00029670091790507796,3,0.001663785263258916,0.0015691422199808627,0.00017130035482130582
27.5,40858.0,0.8940969169721239,0.002250692194371714,3,0.0966733822272338,0.0009675615484059047,3,0.009229700800642294,0.0019979244671188444,3,0.0012994377442834986,0.0005586219204296802,0.0011535022289116046
28.5,43880.666666666664,0.8749116281796243,0.0013179427873979896,3,0.11355647245290117,0.002353219103693449,3,0.011531899367474526,0.0014229383696999058,3,0.0007609146230807551,0.0013586316829795827,0.0008215338507864879
29.5,44291.666666666664,0.8637999992748377,0.0026978487580986564,3,0.12274806691892004,0.002358856714913749,3,0.013451933806242267,0.0003992672380254342,3,0.001557603706721157,0.0013618865593352095,0.00023051704735258284
30.5,43339.333333333336,0.8581758702689175,0.006051590036927647,3,0.12612335006917516,0.003561294820538562,3,0.01570077966190728,0.002549202407848133,3,0.0034938871368454345,0.0020561145233015587,0.0014717826963899618
31.5,41875.333333333336,0.8548484093886185,0.0037091804726563393,3,0.1276181812796262,0.0023735330117804158,3,0.017533409331755383,0.002290875825431801,3,0.002141496344361041,0.0013703599232818863,0.0013226377744930565
32.5,39774.666666666664,0.8570209562422759,0.0018877971087863988,3,0.12454592957562231,0.001363662157058135,3,0.01843311418210181,0.0005241792813515895,3,0.0010899201689332247,0.0007873107134612201,0.00030263504919196484
33.5,38150.333333333336,0.863667850328465,0.0036036150783418405,3,0.11880863176325619,0.0035619776826164742,3,0.017523517908278705,0.0009571333162671402,3,0.002080548135536456,0.002056508773906061,0.0005526011777971927
34.5,36916.333333333336,0.8673767050764495,0.0007605329047948,3,0.11688627915224847,0.002034300661541183,3,0.015737015771302085,0.001586492784731916,3,0.00043909387731084587,0.001174504034553436,0.0009159620363323708
