z_center,total_mean,mono_mean,mono_std,mono_n,dimer_mean,dimer_std,dimer_n,agreg_mean,agreg_std,agreg_n,mono_se,dimer_se,agreg_se
0.5,7.0,1.0,,1,0.0,,1,0.0,,1,,,
1.5,10.0,1.0,,1,0.0,,1,0.0,,1,,,
2.5,5.0,1.0,0.0,2,0.0,0.0,2,0.0,0.0,2,0.0,0.0,0.0
3.5,14.666666666666666,1.0,0.0,3,0.0,0.0,3,0.0,0.0,3,0.0,0.0,0.0
4.5,39.0,1.0,0.0,3,0.0,0.0,3,0.0,0.0,3,0.0,0.0,0.0
5.5,94.33333333333333,0.9593916071101338,0.03779825401806056,3,0.04060839288986622,0.037798254018060536,3,0.0,0.0,3,0.02182283213222512,0.021822832132225106,0.0
6.5,229.66666666666666,0.9085197846807754,0.10242281017741875,3,0.09148021531922461,0.10242281017741871,3,0.0,0.0,3,0.05913383702709066,0.05913383702709064,0.0
7.5,627.6666666666666,0.8623811435387233,0.11875120881271732,3,0.12119849225377914,0.1255257757760226,3,0.01642036420749757,0.01547939574595932,3,0.06856104237461581,0.07247234043452326,0.008937033300822362
8.5,1897.3333333333333,0.893928726949476,0.046258964398801124,3,0.09028741149284476,0.04394235724334435,3,0.015783861557679246,0.006329239778032834,3,0.026707625548081145,0.025370131783271566,0.003654188289612944
9.5,5034.0,0.8907238217328061,0.03971240964178858,3,0.09034452469193384,0.026362415440327348,3,0.01893165357526005,0.016966312614740218,3,0.022927970396855325,0.015220347650961741,0.009795505155275608
10.5,11589.666666666666,0.8641776343235268,0.030369381822796554,3,0.11067207864839562,0.024028760404259747,3,0.025150287028077655,0.007097775651197071,3,0.01753377077051412,0.013873011287692387,0.004097902682866201
11.5,20694.666666666668,0.8561921229408008,0.025714403616148962,3,0.11904208496168396,0.02221129598810543,3,0.02476579209751518,0.003912789667218567,3,0.01484621784983429,0.012823697717783125,0.0022590501676510257
12.5,30430.666666666668,0.8448041128078551,0.017944090222433994,3,0.1309401935719565,0.016191475657210425,3,0.024255693620188354,0.0032756351568312358,3,0.0103600253202852,0.009348152829267712,0.0018911888395635162
13.5,37600.333333333336,0.8478442869257696,0.020833277555608692,3,0.12886789904031445,0.021413323075506203,3,0.023287814033915877,0.004997684925307509,3,0.012028098404832868,0.012362987841887932,0.002885414736951225
14.5,39200.0,0.8448708364938495,0.0211458244120116,3,0.1303621297609946,0.020143225649629663,3,0.024767033745155903,0.0011207147429915453,3,0.012208547416511457,0.01162969675116106,0.000647044958550951
15.5,34702.333333333336,0.8459771149543954,0.01677126795607041,3,0.13008700799801187,0.013791464238891478,3,0.02393587704759273,0.003982053810615761,3,0.009682896069088596,0.007962505590843091,0.002299039839486585
16.5,26469.666666666668,0.8508458892728684,0.01691098825231275,3,0.12429558587463292,0.012256248734694098,3,0.024858524852498537,0.0046557704487719485,3,0.009763563619735365,0.007076148506230648,0.0026880103218835895
17.5,18472.666666666668,0.8484708745338674,0.01822467220470782,3,0.12898636846649078,0.011146057594629171,3,0.022542756999641738,0.007573014602495575,3,0.010522019403280751,0.006435179352662225,0.004372282019327787
18.5,12238.666666666666,0.8510903477247759,0.020887352889683995,3,0.12886577307171965,0.01307799510346228,3,0.020043879203504356,0.008079490863264182,3,0.012059318813517763,0.007550583993444556,0.004664696224820698
19.5,8405.0,0.8595968453707953,0.023179335099584863,3,0.12122641090305898,0.013934145816304753,3,0.019176743726145782,0.009434432106037793,3,0.013382595359381863,0.008044882837971048,0.005446971916072168
20.5,7046.666666666667,0.8759271495754316,0.018883286917797993,3,0.10712450349249081,0.016007698329637977,3,0.01694834693207749,0.006768817671715113,3,0.01090227078517561,0.00924204893972281,0.0039079787048602165
21.5,7446.666666666667,0.8985387099025219,0.012208450438115307,3,0.08694778507924206,0.007929477281636853,3,0.014513505018235963,0.004674028176474656,3,0.0070485521468340775,0.004578085843086059,0.0026985514258875388
22.5,9378.0,0.9048718152916525,0.007727770391163797,3,0.07998467660927254,0.0066982829634635544,3,0.01514350809907497,0.0012200552825491775,3,0.004461630315574038,0.0038672554720639678,0.0007043992458059926
23.5,12604.333333333334,0.9008895277358886,0.006064407208354489,3,0.08428428886507668,0.003497991395155183,3,0.01482618339903471,0.005109463903702565,3,0.0035012871342189715,0.0020195662736158396,0.0029499503602173523
24.5,16489.0,0.8860001135325614,0.006908990752952389,3,0.09815505320135641,0.004603264191431797,3,0.015844833266082218,0.002631520980339719,3,0.003988907671045697,0.002657695820074113,0.0015193093463772849
25.5,20583.666666666668,0.8668945005532135,0.008217304732279409,3,0.11505059843238781,0.0036658232953490455,3,0.018054901014398682,0.004566226376983728,3,0.004744263099194703,0.0021164640663713726,0.002636312027932325
26.5,24199.333333333332,0.8438259979785955,0.011663830806308114,3,0.13276440940816867,0.006028089393013015,3,0.023409592613235927,0.00571020970310823,3,0.00673411585580424,0.003480319033755192,0.0032967911092187494
27.5,26912.0,0.8273357392429529,0.009266034833893468,3,0.14256825570939002,0.00426076547171557,3,0.03009600504765701,0.005071546310318739,3,0.005349747705668843,0.002459954092048847,0.0029280586274701777
28.5,28928.333333333332,0.8088150784690714,0.006489523837118268,3,0.15643479706321076,0.0033264398028711064,3,0.03475012446771772,0.003932023831910712,3,0.003746728334272725,0.001920520915630719,0.0022701550178136735
29.5,30112.333333333332,0.8008292380260481,0.005207613047621176,3,0.15739518871900793,0.0013488631518115,3,0.04177557325494394,0.004743134425903384,3,0.0030066167948794935,0.0007787665037983367,0.0027384499375979
30.5,30249.0,0.7922635537321238,0.0037730807504047763,3,0.16235741549906826,0.0027529619529415334,3,0.045379030768808,0.0062645236645821065,3,0.002178389186920393,0.0015894233245995922,0.00361682442409126
31.5,30443.333333333332,0.7851318076729603,0.0046606759538541775,3,0.1650509776861193,0.004435042169215903,3,0.04981721464092034,0.00022953915206472983,3,0.0026908425165633252,0.0025605727902641433,0.00013252449123413022
32.5,30145.333333333332,0.7808974187461284,0.0018728263752776386,3,0.16699285352556972,0.0027950268368481827,3,0.05210972772830184,0.001082152004998205,3,0.0010812768119119757,0.0016137094966465265,0.000624780751389807
33.5,30127.333333333332,0.779031206170233,0.0068760768943644185,3,0.1679097942293871,0.007393188721942993,3,0.05305899960038001,0.001560648955195041,3,0.003969904845929863,0.004268459498783492,0.0009010410943923652
34.5,29954.666666666668,0.7797115622410501,0.0027036316244191732,3,0.16615193174742796,0.0018185703048820797,3,0.054136506011521895,0.0009286000779040888,3,0.001560942446147995,0.0010499520550639285,0.0005361275049474331
35.5,29832.666666666668,0.7783425129015088,0.0032321513802607876,3,0.16950749145822253,0.002566348439417519,3,0.05214999564026873,0.0017720440368569625,3,0.0018660834694551862,0.0014816819623320807,0.0010230901016952385
36.5,29839.666666666668,0.780400603386156,0.0010093779869695435,3,0.1665118282215952,0.0013813976801997114,3,0.05308756839224877,0.0010247159411849874,3,0.0005827646524909486,0.000797550322521228,0.0005916200244860532
37.5,29638.666666666668,0.7803666433728287,0.0025657854331422422,3,0.16634380522262454,0.002510756829442022,3,0.053289551404546755,0.004669429940411133,3,0.0014813569105074941,0.0014495861313480428,0.002695896633058466
38.5,29592.666666666668,0.78031732602079,0.0036853285906870217,3,0.16621691008888453,0.0033279457807596125,3,0.05346576389032559,0.002954894931868889,3,0.0021277254538853763,0.0019213903923700417,0.001706009384341564
39.5,29568.666666666668,0.7837874699656805,0.003841077839001202,3,0.166401446759575,0.0012842261175017077,3,0.049811083274744476,0.0028051198678987928,3,0.00221764732432565,0.0007414482946399589,0.0016195367108405355
40.5,29684.333333333332,0.7790064414092696,0.0009267607054747641,3,0.1664908778817131,0.0017682194408359297,3,0.05450268070901729,0.002477555645456314,3,0.0005350655427802226,0.0010208819701529536,0.00143041741883648
41.5,29663.333333333332,0.7850185565702507,0.003859761919033421,3,0.16650770209582014,0.0023325012817325195,3,0.04847374133392929,0.0023254784067516803,3,0.0022284345829618126,0.0013466702428934173,0.0013426155841327447
42.5,29880.666666666668,0.7818777588500326,0.00238637115399811,3,0.16843772244921398,0.002223938932782016,3,0.049684518700753355,0.00030644114213030917,3,0.0013777720281471667,0.0012839917415029861,0.00017692387589971037
43.5,29926.333333333332,0.7833613206876753,0.002164851383101403,3,0.16571911220878358,0.0032213644981575725,3,0.050919567103541154,0.004113834237816121,3,0.0012498775287891285,0.0018598556601691783,0.0023751233046046365
44.5,29935.333333333332,0.785879435970231,0.0058179295170935185,3,0.16646584654145372,0.004875181507448971,3,0.047654717488315214,0.000988338830822694,3,0.0033589831728202124,0.0028146873556739492,0.0005706176900260423
45.5,30165.666666666668,0.7853819319103126,0.0033625203350017697,3,0.16657230979606233,0.0006621500935754311,3,0.048045758293625146,0.0032767761459410695,3,0.0019413520205688625,0.00038229253476971105,0.001891847589933221
46.5,30201.666666666668,0.7866415770322913,0.00518683386735225,3,0.1674617328708106,0.005478238907023928,3,0.04589669009689809,0.0014289299598099147,3,0.0029946199295576895,0.0031628627076553464,0.0008249930969493754
47.5,30165.666666666668,0.7851747683636425,0.0034672350436682903,3,0.16513821859480016,0.0013311304839695982,3,0.049687013041557294,0.0023504133651231864,3,0.002001809085805591,0.0007685285432463643,0.001357011789060766
48.5,30118.666666666668,0.7812108273629094,0.0038589545203567086,3,0.16735710930307954,0.00386699877403982,3,0.05143206333401116,0.0041662155944946185,3,0.002227968431118469,0.002232612783147843,0.002405365694983485
