z_center,total_mean,mono_mean,mono_std,mono_n,dimer_mean,dimer_std,dimer_n,agreg_mean,agreg_std,agreg_n,mono_se,dimer_se,agreg_se
4.5,3.0,1.0,,1,0.0,,1,0.0,,1,,,
5.5,10.0,1.0,,1,0.0,,1,0.0,,1,,,
6.5,21.0,1.0,0.0,3,0.0,0.0,3,0.0,0.0,3,0.0,0.0,0.0
7.5,73.66666666666667,1.0,0.0,3,0.0,0.0,3,0.0,0.0,3,0.0,0.0,0.0
8.5,272.6666666666667,0.9870163417353237,0.01339534461948431,3,0.012983658264676292,0.01339534461948432,3,0.0,0.0,3,0.007733805821947072,0.007733805821947078,0.0
9.5,891.0,0.9817332531208965,0.009955102934086484,3,0.01826674687910344,0.009955102934086489,3,0.0,0.0,3,0.005747581358805265,0.005747581358805268,0.0
10.5,2447.3333333333335,0.9601929263178849,0.01645776237699885,3,0.03980707368211508,0.016457762376998857,3,0.0,0.0,3,0.009501893538619181,0.009501893538619185,0.0
11.5,5325.333333333333,0.9342880295301622,0.02155719671581076,3,0.06519862344725048,0.02118741819772319,3,0.000513347022587269,0.0008891431250353579,3,0.012446053326847058,0.01223256159988866,0.000513347022587269
12.5,9730.666666666666,0.917615141786019,0.027836829190460058,3,0.07898470903899453,0.024334605120579497,3,0.003400149174986536,0.003570495148937126,3,0.016071600826497747,0.014049590816989819,0.002061426335379103
13.5,14236.0,0.9120866411478611,0.027667460522490774,3,0.08103870161907378,0.021290531643019497,3,0.00687465723306514,0.0070262219791294425,3,0.01597381578045339,0.012292094175287552,0.004056591151036449
14.5,17856.333333333332,0.8992700519034759,0.03671421932217483,3,0.0894080933511352,0.028806544374894792,3,0.011321854745388854,0.015879035741226753,3,0.0211969644087446,0.016631466149268408,0.009167765559668955
15.5,18795.333333333332,0.8948461992763544,0.05140961373003338,3,0.08742021478409417,0.03986404441196593,3,0.017733585939551325,0.024544229979212653,3,0.029681354325969456,0.023015516772235727,0.014170617785550508
16.5,17715.0,0.8959982979091885,0.05166875968842919,3,0.08797961178481206,0.04138883378872214,3,0.016022090305999385,0.021342996280608116,3,0.02983097231480868,0.02389585432936341,0.012322384647922279
17.5,14845.666666666666,0.8914670353280556,0.043235977375298565,3,0.09320855050514937,0.03669962075270312,3,0.015324414166795038,0.0183815580187485,3,0.024962303176305198,0.021188535920730323,0.01061259747024917
