#batch avg_duration max_duration contacts_count
0 #TOTAL_CONTACTS 39009 for 10100 frames
1 #TOTAL_CONTACTS 30977 for 10100 frames
2 #TOTAL_CONTACTS 27284 for 10100 frames
3 #TOTAL_CONTACTS 26819 for 10100 frames
4 #TOTAL_CONTACTS 31061 for 10100 frames
5 #TOTAL_CONTACTS 29465 for 9600 frames
