#resid average_duration max_duration persistent_contacts
1 4.037037037037037 14 27
10 4.166666666666667 18 24
11 5.631578947368421 18 19
12 4.142857142857143 12 35
13 5.0 14 25
14 3.88 12 25
15 15.365853658536585 155 41
16 11.90625 75 32
17 2.5555555555555554 5 9
18 9.761904761904763 81 42
19 15.421052631578947 193 38
2 6.684210526315789 56 19
20 6.6923076923076925 18 13
21 5.3478260869565215 18 23
22 9.84375 81 32
23 3.9444444444444446 13 18
24 5.766666666666667 20 30
25 3.8 9 30
26 18.405405405405407 155 37
3 8.26086956521739 69 23
4 8.5 81 58
5 4.774193548387097 21 31
6 14.321428571428571 193 56
7 6.076923076923077 21 26
8 4.074074074074074 14 27
9 15.5 75 10
#TOTAL_CONTACTS 3663 for 1000 frames
