#frame monomers_% popc_isolated_%
0 76.92307692307692 1.5625
1 69.23076923076923 0.0
2 69.23076923076923 3.125
3 53.84615384615385 0.0
4 65.38461538461539 0.0
5 73.07692307692308 0.0
6 92.3076923076923 0.0
7 92.3076923076923 0.0
8 84.61538461538461 0.0
9 92.3076923076923 0.0
10 76.92307692307692 0.0
11 76.92307692307692 0.0
12 76.92307692307692 0.0
13 84.61538461538461 0.0
14 80.76923076923077 0.0
15 73.07692307692308 0.0
16 73.07692307692308 0.0
17 69.23076923076923 0.0
18 57.69230769230769 0.0
19 69.23076923076923 0.0
20 69.23076923076923 0.0
21 50.0 0.0
22 84.61538461538461 0.0
23 69.23076923076923 1.5625
24 92.3076923076923 0.0
25 73.07692307692308 0.0
26 84.61538461538461 0.0
27 69.23076923076923 0.0
28 80.76923076923077 0.0
29 80.76923076923077 0.0
30 80.76923076923077 0.0
31 76.92307692307692 0.0
32 84.61538461538461 0.0
33 80.76923076923077 0.0
34 76.92307692307692 0.0
35 76.92307692307692 0.0
36 73.07692307692308 0.0
37 65.38461538461539 0.0
38 73.07692307692308 0.0
39 65.38461538461539 0.0
40 69.23076923076923 0.0
41 69.23076923076923 0.0
42 69.23076923076923 0.0
43 53.84615384615385 0.0
44 65.38461538461539 1.5625
45 65.38461538461539 0.0
46 76.92307692307692 1.5625
47 76.92307692307692 1.5625
48 76.92307692307692 1.5625
49 61.53846153846154 1.5625
50 76.92307692307692 0.0
51 73.07692307692308 1.5625
52 84.61538461538461 0.0
53 84.61538461538461 0.0
54 84.61538461538461 4.6875
55 84.61538461538461 1.5625
56 76.92307692307692 0.0
57 69.23076923076923 0.0
58 69.23076923076923 0.0
59 76.92307692307692 0.0
60 84.61538461538461 1.5625
61 84.61538461538461 0.0
62 84.61538461538461 1.5625
63 76.92307692307692 0.0
64 76.92307692307692 0.0
65 61.53846153846154 0.0
66 76.92307692307692 0.0
67 61.53846153846154 0.0
68 80.76923076923077 0.0
69 76.92307692307692 0.0
70 80.76923076923077 0.0
71 80.76923076923077 0.0
72 84.61538461538461 0.0
73 80.76923076923077 0.0
74 84.61538461538461 1.5625
75 76.92307692307692 0.0
76 73.07692307692308 0.0
77 84.61538461538461 0.0
78 73.07692307692308 1.5625
79 73.07692307692308 0.0
80 92.3076923076923 0.0
81 84.61538461538461 0.0
82 76.92307692307692 0.0
83 69.23076923076923 1.5625
84 76.92307692307692 4.6875
85 84.61538461538461 3.125
86 69.23076923076923 4.6875
87 84.61538461538461 0.0
88 69.23076923076923 0.0
89 69.23076923076923 0.0
90 84.61538461538461 0.0
91 69.23076923076923 0.0
92 73.07692307692308 1.5625
93 80.76923076923077 0.0
94 80.76923076923077 0.0
95 92.3076923076923 0.0
96 76.92307692307692 1.5625
97 84.61538461538461 0.0
98 69.23076923076923 0.0
99 61.53846153846154 0.0
100 80.76923076923077 1.5625
101 65.38461538461539 3.125
102 73.07692307692308 3.125
103 73.07692307692308 3.125
104 80.76923076923077 1.5625
105 65.38461538461539 1.5625
106 80.76923076923077 1.5625
107 80.76923076923077 1.5625
108 73.07692307692308 0.0
109 80.76923076923077 1.5625
110 73.07692307692308 1.5625
111 73.07692307692308 1.5625
112 92.3076923076923 0.0
113 92.3076923076923 1.5625
114 76.92307692307692 0.0
