           z         mean           se
  -72.500000     0.000000     0.000000
  -71.500000     0.000001     0.000001
  -70.500000     0.000003     0.000003
  -69.500000     0.000004     0.000003
  -68.500000     0.000018     0.000007
  -67.500000     0.000066     0.000017
  -66.500000     0.000185     0.000037
  -65.500000     0.000471     0.000075
  -64.500000     0.001016     0.000120
  -63.500000     0.001858     0.000139
  -62.500000     0.002941     0.000195
  -61.500000     0.004083     0.000222
  -60.500000     0.005158     0.000236
  -59.500000     0.005838     0.000229
  -58.500000     0.006209     0.000240
  -57.500000     0.006414     0.000222
  -56.500000     0.006445     0.000209
  -55.500000     0.006423     0.000167
  -54.500000     0.006574     0.000137
  -53.500000     0.006484     0.000150
  -52.500000     0.006502     0.000181
  -51.500000     0.006496     0.000178
  -50.500000     0.006505     0.000215
  -49.500000     0.006429     0.000192
  -48.500000     0.006386     0.000194
  -47.500000     0.006462     0.000190
  -46.500000     0.006450     0.000203
  -45.500000     0.006353     0.000191
  -44.500000     0.006316     0.000233
  -43.500000     0.006337     0.000212
  -42.500000     0.006256     0.000222
  -41.500000     0.006201     0.000263
  -40.500000     0.006067     0.000229
  -39.500000     0.005955     0.000240
  -38.500000     0.005869     0.000261
  -37.500000     0.005669     0.000262
  -36.500000     0.005549     0.000262
  -35.500000     0.005483     0.000282
  -34.500000     0.005190     0.000268
  -33.500000     0.005007     0.000264
  -32.500000     0.004847     0.000329
  -31.500000     0.004566     0.000293
  -30.500000     0.004171     0.000246
  -29.500000     0.003777     0.000212
  -28.500000     0.003279     0.000174
  -27.500000     0.002904     0.000182
  -26.500000     0.002671     0.000154
  -25.500000     0.002581     0.000158
  -24.500000     0.002648     0.000181
  -23.500000     0.003150     0.000220
  -22.500000     0.003855     0.000255
  -21.500000     0.004984     0.000238
  -20.500000     0.007552     0.000356
  -19.500000     0.012344     0.000730
  -18.500000     0.019854     0.000957
  -17.500000     0.029971     0.001259
  -16.500000     0.040410     0.001466
  -15.500000     0.046174     0.001630
  -14.500000     0.043379     0.001605
  -13.500000     0.032331     0.001500
  -12.500000     0.019366     0.001234
  -11.500000     0.009137     0.000786
  -10.500000     0.003152     0.000309
   -9.500000     0.000839     0.000108
   -8.500000     0.000167     0.000027
   -7.500000     0.000024     0.000007
   -6.500000     0.000006     0.000005
   -5.500000     0.000002     0.000002
   -4.500000     0.000000     0.000000
   -3.500000     0.000000     0.000000
   -2.500000     0.000000     0.000000
   -1.500000     0.000000     0.000000
   -0.500000     0.000000     0.000000
    0.500000     0.000000     0.000000
    1.500000     0.000000     0.000000
    2.500000     0.000000     0.000000
    3.500000     0.000000     0.000000
    4.500000     0.000000     0.000000
    5.500000     0.000000     0.000000
    6.500000     0.000002     0.000002
    7.500000     0.000024     0.000008
    8.500000     0.000186     0.000044
    9.500000     0.000811     0.000097
   10.500000     0.002949     0.000195
   11.500000     0.008103     0.000337
   12.500000     0.017426     0.000609
   13.500000     0.030426     0.000922
   14.500000     0.042382     0.001132
   15.500000     0.047149     0.001328
   16.500000     0.042147     0.001154
   17.500000     0.031335     0.000853
   18.500000     0.020861     0.000749
   19.500000     0.012943     0.000505
   20.500000     0.007846     0.000305
   21.500000     0.005105     0.000274
   22.500000     0.003519     0.000196
   23.500000     0.002796     0.000192
   24.500000     0.002548     0.000143
   25.500000     0.002467     0.000132
   26.500000     0.002621     0.000132
   27.500000     0.002896     0.000110
   28.500000     0.003240     0.000137
   29.500000     0.003586     0.000139
   30.500000     0.003915     0.000158
   31.500000     0.004289     0.000147
   32.500000     0.004546     0.000164
   33.500000     0.004904     0.000134
   34.500000     0.004991     0.000107
   35.500000     0.005292     0.000109
   36.500000     0.005380     0.000100
   37.500000     0.005472     0.000132
   38.500000     0.005614     0.000151
   39.500000     0.005682     0.000171
   40.500000     0.005745     0.000176
   41.500000     0.005746     0.000210
   42.500000     0.005940     0.000220
   43.500000     0.005981     0.000198
   44.500000     0.005961     0.000175
   45.500000     0.005992     0.000217
   46.500000     0.006031     0.000228
   47.500000     0.005999     0.000203
   48.500000     0.006066     0.000152
   49.500000     0.006048     0.000176
   50.500000     0.006018     0.000163
   51.500000     0.006117     0.000183
   52.500000     0.006091     0.000178
   53.500000     0.006105     0.000184
   54.500000     0.006110     0.000192
   55.500000     0.006187     0.000163
   56.500000     0.006187     0.000140
   57.500000     0.006261     0.000150
   58.500000     0.006219     0.000124
   59.500000     0.006321     0.000165
   60.500000     0.006311     0.000156
   61.500000     0.006278     0.000150
   62.500000     0.006196     0.000152
   63.500000     0.006047     0.000178
   64.500000     0.005691     0.000180
   65.500000     0.004994     0.000203
   66.500000     0.003936     0.000205
   67.500000     0.002775     0.000168
   68.500000     0.001728     0.000139
   69.500000     0.000928     0.000107
   70.500000     0.000459     0.000073
   71.500000     0.000179     0.000033
   72.500000     0.000058     0.000016
   73.500000     0.000020     0.000008
   74.500000     0.000003     0.000003
   75.500000     0.000002     0.000002
   76.500000     0.000000     0.000000
