           z         mean           se
    0.500000    19.197890     0.011611
    1.500000    19.197890     0.011611
    2.500000    19.197890     0.011611
    3.500000    19.197890     0.011611
    4.500000    19.033290     0.122699
    5.500000    18.839185     0.309731
    6.500000    17.146262     0.522057
    7.500000    14.809154     0.472229
    8.500000    11.646795     0.384025
    9.500000     8.708113     0.336011
   10.500000     6.151925     0.236450
   11.500000     4.217857     0.172597
   12.500000     2.741797     0.152489
   13.500000     1.804976     0.163410
   14.500000     1.266252     0.151329
   15.500000     1.149426     0.142283
   16.500000     1.288099     0.121861
   17.500000     1.723830     0.091419
   18.500000     2.341054     0.067648
   19.500000     2.897711     0.069103
   20.500000     2.992308     0.046250
   21.500000     2.777652     0.025955
   22.500000     2.181218     0.044757
   23.500000     1.554585     0.046185
   24.500000     0.991197     0.043272
   25.500000     0.586343     0.040470
   26.500000     0.281592     0.038306
   27.500000     0.122199     0.039970
   28.500000     0.010989     0.028784
   29.500000    -0.026373     0.023653
   30.500000    -0.041618     0.022162
   31.500000    -0.045641     0.024775
   32.500000    -0.044352     0.020347
   33.500000    -0.039415     0.016845
   34.500000    -0.028817     0.020010
   35.500000    -0.016386     0.013289
   36.500000    -0.014402     0.021786
   37.500000    -0.014324     0.020516
   38.500000    -0.016983     0.017193
   39.500000     0.005275     0.015802
   40.500000    -0.019704     0.013192
   41.500000     0.003946     0.011194
   42.500000    -0.003753     0.012237
   43.500000     0.007756     0.009808
   44.500000    -0.016196     0.008688
   45.500000    -0.013912     0.009553
   46.500000    -0.001014     0.013351
   47.500000     0.005907     0.010469
   48.500000     0.001347     0.012946
   49.500000     0.035622     0.009023
   50.500000     0.024913     0.010346
   51.500000     0.038859     0.018708
   52.500000     0.023813     0.010562
   53.500000     0.008224     0.018437
   54.500000     0.021026     0.020211
   55.500000     0.022059     0.033712
   56.500000     0.006027     0.025207
   57.500000     0.023292     0.030818
   58.500000     0.020487     0.033177
   59.500000     0.035517     0.036269
   60.500000     0.034099     0.035648
   61.500000     0.047378     0.032568
   62.500000     0.094688     0.040290
   63.500000     0.150795     0.042755
   64.500000     0.324659     0.054029
   65.500000     0.580593     0.056204
   66.500000     0.938090     0.068784
   67.500000     1.403762     0.081905
   68.500000     2.064100     0.092766
   69.500000     2.836106     0.113709
   70.500000     3.912590     0.138204
   71.500000     5.263211     0.159174
   72.500000     7.016030     0.224307
   73.500000     9.185872     0.281874
   74.500000    11.771698     0.385561
   75.500000    12.995921     0.602997
   76.500000    16.366645     0.485843
   77.500000    18.304257     0.467547
   78.500000    18.952747     0.241505
