x	PMF_mean	std_dev	std_error
0.500000	12.798920	0.735823	0.424828
1.500000	13.058786	0.584064	0.337209
2.500000	13.024251	0.571133	0.329744
3.500000	11.685087	0.484553	0.279757
4.500000	9.547281	0.431459	0.249103
5.500000	7.139169	0.479457	0.276815
6.500000	4.822824	0.446036	0.257519
7.500000	2.790136	0.449401	0.259462
8.500000	1.020856	0.405779	0.234276
9.500000	-0.433429	0.337197	0.194681
10.500000	-1.569558	0.285492	0.164829
11.500000	-2.358351	0.282693	0.163213
12.500000	-2.821940	0.283427	0.163637
13.500000	-2.947660	0.288620	0.166635
14.500000	-2.764211	0.316213	0.182566
15.500000	-2.242766	0.364587	0.210495
16.500000	-1.464628	0.353181	0.203909
17.500000	-0.523034	0.359953	0.207819
18.500000	0.416807	0.317954	0.183571
19.500000	1.240030	0.286343	0.165320
20.500000	1.589245	0.168066	0.097033
21.500000	1.495322	0.117934	0.068089
22.500000	1.106416	0.148313	0.085629
23.500000	0.737812	0.160397	0.092605
24.500000	0.404246	0.196828	0.113639
25.500000	0.199215	0.189518	0.109419
26.500000	0.048897	0.173407	0.100116
27.500000	-0.025820	0.135209	0.078063
28.500000	-0.063454	0.135088	0.077993
29.500000	-0.069928	0.115188	0.066504
30.500000	-0.054829	0.108798	0.062815
31.500000	-0.029304	0.095625	0.055209
32.500000	-0.012031	0.080348	0.046389
33.500000	-0.008186	0.068607	0.039610
34.500000	0.001037	0.055278	0.031915
35.500000	-0.005535	0.054235	0.031312
36.500000	0.008847	0.060504	0.034932
37.500000	-0.003244	0.060492	0.034925
38.500000	-0.016389	0.068962	0.039815
39.500000	-0.016057	0.051973	0.030007
40.500000	0.001870	0.038857	0.022434
41.500000	0.000897	0.026577	0.015344
42.500000	0.007505	0.018376	0.010609
43.500000	-0.009671	0.009458	0.005461
44.500000	0.011549	0.013409	0.007742
45.500000	0.002348	0.010815	0.006244
46.500000	-0.002027	0.001477	0.000853
47.500000	-0.000447	0.024656	0.014235
48.500000	-0.004020	0.032675	0.018865
49.500000	-0.008003	0.018522	0.010693
50.500000	-0.008864	0.020718	0.011962
