x	PMF_mean	std_dev	std_error
0.500000	18.435971	0.087203	0.050347
1.500000	18.435971	0.087203	0.050347
2.500000	18.435971	0.087203	0.050347
3.500000	18.305406	0.285630	0.164908
4.500000	17.824106	0.755102	0.435959
5.500000	16.423866	1.126908	0.650621
6.500000	13.966150	1.440543	0.831698
7.500000	11.286483	1.282820	0.740636
8.500000	9.096972	0.881832	0.509126
9.500000	7.223452	0.668003	0.385672
10.500000	5.654719	0.603049	0.348171
11.500000	4.318816	0.691707	0.399357
12.500000	3.212162	0.661753	0.382063
13.500000	2.343727	0.574507	0.331692
14.500000	1.676013	0.507384	0.292938
15.500000	1.280607	0.477910	0.275921
16.500000	1.086184	0.462018	0.266746
17.500000	1.099166	0.427304	0.246704
18.500000	1.276022	0.381605	0.220320
19.500000	1.493009	0.327055	0.188825
20.500000	1.677376	0.258760	0.149395
21.500000	1.766283	0.213069	0.123015
22.500000	1.587631	0.155448	0.089748
23.500000	1.232018	0.155688	0.089886
24.500000	0.835087	0.130604	0.075404
25.500000	0.497160	0.100435	0.057986
26.500000	0.248318	0.063992	0.036946
27.500000	0.075589	0.037780	0.021812
28.500000	-0.016470	0.042940	0.024791
29.500000	-0.057381	0.047547	0.027451
30.500000	-0.051462	0.042357	0.024455
31.500000	-0.061378	0.038468	0.022209
32.500000	-0.046937	0.029111	0.016807
33.500000	-0.028443	0.035832	0.020688
34.500000	-0.005518	0.042158	0.024340
35.500000	0.009996	0.054909	0.031702
36.500000	0.022581	0.041193	0.023783
37.500000	0.038689	0.051081	0.029492
38.500000	0.037321	0.038542	0.022252
39.500000	0.035919	0.028056	0.016198
40.500000	0.014301	0.024273	0.014014
41.500000	0.017914	0.024721	0.014273
42.500000	-0.001068	0.014268	0.008238
43.500000	-0.002593	0.020255	0.011694
44.500000	0.003560	0.023293	0.013448
45.500000	0.008227	0.008197	0.004733
46.500000	0.003199	0.001448	0.000836
47.500000	-0.014245	0.016395	0.009465
48.500000	-0.008232	0.041636	0.024039
49.500000	-0.021063	0.041026	0.023686
50.500000	-0.017434	0.049073	0.028332
