x	PMF_mean	std_dev	std_error
0.500000	-18.110384	0.775223	0.447575
1.500000	-18.025127	0.780156	0.450423
2.500000	-17.858313	0.779787	0.450210
3.500000	-17.605570	0.772585	0.446052
4.500000	-17.311809	0.757428	0.437301
5.500000	-17.045977	0.742234	0.428529
6.500000	-16.854877	0.723694	0.417825
7.500000	-16.781323	0.718889	0.415051
8.500000	-16.813695	0.704672	0.406843
9.500000	-16.866381	0.711292	0.410665
10.500000	-16.837885	0.703264	0.406030
11.500000	-16.660692	0.704917	0.406984
12.500000	-16.231989	0.708899	0.409283
13.500000	-15.508896	0.723958	0.417978
14.500000	-14.464288	0.716762	0.413823
15.500000	-13.053832	0.707059	0.408221
16.500000	-11.355163	0.689141	0.397876
17.500000	-9.369383	0.631536	0.364618
18.500000	-7.172724	0.630303	0.363906
19.500000	-4.863055	0.601709	0.347397
20.500000	-2.780865	0.562248	0.324614
21.500000	-1.007149	1.073670	0.619884
22.500000	0.069318	1.778612	1.026882
23.500000	0.433677	1.571021	0.907029
24.500000	0.433677	1.571021	0.907029
25.500000	0.346358	1.239305	0.715513
26.500000	0.013815	0.967523	0.558600
27.500000	-0.124223	0.551755	0.318556
28.500000	-0.244452	0.672461	0.388245
29.500000	-0.244452	0.672461	0.388245
30.500000	-0.244452	0.672461	0.388245
31.500000	-0.244452	0.672461	0.388245
32.500000	-0.244452	0.672461	0.388245
33.500000	-0.244452	0.672461	0.388245
34.500000	-0.468416	0.808686	0.466895
35.500000	-0.348859	0.608425	0.351274
36.500000	-0.244452	0.672461	0.388245
37.500000	-0.348859	0.608425	0.351274
38.500000	-0.078585	0.859454	0.496206
39.500000	-0.244452	0.672461	0.388245
40.500000	-0.182992	0.841779	0.486001
41.500000	-0.078585	0.859454	0.496206
42.500000	0.060853	0.634789	0.366495
43.500000	0.062266	0.142529	0.082289
44.500000	0.062266	0.142529	0.082289
45.500000	-0.076192	0.187095	0.108020
46.500000	0.014056	0.574325	0.331587
47.500000	0.028484	0.432604	0.249764
48.500000	0.293050	0.996281	0.575203
49.500000	-0.183205	0.618717	0.357216
50.500000	0.014056	0.574325	0.331587
51.500000	0.014056	0.574325	0.331587
52.500000	0.447228	1.205850	0.696198
53.500000	-0.063389	0.981673	0.566769
54.500000	-0.063389	0.981673	0.566769
55.500000	0.096357	1.280413	0.739247
56.500000	-0.266040	1.042435	0.601850
57.500000	0.012955	1.408485	0.813189
58.500000	-0.222656	1.257470	0.726000
59.500000	-0.292235	1.377963	0.795567
60.500000	-0.620565	1.099048	0.634536
61.500000	-0.620565	1.099048	0.634536
62.500000	-0.341905	1.171611	0.676430
63.500000	-0.475122	0.848805	0.490058
64.500000	-0.146791	1.126093	0.650150
65.500000	0.029214	0.821335	0.474198
66.500000	0.168234	0.959371	0.553893
67.500000	0.551318	1.029570	0.594422
68.500000	0.836828	0.941376	0.543504
69.500000	1.460731	1.346433	0.777364
70.500000	2.254097	0.848133	0.489670
71.500000	2.529163	0.381381	0.220191
72.500000	2.945921	1.035078	0.597602
73.500000	3.357577	0.738872	0.426588
74.500000	3.357577	0.738872	0.426588
75.500000	3.357577	0.738872	0.426588
76.500000	3.357577	0.738872	0.426588
