#resid average_duration max_duration persistent_contacts
1 4.771875 33 640
10 5.135493372606775 32 679
11 5.390357698289269 407 643
12 4.967465753424658 81 584
13 7.3373134328358205 271 670
14 6.2748091603053435 289 524
15 4.808729139922979 58 779
16 5.362889983579639 79 609
17 7.625698324022347 81 179
18 4.775716694772344 31 593
19 4.877966101694915 31 590
2 4.956521739130435 32 690
20 5.55475763016158 99 557
21 7.702898550724638 267 552
22 6.209225700164745 225 607
23 4.809327846364884 26 729
24 4.9125 50 720
25 6.164536741214057 228 626
26 5.372641509433962 289 636
3 4.805949008498583 26 706
4 7.033386327503974 347 629
5 7.006677796327212 407 599
6 5.155515370705244 42 553
7 5.021834061135372 58 687
8 6.173469387755102 267 588
9 7.021459227467811 347 699
#TOTAL_CONTACTS 52745 for 10100 frames
