#resid average_duration max_duration persistent_contacts
1 5.227848101265823 71 632
10 4.866261398176292 37 658
11 5.155197657393851 60 683
12 5.972779369627507 148 698
13 4.928176795580111 56 543
14 5.617204301075269 118 465
15 5.1207317073170735 58 820
16 5.121657754010696 51 748
17 4.811732605729877 60 733
18 5.208053691275167 31 447
19 5.223684210526316 85 836
2 6.21283255086072 165 639
20 4.581818181818182 29 550
21 4.723350253807107 31 788
22 4.893939393939394 32 792
23 5.084124830393487 30 737
24 4.769889840881273 30 817
25 4.8805555555555555 59 720
26 6.1563731931668855 132 761
3 5.355357142857143 165 560
4 5.007072135785007 118 707
5 5.184764991896272 85 617
6 4.831478537360891 58 629
7 4.731391585760518 32 618
8 5.066964285714286 32 672
9 5.091549295774648 32 710
#TOTAL_CONTACTS 52980 for 10100 frames
