#resid average_duration max_duration persistent_contacts
1 5.5307262569832405 40 179
10 6.736196319018405 49 163
11 5.866071428571429 41 224
12 6.662162162162162 40 222
13 6.158620689655172 48 145
14 6.492822966507177 50 209
15 6.404255319148936 65 94
16 5.343042071197411 48 309
17 5.80225988700565 34 177
18 5.968152866242038 46 157
19 6.5125 65 160
2 5.374269005847953 27 171
20 6.4 46 140
21 6.436241610738255 49 149
22 5.93984962406015 64 133
23 6.07488986784141 41 227
24 6.070588235294117 34 255
25 6.940740740740741 35 135
26 5.695067264573991 40 223
3 6.225 37 120
4 5.888888888888889 48 216
5 5.661616161616162 50 198
6 5.738095238095238 54 210
7 6.902564102564103 65 195
8 5.97887323943662 65 142
9 5.629955947136564 40 227
#TOTAL_CONTACTS 16678 for 1000 frames
