#resid average_duration max_duration persistent_contacts
1 6.141732283464567 45 127
10 7.564102564102564 47 117
11 5.825842696629214 34 178
12 5.703703703703703 32 162
13 6.173228346456693 33 127
14 6.976923076923077 40 130
15 5.587096774193548 42 155
16 6.525 61 160
17 6.087209302325581 52 172
18 5.6028708133971294 39 209
19 6.862068965517241 54 174
2 5.473404255319149 41 188
20 6.609625668449198 54 187
21 5.142857142857143 39 161
22 6.0182926829268295 52 164
23 6.4950495049504955 34 202
24 6.604 43 250
25 5.48062015503876 46 129
26 5.697368421052632 68 76
3 6.995073891625616 43 203
4 5.598639455782313 34 147
5 6.316939890710382 46 183
6 7.039370078740157 61 127
7 6.490566037735849 47 106
8 5.618421052631579 29 152
9 6.543956043956044 68 182
#TOTAL_CONTACTS 15073 for 1000 frames
