#resid average_duration max_duration persistent_contacts
1 5.2625 33 160
10 5.562913907284768 28 151
11 6.010526315789473 25 95
12 6.0375 32 160
13 6.878048780487805 44 123
14 6.471590909090909 40 176
15 5.170068027210885 52 147
16 6.705521472392638 69 163
17 5.762195121951219 41 164
18 5.966101694915254 33 118
19 6.234375 41 192
2 5.9067357512953365 41 193
20 6.236559139784946 41 186
21 6.4822695035460995 45 141
22 6.7890625 52 128
23 5.6419753086419755 41 162
24 6.682634730538922 46 167
25 5.13125 31 160
26 5.6911764705882355 31 136
3 5.842465753424658 52 146
4 5.779761904761905 56 168
5 5.63265306122449 30 147
6 5.329113924050633 26 158
7 6.583333333333333 40 120
8 5.591397849462366 34 93
9 7.491666666666666 69 120
#TOTAL_CONTACTS 13612 for 1000 frames
